series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	PERCENT		0.05	0.06															2002	0.06		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	PERCENT	3	3.07	3.12	3.14	3.13	3.31	3.41	3.46	3.47	3.36	3.25	3.38	3.34	3.47	3.58		3.4425	2014	3.58		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	PERCENT	0.18	0.22	0.26	0.25	0.25	0.28	0.24	0.21	0.22	0.23	0.15	0.16	0.17	0.17			0.166666666666667	2013	0.17		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	PERCENT			0.34						0.43									2008	0.43		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	PERCENT								0.36			0.79							2010	0.79		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	PERCENT	2.18	2.34	2.27	2.35	2.53	2.63	2.83	3	3.12	3.29	3.47	3.74	4.03	4.15	4.29		4.0525	2014	4.29		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	PERCENT	0.13	0.18	0.18	0.14	0.13	0.1	0.08	0.09	0.09	0.11	0.1	0.1	0.1	0.3			0.166666666666667	2013	0.3		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	PERCENT	0.16	0.17	0.2	0.22	0.2	0.2	0.23	0.23	0.19	0.16	0.16	0.16	0.17	0.15	0.13		0.1525	2014	0.13		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	PERCENT			0.04															2002	0.04		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	PERCENT			0.05	0.05	0.07					0.03		0.01					0.01	2011	0.01		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	PERCENT	0.44	0.4	0.41	0.36	0.4	0.53	0.65	0.55	0.58	0.45	0.61	0.7	0.67	0.61	0.69		0.6675	2014	0.69		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	PERCENT	0.58	0.67	0.66	0.66	0.75	0.75	0.79	0.8	0.79	0.83	0.78	0.9	0.9	0.95	1.01		0.94	2014	1.01		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	PERCENT	1.57			1.65	1.62	1.59	1.69	1.61	1.64	1.71	1.53	1.5	1.29	1.3	1.26		1.3375	2014	1.26		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	PERCENT		0.07	0.07	0.06	0.06	0.09	0.08	0.06	0.1	0.05	0.05	0.04	0.05	0.05	0.09		0.0575	2014	0.09		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	PERCENT	0.12	0.22	0.25	0.34	0.22	0.18	0.16	0.14	0.13	0.15	0.11	0.11			0.02		0.065	2014	0.02		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	PERCENT	0.47		0.65		0.6		0.61		0.79	1.01	1.04	1.03	1.09		1.26		1.12666666666667	2014	1.26		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	PERCENT								0.25			0.67							2010	0.67		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	PERCENT			0.26	0.25	0.53	0.57	0.62	0.58	0.56	0.54	0.68	0.71	0.89	0.88	0.85		0.8325	2014	0.85		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	PERCENT	0.29	0.37	0.37	0.34	0.38	0.37							0.18				0.18	2012	0.18		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	PERCENT	0.32	0.34	0.38	0.39	0.39	0.4	0.37	0.37	0.4	0.43	0.45	0.43	0.43	0.5	0.54		0.475	2014	0.54		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	PERCENT					0.04	0.04												2005	0.04		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	PERCENT	0.19	0.27	0.25	0.25	0.27	0.24	0.19	0.24	0.34	0.3	0.24	0.23	0.24	0.23	0.23		0.2325	2014	0.23		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	PERCENT				0.32	0.35	0.4	0.41	0.55	0.53	0.53	0.44	0.4	0.42	0.35	0.37		0.385	2014	0.37		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	PERCENT				0.8	1.02	0.92	1.24	1.15				0.4		0.37	0.36		0.376666666666667	2014	0.36		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	PERCENT		0.63	0.55	0.66			0.64				0.71							2010	0.71		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	PERCENT			0.42				0.46		0.15		0.42							2010	0.42		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	PERCENT												0.14	0.21	0.17			0.173333333333333	2013	0.17		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	PERCENT											0.14							2010	0.14		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	524	83.94678863	28.25866332	NPL	Nepal	1	ANNUAL	PERCENT									0.05	0.26	0.3							2010	0.3		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	528	5.331480568	51.86728884	NLD	Netherlands	1	ANNUAL	PERCENT	1.81	1.82	1.77	1.81	1.81	1.79	1.76	1.69	1.64	1.69	1.72	1.9	1.94	1.96	1.97		1.9425	2014	1.97		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	531	-68.95033464	12.15058042	CUW	Curaçao	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	533	-69.97050586	12.50878756	ABW	Aruba	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	554	170.4755673	-43.98721568	NZL	New Zealand	1	ANNUAL	PERCENT		1.1		1.15		1.12		1.16		1.26		1.25		1.17			1.21	2013	1.17		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ANNUAL	PERCENT			0.03															2002	0.03		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	562	9.400167877	17.42143036	NER	Niger	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	566	8.097363256	9.585789025	NGA	Nigeria	1	ANNUAL	PERCENT								0.22										2007	0.22		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	570	-169.8601693	-19.05000475	NIU	Niue	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	578	11.47846389	61.34311134	NOR	Norway	1	ANNUAL	PERCENT		1.56	1.63	1.68	1.55	1.48	1.46	1.56	1.56	1.72	1.65	1.63	1.62	1.65	1.71		1.6525	2014	1.71		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	585	134.5733878	7.502307591	PLW	Palau	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	586	68.80479684	29.36491634	PAK	Pakistan	1	ANNUAL	PERCENT	0.13	0.17	0.22			0.44		0.63		0.45		0.33		0.29			0.31	2013	0.29		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	591	-81.26616623	8.450965746	PAN	Panama	1	ANNUAL	PERCENT	0.38	0.38	0.36	0.34	0.24	0.25	0.25	0.18	0.19	0.14	0.15	0.18					0.18	2011	0.18		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ANNUAL	PERCENT		0.07	0.09	0.07	0.07	0.07			0.05			0.06	0.09				0.075	2012	0.09		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	604	-71.82093277	-13.58939705	PER	Peru	1	ANNUAL	PERCENT	0.11	0.11	0.11	0.11	0.16													2004	0.16		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	608	120.8601418	14.16591706	PHL	Philippines	1	ANNUAL	PERCENT			0.14	0.13		0.11		0.11		0.11		0.12		0.14			0.13	2013	0.14		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	616	19.40660158	52.1226733	POL	Poland	1	ANNUAL	PERCENT	0.64	0.62	0.56	0.54	0.56	0.57	0.55	0.56	0.6	0.67	0.72	0.75	0.88	0.87	0.94		0.86	2014	0.94		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	620	-7.961599811	39.68509315	PRT	Portugal	1	ANNUAL	PERCENT	0.72	0.76	0.72	0.7	0.73	0.76	0.95	1.12	1.45	1.58	1.53	1.46	1.38	1.33	1.29		1.365	2014	1.29		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ANNUAL	PERCENT										0.45				0.44			0.44	2013	0.44		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	634	51.19152467	25.28355379	QAT	Qatar	1	ANNUAL	PERCENT													0.47				0.47	2012	0.47		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	638	55.53171398	-21.13183266	REU	Réunion	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	642	24.98481009	45.83893563	ROU	Romania	1	ANNUAL	PERCENT	0.36	0.39	0.38	0.38	0.38	0.41	0.45	0.52	0.57	0.46	0.45	0.49	0.48	0.39	0.38		0.435	2014	0.38		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	643	99.01404926	61.61899849	RUS	Russian Federation	1	ANNUAL	PERCENT	1.05	1.18	1.25	1.29	1.15	1.07	1.07	1.12	1.04	1.25	1.13	1.09	1.13	1.13	1.19		1.135	2014	1.19		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	646	29.92310194	-1.999842114	RWA	Rwanda	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	PERCENT		0.04	0.12															2002	0.12		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	PERCENT				0.06	0.05	0.04	0.04	0.05	0.05	0.07								2009	0.07		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	PERCENT									0.37		0.54							2010	0.54		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	PERCENT	0.9	0.32	0.68	0.52	0.3	0.42	0.47	0.35	0.37	0.87	0.74	0.72	0.91	0.73	0.78		0.785	2014	0.78		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	PERCENT		0.43	0.41	0.41	0.35	0.3												2005	0.3		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	PERCENT	1.82	2.02	2.07	2.03	2.1	2.16	2.13	2.34	2.62	2.16	2.01	2.15	2	2			2.05	2013	2		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	PERCENT	0.64	0.63	0.56	0.56	0.5	0.5	0.48	0.45	0.46	0.47	0.62	0.66	0.81	0.83	0.89		0.7975	2014	0.89		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	PERCENT			0.18									0.19					0.19	2011	0.19		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	PERCENT	1.36	1.47	1.44	1.25	1.37	1.41	1.53	1.42	1.63	1.82	2.06	2.42	2.58	2.6	2.39		2.4975	2014	2.39		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	PERCENT		0.72		0.76	0.81	0.86	0.9	0.88	0.89	0.84	0.74	0.73	0.73				0.73	2012	0.73		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	PERCENT	0.88	0.89	0.96	1.02	1.04	1.1	1.17	1.23	1.32	1.35	1.35	1.33	1.28	1.26	1.23		1.275	2014	1.23		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	728	30.32618773	7.290839152	SSD	South Sudan	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	736	29.95650159	16.02643066	SDN	Sudan	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	740	-55.90626394	4.132603197	SUR	Suriname	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	752	14.3775338	60.60103109	SWE	Sweden	1	ANNUAL	PERCENT		3.91		3.61	3.39	3.39	3.5	3.26	3.5	3.45	3.22	3.25	3.28	3.31	3.16		3.25	2014	3.16		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	756	8.223158	46.96617097	CHE	Switzerland	1	ANNUAL	PERCENT	2.33				2.68				2.73				2.97				2.97	2012	2.97		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	762	69.294998	38.43069666	TJK	Tajikistan	1	ANNUAL	PERCENT		0.09	0.07	0.07	0.07	0.1	0.11	0.07	0.07	0.09	0.09	0.12	0.11	0.12			0.116666666666667	2013	0.12		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	764	101.0202951	15.13089239	THA	Thailand	1	ANNUAL	PERCENT	0.24	0.25	0.23	0.25	0.24	0.22	0.23	0.2		0.23		0.36			0.48		0.42	2014	0.48		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	768	0.97835765	8.532096072	TGO	Togo	1	ANNUAL	PERCENT											0.25		0.22		0.27		0.245	2014	0.27		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	776	-175.1959991	-21.19511329	TON	Tonga	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ANNUAL	PERCENT	0.13	0.12	0.13	0.11	0.11	0.09	0.06	0.05	0.03	0.06	0.05	0.04	0.05	0.05			0.0466666666666667	2013	0.05		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ANNUAL	PERCENT												0.49			0.7		0.595	2014	0.7		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	788	9.572737411	34.11439971	TUN	Tunisia	1	ANNUAL	PERCENT			0.54	0.65	0.73	0.71	0.68	0.67	0.64	0.71	0.69	0.71	0.68	0.66	0.64		0.6725	2014	0.64		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	792	35.42890329	38.9899684	TUR	Turkey	1	ANNUAL	PERCENT	0.48	0.54	0.53	0.48	0.52	0.59	0.58	0.72	0.73	0.85	0.84	0.86	0.92	0.94	1.01		0.9325	2014	1.01		C
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ANNUAL	PERCENT																					
2017.Q2.G.01	GB_XPD_RSDV	Research and development (R&D) expenditure as a proportion of GDP	800	32.39100438	1.279557331	UGA	Uganda	1	ANNUAL	PERCENT			0.37	0.26	0.26	0.22	0.3	0.39	0.33	0.36	0.48							2010	0.48		C
