series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	248	19.80945969	60.1544901	ALA	Åland Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP																					
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	250	2.457288129	46.62660861	FRA	France	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	196601	601500	1655000	3569381	6561035	9471000	12711000	15750000	17830000	19852000	21337000	22749000	23980000	24940000	25969000	26867000	24901000	2015	26867000	Autorité de Régulation des Communications électroniques et des postes	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	254	-53.23619089	3.922673437	GUF	French Guiana	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP										30186								2009	30186	ARCEP	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP		25	32	946	4551	11000	18234	23600	27671	30030	32247	36000	40200	44900	49740	51908	44549.6	2015	51908	Direction générale de l'économie numérique (DGEN)	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP																					
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	262	42.18274707	11.56004161	DJI	Djibouti	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	4	5	6			42	152	1092	2451	5285	8058	11302	14907	17705	20102	24165	17636.2	2015	24165	Ministère de la Communication chargé des Postes et des Télécommunications	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	266	11.78727747	-0.60687619	GAB	Gabon	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP				170	650	1530	1763	1983	2200	3697	4082	4500	5000	8900	10800	11082	8056.4	2015	11082	Gabon Télécom	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	268	43.3713615	42.04813028	GEO	Georgia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP		430	920	1410	1900	2390	27000	46735	112131	150000	182432	248504	463052	516931	600826	634572	492777	2015	634572	Georgian National Communications Commission	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	270	-15.39944785	13.45295927	GMB	Gambia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP					36	71		269	300	300	350	437	500	438	2743	3573	1538.2	2015	3573	The Gambia Public Utilities Regulatory Authority	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	275	35.25694122	31.94347933	PSE	State of Palestine	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP					18	7463	27172	55648				155964	186380	213065	235142	274500	213010.2	2015	274500	Palestinian Central Bureau of Statistics	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	276	10.3806066	51.08862743	DEU	Germany	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	265000	2100000	3205000	4470000	7e+06	10786800	14977200	19751400	22710136	24964600	26161950	27257096	27956700	28641961	29572818	30707429	28827200.8	2015	30707429	Bundesnetzagentur (BNetzA) / Federal Network Agency	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	288	-1.205623522	7.964825185	GHA	Ghana	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP					900	1904	12749	16197	22980	28401	52085	65149	68132	68795	70170	73132	69075.6	2015	73132	National Communications Authority	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP										9297	10433	11284	11979		13000	15577	12960	2015	15577	Gibraltar Regulatory Authority	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	296	-157.5643005	1.768837732	KIR	Kiribati	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP						322	402	504	685	765	846	850	800	700	500	117	593.4	2015	117	Ministry of Information, Communication, Transport and Tourism Development	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	300	22.58307827	39.47301873	GRC	Greece	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP				10476	51455	160113	488180	1017475	1507000	1916630	2252653	2464282	2689428	2913191	3156071	3439034	2932401.2	2015	3439034	Hellenic Telecommunications & Post Commission	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	304	-41.39371316	74.75625681	GRL	Greenland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP				119	3320	7128	9216	10547	12013	12540	12390	11891	11380	10800	10400	10000	10894.2	2015	10000	ITU estimate.	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	308	-61.68248568	12.11238395	GRD	Grenada	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP			563		609	3222	5544	7600	8954	12371	14437	14674	16000	18000	18811	19757	17448.4	2015	19757	ECTEL	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP																					
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	316	144.7029305	13.35485404	GUM	Guam	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP		1750						2700	2700	3000	3000			3000	3000		3000	2014	3000	ITU estimate.	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	320	-91.2312746	15.00273719	GTM	Guatemala	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP						27106	39000	57000	94500	156000	259000		280302	352826	433734	459847	381677.25	2015	459847	Superintendencia de Telecomunicaciones (SIT)	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	324	-11.28173419	11.00210343	GIN	Guinea	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP											500	600	700	800	900	1000	800	2015	1000	ITU estimate.	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	328	-58.97322037	4.788012784	GUY	Guyana	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP						2000		2362	5084	6823	11193	20540	29981	36900	45225	53687	37266.6	2015	53687	National Frequency Management Unit	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	332	-72.33640958	18.40426539	HTI	Haiti	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP																1348	1348	2015	1348	Conseil National des Télécommunications	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP																					
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	336	12.45315803	41.90343751	VAT	Holy See	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP																					
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	340	-86.59974381	14.82243161	HND	Honduras	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP											1000	57290	61277	68991	157852	197379	108557.8	2015	197379	ITU estimate.	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	444450	716435	1038995	1267966	1517741	1659098	1796240	1898934	1935485	2053374	2167714	2299000	2255039	2235223	2281275	2347833	2283674	2015	2347833	Office of the Communications Authority	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	348	19.41221519	47.1651448	HUN	Hungary	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	3400	31384	111458	264311	411111	651689	1199190	1454511	1770574	1976723	2159421	2313092	2396035	2597159	2580537	2718794	2521123.4	2015	2718794	National Media and Infocommunications Authority	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	352	-19.02116966	64.79134763	ISL	Iceland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	2358	10424	24270	41571	55764	78017	87738	100026	106017	107072	109212	111584	113420	117467	119647	124436	117310.8	2015	124436	Post and Telecom Administration	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	356	79.3608464	22.34642074	IND	India	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP		50000	82409	140362	235000	1348000	2300000	3130000	5280000	7745710	10990000	13351187	14982178	14927670	15750000	16942750	15190757	2015	16942750	Department of Telecommunications	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	360	113.9174	-0.994582204	IDN	Indonesia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	4000	15000	38300	61600	84900	108200	194367	778770	981562	1863821	2280316	2736379	2983000	3251800	3009185	2785000	2953072.8	2015	2785000	ITU estimate.	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	176	661	16171	18700			1e+05	2e+05	3e+05	4e+05	987549	2119708	3803692	5161156	7425807	8633861	5428844.8	2015	8633861	Information Technology Organization of Iran (ITO)	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	368	43.76606267	33.05013795	IRQ	Iraq	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP							26	98	54	121	3117							2010	3117	Ministry of Communications	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	372	-7.121425272	53.25274054	IRL	Ireland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP			10600	41800	152100	322500	561700	758722	891243	976381	1019964	1070776	1112082	1189212	1258758	1309467	1188059	2015	1309467	Commission for Communications Regulation	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	376	34.62277992	31.06164552	ISR	Israel	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP		43865	231663	633100	980000	1229626	1421000	1528500	1684000	1723000	1762000	1879029	1937000	2003000	2131000	2173000	2024605.8	2015	2173000	Ministry of Communications	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	380	12.57022427	42.79917282	ITA	Italy	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	115000	390000	850000	2250000	4724500	6822210	8497422	10122126	11276262	12084537	13098028	13518710	13763362	14012976	14373844	14900171	14113812.6	2015	14900171	Ministry of Economic Development	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP				413	826	1239	10000	10000	10000	10000			46167	56281	126857	109707	84753	2015	109707	Autorité de Régulation des Télécommunications/TIC	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	388	-77.31068409	18.15616857	JAM	Jamaica	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP		3235	9000	9000	27000	45000	68243	92768	97323	112201	116685	118269	123046	140816	151554	228890	152515	2015	228890	Office of Utilities Regulation	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	392	139.2716103	36.6554539	JPN	Japan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	854655	3835000	9397426	14917165	19557146	23301105	26438867	28303003	30117679	32863203	34101778	35696214	36132405	36918650	37788929	38878317	37082903	2015	38878317	Ministry of Internal Affairs and Communications	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP				998	1997	2996	30500	270370	337300	577344	869600	1193400	1637300	1958823	2148000	2301000	1847704.6	2015	2301000	Ministry of Information and Communication of the Republic of Kazakhstan	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	400	37.13024774	30.65365973	JOR	Jordan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP		409	3177	4996	10424	23551	48622	88818	145838	237996	293276	296612	300294	328382	351783	320205	319455.2	2015	320205	Telecommunications Regulatory Commission	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	404	37.86096816	0.534797278	KEN	Kenya	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP						5399	17723	17737	3282	18200	6866	54144	54348	74144	101813	135107	83911.2	2015	135107	Communications Authority  of Kenya	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP																					
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	3870000	7818020	10405486	11178499	11921439	12190711	14042698	14709998	15474931	16348571	17194272	17859522	18252661	18737514	19198934	20024419	18814610	2015	20024419	Ministry of Science, ICT and Future Planning	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	414	47.49305029	29.53949468	KWT	Kuwait	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP		5000	10500	13000	20000	25000	30000	35000	40000	45000	46000	47000	47000	47000	48000	55000	48800	2015	55000	Communication and Information Technology Regulatory Authority	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP			36	139	1907	2292	2762	3115	19032	17355	23053	39040	54614	136200	170706	211521	122416.2	2015	211521	State Communications Agency under the Governmet of the Kyrgyz Republic	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP				25	50	314	741	1135	2896	4317	5885	6546	7578	9025	11287	36839	14255	2015	36839	Ministry of Post and Telecommunication	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	422	35.89391711	33.92152458	LBN	Lebanon	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP								50000	1e+05	197000	331089	402329	476185	480000	1132139	1283258	754782.2	2015	1283258	ITU estimate.	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	426	28.25362195	-29.58041814	LSO	Lesotho	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP					22	45		110	140	400	400	1339	1636	2275	1502	2062	1762.8	2015	2062	Lesotho Communications Authority	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	428	26.42461876	56.64196636	LVA	Latvia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	284	3235	10000	19533	49147	60770	109674	338559	412108	454714	434876	457422	476141	496000	505000	503503	487613.2	2015	503503	Ministry of Transport, Department of Communications	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	430	-9.311879038	6.448381009	LBR	Liberia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP									110	150	186	63	524	5080	6000	7000	3733.4	2015	7000	ITU estimate.	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	434	18.0295985	27.04042819	LBY	Libya	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP									46242	63000	72800	70000	67300	64700	62800	61000	65160	2015	61000	ITU estimate.	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP			1437	1500	4741	8617	10000	14200	15550	15983	15250	13595	14416	15016	15610	15696	14866.6	2015	15696	Office for Communications	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	440	23.90517807	55.33680309	LTU	Lithuania	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP		2427	20000	66790	129051	234081	368715	559036	590103	633779	679321	727699	768861	836200	801863	833298	793584.2	2015	833298	Communications Regulatory Authority of the Republic of Lithuania	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	442	6.092656563	49.77679538	LUX	Luxembourg	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP		1215	5827	15351	36500	70100	98930	128680	143200	156120	168368	169753	169700	176500	186800	195300	179610.6	2015	195300	Institut Luxembourgeois de Régulation	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	3731	9788	16954	27774	45218	68030	92217	110498	121569	126142	132081	137661	144596	151796	161498	169939	153098	2015	169939	Bureau of Telecommunications Regulation	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	450	46.6982339	-19.38514785	MDG	Madagascar	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP							1361	2354	3488	4576	5391	6852	31077	37988	24835	23694	24889.2	2015	23694	Autorité de Régulation des Technologies de Communication	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	454	33.4884625	-13.40819859	MWI	Malawi	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP				69	138	404		934	986	1034	1085	1730	1238	8777	8561	5855	5232.2	2015	5855	Malawi Communications Regulatory Authority	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	458	116.8346314	5.452415309	MYS	Malaysia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP		4000	19302	110402	252500	483100	751000	1035200	1329300	1553600	2097800	2506700	2920900	2938800	3061000	3063820	2898244	2015	3063820	Malaysian Communications and Multimedia Commission	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	462	73.09672546	-0.614385021	MDV	Maldives	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP			190	503	717	3260	6274	10405	15359	15380	15553	17638	18059	20351	19842	23175	19813	2015	23175	Communications Authority of Maldives	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	466	-3.522016039	17.35311254	MLI	Mali	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP							3085	3200	5272	8244	8019	8482	4320	2909	2990	3499	4440	2015	3499	Autorité Malienne de Régulation des Télécommunications/TIC et Postes (AMRTP)	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	470	14.44617519	35.89194275	MLT	Malta	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	1656	9157	17679	22736	37642	51409	52948	83982	98209	113656	125889	128678	135758	143010	151557	163205	144441.6	2015	163205	Malta Communications Authority	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	474	-60.91544135	14.56086108	MTQ	Martinique	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP				6000				6000	6000	6000	6000							2010	6000	ITU estimate.	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	478	-10.33187259	20.26089546	MRT	Mauritania	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP						164	973	4000	5876	6775	5809	6120	6697	7532	8000	9638	7597.4	2015	9638	Autorité de Régulation	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	480	57.568022	-20.28581998	MUS	Mauritius	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP			285	1184	2564	5398	27895	35132	52511	72875	93922	118235	140800	162400	182000	197400	160167	2015	197400	Information and Communication Technologies Authority of Mauritius	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	484	-102.5148166	23.93378032	MEX	Mexico	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	15000	50000	231486	428371	1057282	1922352	3020000	4504422	7532633	9641168	10582865	11566069	13077276	12295322	12669163	14579234	12837412.8	2015	14579234	Instituto Federal de Telecomunicaciones de México	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	492	7.424214814	43.73532918	MCO	Monaco	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	800	2658	4904	6535	7606	9500	11000	12300	13000	13400	13800	15920	16258	16896	17800	18354	17045.6	2015	18354	Direction des Communications Electroniques	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	496	103.0728057	46.83892054	MNG	Mongolia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP		49	90	500	900	1800	3500	7395	32504	40077	76754	94052	110165	139729	197247	208047	149848	2015	208047	Communications Regulatory Commission of Mongolia	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP		239	418	597	2429	10395	21792	52806	115227	187665	270756	356324	418519	469367	509195	534393	457559.6	2015	534393	National Regulatory Agency for Electronic Communications and Information Technology	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	499	19.25214024	42.78717043	MNE	Montenegro	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP						7665		17852	39749	59329	64665	64712	87768	95721	103863	112394	92891.6	2015	112394	Agency for Electronic Communications and Postal Services	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	500	-62.19261223	16.73558313	MSR	Montserrat	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP							44	50	10	20	50	300	600	1200	2700	6000	2160	2015	6000	ITU estimate.	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	504	-6.281942841	31.8440131	MAR	Morocco	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP			2000	2712	64660	249138	391857	477360	493228	479503	504499	595207	689541	843940	993451	1147533	853934.4	2015	1147533	Agence Nationale de Réglementation des Télécommunications	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP							2201	6367	11135	13748	17323	28374	29438	28852	36985	42570	33243.8	2015	42570	Instituto Nacional das Comunicaçoes de Moçambique	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	512	57.87743482	21.98805614	OMN	Oman	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP			97	136	668	13240	20065	20177	32447	41131	58556	78217	113324	154290	177063	233234	151225.6	2015	233234	Telecommunication Regulatory Authority	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	516	17.21907885	-22.13817068	NAM	Namibia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP						134	198	256	320	477	9435	17610	24053	35740	41212	70408	37804.6	2015	70408	Communications Regulatory Authority of Namibia	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	520	166.92313	-0.528742623	NRU	Nauru	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP											950							2010	950	Ministry for Transport and Telecommunications	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	524	83.94678863	28.25866332	NPL	Nepal	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP							963	10957	12000	17078	60177	94656	230618	311457	250602	302705	238007.6	2015	302705	Nepal Telecommunications Authority	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	528	5.331480568	51.86728884	NLD	Netherlands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP	260000	466200	1170966	1988000	3206000	4100000	5192200	5507000	5805000	6129000	6329000	6498007	6654000	6792000	6851000	7029097	6764820.8	2015	7029097	Authority for Consumers and Markets	
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP																					
2017.Q2.G.01	IT_NET_BBNDN	Fixed Internet broadband Subscriptions per 100 inhabitants	531	-68.95033464	12.15058042	CUW	Curaçao	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	NUMBER	MP												31800	35582	37000	38663	40000	36609	2015	40000	Bureau Telecommunicatie & Post Curacao	
