series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2000	2005	2010	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	352	-19.02116966	64.79134763	ISL	Iceland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	356	79.3608464	22.34642074	IND	India	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.259	0.248	0.243	0.233	0.26	0.2465	2015	0.26	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	360	113.9174	-0.994582204	IDN	Indonesia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	368	43.76606267	33.05013795	IRQ	Iraq	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	372	-7.121425272	53.25274054	IRL	Ireland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	376	34.62277992	31.06164552	ISR	Israel	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	380	12.57022427	42.79917282	ITA	Italy	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	2.508	2.402	2.362	2.428	2.42	2.424	2015	2.42	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	388	-77.31068409	18.15616857	JAM	Jamaica	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	392	139.2716103	36.6554539	JPN	Japan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	5.65	5.413	5.322	5.494	5.47	5.482	2015	5.47	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	400	37.13024774	30.65365973	JOR	Jordan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	404	37.86096816	0.534797278	KEN	Kenya	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	1.539	1.463	1.434	1.43	1.44	1.435	2015	1.44	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.487	0.466	0.458	0.455	0.47	0.4625	2015	0.47	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	414	47.49305029	29.53949468	KWT	Kuwait	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.487	0.469	0.458	0.465	0.46	0.4625	2015	0.46	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	422	35.89391711	33.92152458	LBN	Lebanon	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.189	0.179	0.181	0.068	0.07	0.069	2015	0.07	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	426	28.25362195	-29.58041814	LSO	Lesotho	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	428	26.42461876	56.64196636	LVA	Latvia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	430	-9.311879038	6.448381009	LBR	Liberia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.233	0.22	0.215	0.202	0.2	0.201	2015	0.2	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	434	18.0295985	27.04042819	LBY	Libya	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	3.83	3.641	3.75	3.683	3.32	3.5015	2015	3.32	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	440	23.90517807	55.33680309	LTU	Lithuania	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	442	6.092656563	49.77679538	LUX	Luxembourg	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0	0	0	0.205	0.2	0.2025	2015	0.2	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	450	46.6982339	-19.38514785	MDG	Madagascar	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.704	0.669	0.656	0.652	0.65	0.651	2015	0.65	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	454	33.4884625	-13.40819859	MWI	Malawi	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.341	0.322	0.315	0.287	0.28	0.2835	2015	0.28	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	458	116.8346314	5.452415309	MYS	Malaysia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	462	73.09672546	-0.614385021	MDV	Maldives	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	466	-3.522016039	17.35311254	MLI	Mali	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.494	0.46	0.451	0.442	0.44	0.441	2015	0.44	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	470	14.44617519	35.89194275	MLT	Malta	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	474	-60.91544135	14.56086108	MTQ	Martinique	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	478	-10.33187259	20.26089546	MRT	Mauritania	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.222	0.174	0.17	0.067	0.07	0.0685	2015	0.07	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	480	57.568022	-20.28581998	MUS	Mauritius	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.701	0.666	1.84	0.661	0.66	0.6605	2015	0.66	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	484	-102.5148166	23.93378032	MEX	Mexico	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	492	7.424214814	43.73532918	MCO	Monaco	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	496	103.0728057	46.83892054	MNG	Mongolia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	499	19.25214024	42.78717043	MNE	Montenegro	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	500	-62.19261223	16.73558313	MSR	Montserrat	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	504	-6.281942841	31.8440131	MAR	Morocco	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	3.469	3.306	3.232	3.498	3.52	3.509	2015	3.52	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.685	0.651	0.638	0.634	0.6	0.617	2015	0.6	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	512	57.87743482	21.98805614	OMN	Oman	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	516	17.21907885	-22.13817068	NAM	Namibia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.382	0.363	0.356	0.349	0.35	0.3495	2015	0.35	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	520	166.92313	-0.528742623	NRU	Nauru	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	524	83.94678863	28.25866332	NPL	Nepal	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	528	5.331480568	51.86728884	NLD	Netherlands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.826	0.78	0.854	0.867	0.87	0.8685	2015	0.87	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	531	-68.95033464	12.15058042	CUW	Curaçao	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	533	-69.97050586	12.50878756	ABW	Aruba	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	554	170.4755673	-43.98721568	NZL	New Zealand	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	562	9.400167877	17.42143036	NER	Niger	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.295	0.279	0.273	0.26	0.26	0.26	2015	0.26	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	566	8.097363256	9.585789025	NGA	Nigeria	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	9.266	8.974	8.596	9.281	8.87	9.0755	2015	8.87	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	570	-169.8601693	-19.05000475	NIU	Niue	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	578	11.47846389	61.34311134	NOR	Norway	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	1.218	1.167	1.144	1.166	1.16	1.163	2015	1.16	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	585	134.5733878	7.502307591	PLW	Palau	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	586	68.80479684	29.36491634	PAK	Pakistan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	591	-81.26616623	8.450965746	PAN	Panama	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	604	-71.82093277	-13.58939705	PER	Peru	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	608	120.8601418	14.16591706	PHL	Philippines	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	616	19.40660158	52.1226733	POL	Poland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	620	-7.961599811	39.68509315	PRT	Portugal	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.261	0.249	0.26	0.249	0.25	0.2495	2015	0.25	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.059	0.056	0.054	0.034	0.03	0.032	2015	0.03	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	634	51.19152467	25.28355379	QAT	Qatar	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	638	55.53171398	-21.13183266	REU	Réunion	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	642	24.98481009	45.83893563	ROU	Romania	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	643	99.01404926	61.61899849	RUS	Russian Federation	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	646	29.92310194	-1.999842114	RWA	Rwanda	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.171	0.163	0.156	0.141	0.14	0.1405	2015	0.14	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	660	-63.05651612	18.21525315	AIA	Anguilla	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	674	12.46329038	43.93841766	SMR	San Marino	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.101	0.096	0.094	0.077	0.08	0.0785	2015	0.08	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.228	0.218	0.214	0.202	0.2	0.201	2015	0.2	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	686	-14.46636926	14.35920905	SEN	Senegal	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	1.095	1.04	0.996	1.055	1.05	1.0525	2015	1.05	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	688	20.805876	44.03145697	SRB	Serbia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	690	55.46561591	-4.678053059	SYC	Seychelles	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.099	0.084	0.082	0.038	0.04	0.039	2015	0.04	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.249	0.269	0.263	0.251	0.29	0.2705	2015	0.29	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	702	103.8107883	1.361009155	SGP	Singapore	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	703	19.48495604	48.70741446	SVK	Slovakia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	704	105.802499	10.09643079	VNM	Viet Nam	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	705	14.82209486	46.11958061	SVN	Slovenia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	706	46.20367477	4.406485729	SOM	Somalia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.123	0.116	0.114	0.04	0.04	0.04	2015	0.04	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	710	24.67184355	-29.99957544	ZAF	South Africa	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.943	4.042	4.461	4.871	5.01	4.9405	2015	5.01	African Development Bank Group Annual Report 2015	G
2017.Q2.G.01	SG_INT_VRTAFDB	Proportion of voting rights of developing countries in the African Development Bank	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	2.439	2.115	2.024	2.052	2.06	2.056	2015	2.06	African Development Bank Group Annual Report 2015	G
