series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	1990	2000	2005	2010	2015	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	HECTARES	10222	10328	10405	10403	10401	2015	10401	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	HECTARES	344.6	340.9	339.2	337.1	335.2	2015	335.2	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	HECTARES	24950	24876	24935	24966	24958	2015	24958	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	HECTARES	3422	3365	3337	3309	3309	2015	3309	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	HECTARES	97.5	97.5	97.5	97.5	97.5	2015	97.5	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	HECTARES	4724	3557	4047	4230	4413	2015	4413	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	HECTARES	8201	6933	6299	5666	5031	2015	5031	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	HECTARES	6370	6288	6255	6222	6184	2015	6184	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	HECTARES	3.45	4.85	5.55	6.25	6.25	2015	6.25	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	HECTARES	836.4	858.3	869.3	677	637	2015	637	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	HECTARES	17644.9	16525.99	16869.71	17815.56	18761.41	2015	18761.41	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	HECTARES	131	131	136.5	136.9	137.3	2015	137.3	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	HECTARES	40	42	43	44	49	2015	49	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	HECTARES	3173	3241	3297	3354	3356	2015	3356	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	HECTARES	4929	4629	4479	4329	4179	2015	4179	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	HECTARES	217	217	217	217	217	2015	217	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	HECTARES	6.5	6.9	6.9	6.9	6.9	2015	6.9	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	HECTARES	1945	2020	2121	2170	2180	2015	2180	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	HECTARES	85.8	86.7	86.7	86.7	86.7	2015	86.7	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	HECTARES									
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	HECTARES	13692	13023	12838	12553	12473	2015	12473	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	HECTARES	3896	3567	3402	3237	3147	2015	3147	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	HECTARES	22376	21591	20890	22124	22195	2015	22195	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	HECTARES	1	1	1	1	1	2015	1	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	HECTARES	6690	5900	5505	5110	4715	2015	4715	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	HECTARES	0.347	0.347	0.347	0.347	0.347	2015	0.347	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	HECTARES	48.5	48.5	48.5	48.5	48.5	2015	48.5	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	HECTARES	415	317	267	242	224.5	2015	224.5	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	HECTARES	41.1	41.9	38.2	38.4	38.6	2015	38.6	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	HECTARES	69760	67856	67083	66498	66040	2015	66040	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	HECTARES	0	0	0	0	0	2015	0	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	HECTARES	12536	11717	11308	13039.2	12552.8	2015	12552.8	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	HECTARES	319	324	363	386	409	2015	409	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	HECTARES	626	626	626	827	827	2015	827	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	HECTARES	3.5	2.5	2.5	2.5	2.5	2015	2.5	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	HECTARES	4954	4993	5401	5672	5632	2015	5632	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	HECTARES	43378	41188	40079	38972	37940	2015	37940	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	HECTARES	2	2	2	2	2	2015	2	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	HECTARES	8762	8032	7661	7290	6919	2015	6919	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	HECTARES	0	0	0	0	0	2015	0	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	524	83.94678863	28.25866332	NPL	Nepal	1	ANNUAL	HECTARES	4817	3900	3636	3636	3636	2015	3636	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	528	5.331480568	51.86728884	NLD	Netherlands	1	ANNUAL	HECTARES	345	360	365	373	376	2015	376	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ANNUAL	HECTARES	1.18	1.18	1.18	1.18	1.18	2015	1.18	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	531	-68.95033464	12.15058042	CUW	Curaçao	1	ANNUAL	HECTARES									
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	533	-69.97050586	12.50878756	ABW	Aruba	1	ANNUAL	HECTARES	0.42	0.42	0.42	0.42	0.42	2015	0.42	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ANNUAL	HECTARES									
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ANNUAL	HECTARES	839	839	839	839	839	2015	839	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ANNUAL	HECTARES	440	440	440	440	440	2015	440	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	554	170.4755673	-43.98721568	NZL	New Zealand	1	ANNUAL	HECTARES	9658	10139	10183	10151	10152	2015	10152	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ANNUAL	HECTARES	4514	3814	3464	3114	3114	2015	3114	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	562	9.400167877	17.42143036	NER	Niger	1	ANNUAL	HECTARES	1945	1328	1266	1204	1142	2015	1142	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	566	8.097363256	9.585789025	NGA	Nigeria	1	ANNUAL	HECTARES	17234	13137	11089	9041	6993	2015	6993	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	570	-169.8601693	-19.05000475	NIU	Niue	1	ANNUAL	HECTARES	20.6	19.6	19.1	18.6	18.1	2015	18.1	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ANNUAL	HECTARES	0.46	0.46	0.46	0.46	0.46	2015	0.46	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	578	11.47846389	61.34311134	NOR	Norway	1	ANNUAL	HECTARES	12132	12113	12092	12102	12112	2015	12112	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ANNUAL	HECTARES	33.609	31.964	31.142	30.319	29.496	2015	29.496	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ANNUAL	HECTARES									
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ANNUAL	HECTARES	63.584	63.856	63.993	64.129	64.265	2015	64.265	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ANNUAL	HECTARES	12.636	12.636	12.636	12.636	12.636	2015	12.636	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	585	134.5733878	7.502307591	PLW	Palau	1	ANNUAL	HECTARES	38.154	39.587	40.303	40.303	40.303	2015	40.303	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	586	68.80479684	29.36491634	PAK	Pakistan	1	ANNUAL	HECTARES	2527	2116	1902	1687	1472	2015	1472	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	591	-81.26616623	8.450965746	PAN	Panama	1	ANNUAL	HECTARES	5040	4867	4782	4699	4617	2015	4617	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ANNUAL	HECTARES	33627	33600	33586	33573	33559	2015	33559	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ANNUAL	HECTARES	21157	19368	18475	16950	15323	2015	15323	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	604	-71.82093277	-13.58939705	PER	Peru	1	ANNUAL	HECTARES	77921	76147	75528	74811	73973	2015	73973	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	608	120.8601418	14.16591706	PHL	Philippines	1	ANNUAL	HECTARES	6555	7027	7074	6840	8040	2015	8040	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ANNUAL	HECTARES	3.5	3.5	3.5	3.5	3.5	2015	3.5	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	616	19.40660158	52.1226733	POL	Poland	1	ANNUAL	HECTARES	8881	9059	9200	9329	9435	2015	9435	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	620	-7.961599811	39.68509315	PRT	Portugal	1	ANNUAL	HECTARES	3436	3343	3296	3239	3182	2015	3182	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ANNUAL	HECTARES	2216	2120	2072	2022	1972	2015	1972	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ANNUAL	HECTARES	966	854	798	742	686	2015	686	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ANNUAL	HECTARES	287	450.09	462.87	479.41	495.95	2015	495.95	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	634	51.19152467	25.28355379	QAT	Qatar	1	ANNUAL	HECTARES	0	0	0	0	0	2015	0	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	638	55.53171398	-21.13183266	REU	Réunion	1	ANNUAL	HECTARES	87	87	85	88	88	2015	88	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	642	24.98481009	45.83893563	ROU	Romania	1	ANNUAL	HECTARES	6371	6366	6391	6515	6861	2015	6861	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	643	99.01404926	61.61899849	RUS	Russian Federation	1	ANNUAL	HECTARES	808949.9	809268.5	808790	815135.6	814930.5	2015	814930.5	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	646	29.92310194	-1.999842114	RWA	Rwanda	1	ANNUAL	HECTARES	318	344	385	446	480	2015	480	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ANNUAL	HECTARES	0	0	0	0	0	2015	0	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ANNUAL	HECTARES	2	2	2	2	2	2015	2	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	HECTARES	11	11	11	11	11	2015	11	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	HECTARES	5.5	5.5	5.5	5.5	5.5	2015	5.5	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	HECTARES	21.8	21.2	20.9	20.6	20.3	2015	20.3	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	HECTARES	1.144	1.144	1.144	1.144	1.144	2015	1.144	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	HECTARES	3.4	3.2	3	2.9	2.8	2015	2.8	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	HECTARES	25	26	26	27	27	2015	27	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	HECTARES	0	0	0	0	0	2015	0	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	HECTARES	56	56	56	53.6	53.6	2015	53.6	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	HECTARES	977	977	977	977	977	2015	977	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	HECTARES	9348	8898	8673	8473	8273	2015	8273	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	HECTARES	2313	2460	2476	2713	2720	2015	2720	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	HECTARES	40.666	40.666	40.666	40.666	40.666	2015	40.666	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	HECTARES	3118	2922	2824	2726	3044	2015	3044	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	HECTARES	16.35	16.35	16.35	16.35	16.35	2015	16.35	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	HECTARES	1922	1921	1932	1939	1940	2015	1940	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	HECTARES	9363	11727	13077	14128	14773	2015	14773	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	HECTARES	1188	1233	1243	1247	1248	2015	1248	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	HECTARES	8282	7515	7131	6747	6363	2015	6363	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	HECTARES	9241	9241	9241	9241	9241	2015	9241	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	HECTARES	22164	18894	17259	15624	14062	2015	14062	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	HECTARES	13809.49	16976.94	17282.09	18247.2	18417.87	2015	18417.87	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	728	30.32618773	7.290839152	SSD	South Sudan	1	ANNUAL	HECTARES	7157	7157	7157	7157	7157	2015	7157	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ANNUAL	HECTARES	707	707	707	707	707	2015	707	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	736	29.95650159	16.02643066	SDN	Sudan	1	ANNUAL	HECTARES									
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	740	-55.90626394	4.132603197	SUR	Suriname	1	ANNUAL	HECTARES	15430	15391	15371	15351	15332	2015	15332	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ANNUAL	HECTARES	0	0	0	0	0	2015	0	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ANNUAL	HECTARES	472	518	541	563	586	2015	586	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	752	14.3775338	60.60103109	SWE	Sweden	1	ANNUAL	HECTARES	28063	28163	28218	28073	28073	2015	28073	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	756	8.223158	46.96617097	CHE	Switzerland	1	ANNUAL	HECTARES	1151	1194	1217	1235	1254	2015	1254	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ANNUAL	HECTARES	372	432	461	491	491	2015	491	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	762	69.294998	38.43069666	TJK	Tajikistan	1	ANNUAL	HECTARES	408	410	410	410	412	2015	412	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	764	101.0202951	15.13089239	THA	Thailand	1	ANNUAL	HECTARES	14005	17011	16100	16249	16399	2015	16399	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	768	0.97835765	8.532096072	TGO	Togo	1	ANNUAL	HECTARES	685	486	386	287	188	2015	188	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ANNUAL	HECTARES	0	0	0	0	0	2015	0	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	776	-175.1959991	-21.19511329	TON	Tonga	1	ANNUAL	HECTARES	9	9	9	9	9	2015	9	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ANNUAL	HECTARES	240.7	233.6	230	226.4	234.476	2015	234.476	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ANNUAL	HECTARES	245	310	312	317.3	322.6	2015	322.6	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	788	9.572737411	34.11439971	TUN	Tunisia	1	ANNUAL	HECTARES	643	837	915	990	1041	2015	1041	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTN	Forest area as a proportion of total land area	792	35.42890329	38.9899684	TUR	Turkey	1	ANNUAL	HECTARES	9622	10183	10662	11203	11715	2015	11715	Official submission of country data to FAO Global Forest Resources Assessment	C
