series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	1990	1995	2000	2005	2007	2009	2014	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	NUMBER	1901.955302016	2066.289210702	2247.323188972	2496.160679912	2742.94513775	3008.991612776	3474.836	2014	3474.836	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	NUMBER							1886.439	2014	1886.439	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	NUMBER	13759.821306	14456.88896	14799.967504	11574.039024	11906.317584		10852.026	2014	10852.026	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	NUMBER	865.76328	860.021129	881.606792	877.92033	914.734887		875.5884	2014	875.5884	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	NUMBER	4489.769394	4903.8574457695	3713.0564102354	2205.442771	2308.19118	2415.724888	2619.345	2014	2619.345	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	NUMBER	2161.3521456665	3216.4949126672	4380.7580643593	5714.349495	6311.4578391308	6940.2375377651	6788.562	2014	6788.562	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	NUMBER	134.69864388	164.92815328	200.25572634	238.838043	254.03244568	271.864225	356.236	2014	356.236	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	524	83.94678863	28.25866332	NPL	Nepal	1	ANNUAL	NUMBER	1193.744353048	1585.129560124	2099.677900416	2630.169071308	2849.659760122	3075.454559212	2785.59	2014	2785.59	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	528	5.331480568	51.86728884	NLD	Netherlands	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	531	-68.95033464	12.15058042	CUW	Curaçao	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	533	-69.97050586	12.50878756	ABW	Aruba	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	554	170.4755673	-43.98721568	NZL	New Zealand	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ANNUAL	NUMBER	1929.183106704	1859.542027313	1675.640874508	1387.70844219	1437.058805			2007	1437.058805	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	562	9.400167877	17.42143036	NER	Niger	1	ANNUAL	NUMBER	1015.77208446	1219.348458106	1474.741134176	1787.244153906	1944.430797076	2121.496955652	2398.8384	2014	2398.8384	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	566	8.097363256	9.585789025	NGA	Nigeria	1	ANNUAL	NUMBER	26549.149962984	31537.983237338	36950.510200392	42783.367648912	45195.232063974	47611.98152748	42067.098	2014	42067.098	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	570	-169.8601693	-19.05000475	NIU	Niue	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	578	11.47846389	61.34311134	NOR	Norway	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	585	134.5733878	7.502307591	PLW	Palau	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	586	68.80479684	29.36491634	PAK	Pakistan	1	ANNUAL	NUMBER	18054.4211612579	20688.0955419824	23889.7157832238	27158.218575	28528.775448601	29964.675387819	32264.96	2014	32264.96	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	591	-81.26616623	8.450965746	PAN	Panama	1	ANNUAL	NUMBER				526.21332			671.574	2014	671.574	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ANNUAL	NUMBER				607.669744				2005	607.669744	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	604	-71.82093277	-13.58939705	PER	Peru	1	ANNUAL	NUMBER	9964.32766378	9565.514171575	8775.9229890003	7540.02289	7801.356927		8238.096	2014	8238.096	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	608	120.8601418	14.16591706	PHL	Philippines	1	ANNUAL	NUMBER	16479.0191956976	17157.9646857293	17613.313079131	17971.940077	18133.7174481624	18301.720476331	17055.373	2014	17055.373	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	616	19.40660158	52.1226733	POL	Poland	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	620	-7.961599811	39.68509315	PRT	Portugal	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ANNUAL	NUMBER				362.256999			697.904	2014	697.904	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	634	51.19152467	25.28355379	QAT	Qatar	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	638	55.53171398	-21.13183266	REU	Réunion	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	642	24.98481009	45.83893563	ROU	Romania	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	643	99.01404926	61.61899849	RUS	Russian Federation	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	646	29.92310194	-1.999842114	RWA	Rwanda	1	ANNUAL	NUMBER	371.9651071649	396.6362433252	874.0389135564	1129.195008	1164.6346037494	1207.8637582544	1792.308	2014	1792.308	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	NUMBER				5.425686				2005	5.425686	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	NUMBER							110.848	2014	110.848	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	NUMBER				3441.67254				2005	3441.67254	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	NUMBER	2070.7998071099	2051.1629665938	1955.1387996504	2010.1019504206	2030.3393015284	2047.7308125893	2487.322	2014	2487.322	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	NUMBER				1824.07142			1856.736	2014	1856.736	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	NUMBER	8118.137445	8852.0339327273	9395.1250831818	9491.0675515738	9396.2781225	9223.950208	8294.64	2014	8294.64	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	NUMBER				2160.5031	2315.7453024	2485.679913	3108.128	2014	3108.128	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	NUMBER	8833.967604	8949.709156	8475.266784	8179.318042	6813.93124	7055.35373	7858.64	2014	7858.64	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	NUMBER	121.30032	137.523783	140.0159439	801.057936	962.7216754	1141.3037142	1190.995	2014	1190.995	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	728	30.32618773	7.290839152	SSD	South Sudan	1	ANNUAL	NUMBER							2085.992	2014	2085.992	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	736	29.95650159	16.02643066	SDN	Sudan	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	740	-55.90626394	4.132603197	SUR	Suriname	1	ANNUAL	NUMBER				13.089648			26.207	2014	26.207	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ANNUAL	NUMBER							88.29	2014	88.29	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	752	14.3775338	60.60103109	SWE	Sweden	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	756	8.223158	46.96617097	CHE	Switzerland	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ANNUAL	NUMBER				1079.82987	2516.211		2429.484	2014	2429.484	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	762	69.294998	38.43069666	TJK	Tajikistan	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	764	101.0202951	15.13089239	THA	Thailand	1	ANNUAL	NUMBER				5538.62972	5840.506455	6145.57044	8264	2014	8264	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	768	0.97835765	8.532096072	TGO	Togo	1	ANNUAL	NUMBER				1486.433673			1413.12	2014	1413.12	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	776	-175.1959991	-21.19511329	TON	Tonga	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ANNUAL	NUMBER				39.818623				2005	39.818623	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	788	9.572737411	34.11439971	TUN	Tunisia	1	ANNUAL	NUMBER							592.72	2014	592.72	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	E
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	792	35.42890329	38.9899684	TUR	Turkey	1	ANNUAL	NUMBER	7772.83250958	7858.98709816	7714.24592702	7422.29993	7021.51804355	6727.61254567	6578.201	2014	6578.201	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	800	32.39100438	1.279557331	UGA	Uganda	1	ANNUAL	NUMBER	1473.21460297	1833.31195654	2214.43282436	2402.55055719	2487.47765844	2577.88244228	3282.464	2014	3282.464	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	804	31.40270802	49.00735945	UKR	Ukraine	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	818	29.77468534	26.57438204	EGY	Egypt	1	ANNUAL	NUMBER	12606.5738085494	10704.1428418216	8446.8038990612	5676.729408	5903.19018	6143.249043	3806.884	2014	3806.884	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	831	-2.200712402	49.71561166	GGY	Guernsey	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	832	-2.136773508	49.22353354	JEY	Jersey	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ANNUAL	NUMBER	3718.830117244	4538.952079542	5335.371167904	6270.869128202	6713.33457241	7199.872911126	7952.295	2014	7952.295	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	840	-99.13830311	39.5277871	USA	United States of America	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ANNUAL	NUMBER	960.0220301889	1109.3720888047	1373.990145297	1761.66291	2028.87741		3326.848	2014	3326.848	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	858	-56.01387025	-32.8002838	URY	Uruguay	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ANNUAL	NUMBER				7861.20256				2005	7861.20256	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	882	-172.4430749	-13.61541469	WSM	Samoa	1	ANNUAL	NUMBER											
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	887	45.22389143	15.22242099	YEM	Yemen	1	ANNUAL	NUMBER				4088.019936	5140.422912		5165.568	2014	5165.568	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
2017.Q2.G.01	EN_LND_SLUMN	Number of urban population living in slums	894	27.850329	-14.59701056	ZMB	Zambia	1	ANNUAL	NUMBER	1778.174957096	1930.084623064	2083.075496428	2350.033972	2483.475881184	2632.589540576	3282.66	2014	3282.66	United Nations Human Settlements Programme (UN-Habitat), Global Urban Indicators Database	M
