series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	178	15.22052612	-0.840544119	COG	Congo	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.03513	0.04316	0.03276	0.04853	0.0487	0.04881	0.05568	0.06068	0.07191	0.07654	0.08221	0.09079	0.09311	0.10248	0.09985	0.093688	2014	0.09985	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.03493	0.02984	0.03132	0.03609	0.03654	0.04355	0.04495	0.04684	0.04904	0.04828	0.04851	0.05693	0.05147	0.0726	0.08918	0.063738	2014	0.08918	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD																				
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.12215	0.13196	0.13114	0.13061	0.125	0.12083	0.12197	0.12636	0.12303	0.11841	0.1173	0.1148	0.11036	0.11131	0.10801	0.112356	2014	0.10801	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	191	17.95874553	45.45172212	HRV	Croatia	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.25517	0.26097	0.26334	0.26702	0.24922	0.24306	0.23266	0.23506	0.21887	0.22342	0.21755	0.21461	0.20068	0.19646	0.18778	0.203416	2014	0.18778	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	192	-79.54460144	22.10030366	CUB	Cuba	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.22233	0.20855	0.19612	0.18344	0.17145	0.15944	0.14449	0.13932	0.12952	0.14703	0.16002	0.14179	0.1411	0.13247	0.12797	0.14067	2014	0.12797	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	196	33.22285964	35.05659437	CYP	Cyprus	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.3008	0.28507	0.28306	0.30466	0.28729	0.28223	0.27257	0.27123	0.26718	0.26998	0.25769	0.24782	0.23607	0.21537	0.22599	0.236588	2014	0.22599	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	203	15.33151382	49.73913871	CZE	Czechia	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.58498	0.56698	0.53951	0.53924	0.51605	0.47112	0.44259	0.42748	0.39801	0.39359	0.39304	0.38193	0.36881	0.35499	0.33221	0.366196	2014	0.33221	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	204	2.339933594	9.65401646	BEN	Benin	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.12704	0.14691	0.16346	0.17809	0.18233	0.19718	0.22992	0.25307	0.24443	0.26117	0.27758	0.27721	0.27721	0.27703	0.28557	0.27892	2014	0.28557	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2GDP	Emissions of carbon dioxide per unit of GDP (PPP)	208	9.326571283	56.03829721	DNK	Denmark	1	ANNUAL	KG_CO2_PER_GDP_CON_PPP_USD	0.23431	0.23966	0.23723	0.26081	0.22907	0.20917	0.23449	0.21292	0.20211	0.20535	0.20347	0.17901	0.15701	0.16503	0.14564	0.170032	2014	0.14564	IEA/OECD CO2 emissions from fuel combustion, 2016	C
