series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP															
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	0.0674787643372454	0.0682914107419163	0.0971824587978364	0.386293460459197	1.52136600220357	2.62520896303676	5.013594378701	1.46460527001748	4.27228568448617	5.13025983189171	3.70119082562662	2015	5.13025983189171	Superintendencia de Telecomunicaciones	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	191	17.95874553	45.45172212	HRV	Croatia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					16.9355561871791	16.7973149681	16.0383171186849	16.2247646346586	15.7636953177449	14.3067330862105	15.8261650250798	2015	14.3067330862105	Croatian Regulatory Authority for Network Industries	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	192	-79.54460144	22.10030366	CUB	Cuba	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP															
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	196	33.22285964	35.05659437	CYP	Cyprus	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP				4.06527697415898	6.03795467003719	15.7618406592668	17.1276375250887	18.075109142754	17.6676281678805	12.669840602046	16.2604112194072	2015	12.669840602046	Office of the Commissioner for Electronic Communications and Postal Regulation	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	203	15.33151382	49.73913871	CZE	Czechia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP				7.70423959183837	8.91630338968292	8.62309687545148	7.3640360632421	6.27357167878708	5.81706495471147	7.63126492754053	7.14180689994653	2015	7.63126492754053	Czech Telecommunication Office	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	204	2.339933594	9.65401646	BEN	Benin	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										0.0077390929341898	0.0077390929341898	2015	0.0077390929341898	Autorité de Régulation des Communications Electroniques et de la Poste (ARCEP- Bénin)	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	208	9.326571283	56.03829721	DNK	Denmark	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP		20.9756251016223	25.9881545181823	21.4923104242304	17.885900436303	11.3145862678125	8.72815197507575	5.94300221957411	4.66654988560657	3.41862362393921	6.81418279440162	2015	3.41862362393921	Danish Energy Agency	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	212	-61.3493756	15.43391378	DMA	Dominica	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					2.94237497716638					20.6989543203082	20.6989543203082	2015	20.6989543203082	National Telecommunications Regulatory Commission	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP															
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					0.285072960119117	1.38651010682399	1.999230067342	5.44557531834978		4.99133750297599	3.45566324887294	2015	4.99133750297599	Agencia de Regulación y Control de las Telecomunicaciones	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	222	-88.86862995	13.73603564	SLV	El Salvador	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP									2.05501404189887	2.82228359094815	2.43864881642351	2015	2.82228359094815	Superintendencia General de Electricidad y Telecomunicaciones	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP										0.0285223900762098	0.0285223900762098	2015	0.0285223900762098	La Société Anonyme de Télécommunications de la République de Guinée Equatoriale	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	231	39.63505296	8.631223181	ETH	Ethiopia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP									0.244174377039711	0.248269437413003	0.246221907226357	2015	0.248269437413003	Ministry of Communications and Information Technology	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	232	38.11074289	16.12894644	ERI	Eritrea	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP															
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	233	25.84093481	58.68487172	EST	Estonia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP				11.7571845751805	13.7344218437267	14.7905211132037	13.9716512057069	8.77241501463196	8.88289266543644	6.69256311575994	10.6220086229478	2015	6.69256311575994	Estonian Technical Regulatory Authority	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					27.8634960972953	24.0358418599019	23.4274633377772			11.0574591886213	19.5069214621002	2015	11.0574591886213	Post and Telecom Authority	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP					0.0331455087835598	0.0330360092500826	0.131752305665349	0.131406044678055	0.131061598951507		0.106813989636249	2014	0.131061598951507	Sure	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP															
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	242	177.9660884	-17.83301566	FJI	Fiji	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP															
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	246	23.308447	61.91586738	FIN	Finland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP			15.2116363565254	13.1738326515314	12.4261950152514	13.7555844369841	10.1045287147964	9.16089956311115	7.69725784729926	6.45235901162365	9.43412591476291	2015	6.45235901162365	Finnish Communications Regulatory Authority (FICORA)	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	248	19.80945969	60.1544901	ALA	Åland Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP															
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	250	2.457288129	46.62660861	FRA	France	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							3.1249718959766	2.34868554491371	2.23386669066372	1.76661876585552	2.36853572435239	2015	1.76661876585552	Autorité de Régulation des Communications électroniques et des postes	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	254	-53.23619089	3.922673437	GUF	French Guiana	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP															
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP							2.86837049968227	4.35933836889655	5.8066360533886	6.35583030371617	4.8475438064209	2015	6.35583030371617	Direction générale de l'économie numérique (DGEN)	
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP															
2017.Q2.G.01	IT_NET_BD2L10MB	Fixed Internet broadband Subscriptions per 100 inhabitants	262	42.18274707	11.56004161	DJI	Djibouti	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP				0.0043802814330821	0.0028775736299153	0.0035433935788984					0.0035433935788984	2011	0.0035433935788984	Ministère de la Communication et de la Culture chargé des Postes et des Télécommunications	
