series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	524	83.94678863	28.25866332	NPL	Nepal	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	528	5.331480568	51.86728884	NLD	Netherlands	1	ANNUAL	PERCENT		-0.9881				-0.9881	2012	-0.9881	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	531	-68.95033464	12.15058042	CUW	Curaçao	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	533	-69.97050586	12.50878756	ABW	Aruba	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	554	170.4755673	-43.98721568	NZL	New Zealand	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ANNUAL	PERCENT				4.7204		4.7204	2014	4.7204	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	562	9.400167877	17.42143036	NER	Niger	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	566	8.097363256	9.585789025	NGA	Nigeria	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	570	-169.8601693	-19.05000475	NIU	Niue	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	578	11.47846389	61.34311134	NOR	Norway	1	ANNUAL	PERCENT		2.3875				2.3875	2012	2.3875	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	585	134.5733878	7.502307591	PLW	Palau	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	586	68.80479684	29.36491634	PAK	Pakistan	1	ANNUAL	PERCENT			2.5334			2.5334	2013	2.5334	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	591	-81.26616623	8.450965746	PAN	Panama	1	ANNUAL	PERCENT				3.5801		3.5801	2014	3.5801	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ANNUAL	PERCENT				8.1587		8.1587	2014	8.1587	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	604	-71.82093277	-13.58939705	PER	Peru	1	ANNUAL	PERCENT				3.1094		3.1094	2014	3.1094	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	608	120.8601418	14.16591706	PHL	Philippines	1	ANNUAL	PERCENT		1.2241				1.2241	2012	1.2241	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	616	19.40660158	52.1226733	POL	Poland	1	ANNUAL	PERCENT		2.2626				2.2626	2012	2.2626	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	620	-7.961599811	39.68509315	PRT	Portugal	1	ANNUAL	PERCENT		-2.1357				-2.1357	2012	-2.1357	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	634	51.19152467	25.28355379	QAT	Qatar	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	638	55.53171398	-21.13183266	REU	Réunion	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	642	24.98481009	45.83893563	ROU	Romania	1	ANNUAL	PERCENT		1.6166				1.6166	2012	1.6166	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	643	99.01404926	61.61899849	RUS	Russian Federation	1	ANNUAL	PERCENT		5.2699				5.2699	2012	5.2699	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	646	29.92310194	-1.999842114	RWA	Rwanda	1	ANNUAL	PERCENT			-0.5706			-0.5706	2013	-0.5706	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	PERCENT	0.5367					0.5367	2011	0.5367	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	PERCENT			-1.1336			-1.1336	2013	-1.1336	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	PERCENT		6.6732				6.6732	2012	6.6732	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	PERCENT				1.9978		1.9978	2014	1.9978	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	PERCENT		-0.2797				-0.2797	2012	-0.2797	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	PERCENT		0.0031				0.0031	2012	0.0031	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	728	30.32618773	7.290839152	SSD	South Sudan	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	736	29.95650159	16.02643066	SDN	Sudan	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	740	-55.90626394	4.132603197	SUR	Suriname	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	752	14.3775338	60.60103109	SWE	Sweden	1	ANNUAL	PERCENT		2.2524				2.2524	2012	2.2524	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	756	8.223158	46.96617097	CHE	Switzerland	1	ANNUAL	PERCENT		0.9348				0.9348	2012	0.9348	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	762	69.294998	38.43069666	TJK	Tajikistan	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	764	101.0202951	15.13089239	THA	Thailand	1	ANNUAL	PERCENT			3.4725			3.4725	2013	3.4725	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	768	0.97835765	8.532096072	TGO	Togo	1	ANNUAL	PERCENT					0.8183	0.8183	2015	0.8183	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	776	-175.1959991	-21.19511329	TON	Tonga	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	788	9.572737411	34.11439971	TUN	Tunisia	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	792	35.42890329	38.9899684	TUR	Turkey	1	ANNUAL	PERCENT			3.536			3.536	2013	3.536	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	800	32.39100438	1.279557331	UGA	Uganda	1	ANNUAL	PERCENT		1.3673				1.3673	2012	1.3673	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	804	31.40270802	49.00735945	UKR	Ukraine	1	ANNUAL	PERCENT				3.294		3.294	2014	3.294	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ANNUAL	PERCENT			0.7258			0.7258	2013	0.7258	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	818	29.77468534	26.57438204	EGY	Egypt	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ANNUAL	PERCENT		-2.7795				-2.7795	2012	-2.7795	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	831	-2.200712402	49.71561166	GGY	Guernsey	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	832	-2.136773508	49.22353354	JEY	Jersey	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ANNUAL	PERCENT	1.4181					1.4181	2011	1.4181	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	840	-99.13830311	39.5277871	USA	United States of America	1	ANNUAL	PERCENT			-0.43			-0.43	2013	-0.43	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	858	-56.01387025	-32.8002838	URY	Uruguay	1	ANNUAL	PERCENT				2.9506		2.9506	2014	2.9506	World Bank	G
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	882	-172.4430749	-13.61541469	WSM	Samoa	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	887	45.22389143	15.22242099	YEM	Yemen	1	ANNUAL	PERCENT										
2017.Q2.G.01	SI_HEI_TOTL	Growth rates of household expenditure or income per capita, total (%)	894	27.850329	-14.59701056	ZMB	Zambia	1	ANNUAL	PERCENT										
