series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2002	2006	2014	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	140	20.93559492	7.003720791	CAF	Central African Republic	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	140	20.93559492	7.003720791	CAF	Central African Republic	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	140	20.93559492	7.003720791	CAF	Central African Republic	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	144	80.70489654	7.614693343	LKA	Sri Lanka	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	144	80.70489654	7.614693343	LKA	Sri Lanka	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	144	80.70489654	7.614693343	LKA	Sri Lanka	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	148	18.66618401	15.36279341	TCD	Chad	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	148	18.66618401	15.36279341	TCD	Chad	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	148	18.66618401	15.36279341	TCD	Chad	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	152	-71.23029019	-35.2652885	CHL	Chile	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	152	-71.23029019	-35.2652885	CHL	Chile	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	152	-71.23029019	-35.2652885	CHL	Chile	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	156	104.1403375	32.30955217	CHN	China	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	156	104.1403375	32.30955217	CHN	China	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	156	104.1403375	32.30955217	CHN	China	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	162	105.6426067	-10.4882473	CXR	Christmas Island	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	170	-73.07446751	3.888209046	COL	Colombia	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	170	-73.07446751	3.888209046	COL	Colombia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	170	-73.07446751	3.888209046	COL	Colombia	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	174	43.34234565	-11.66121732	COM	Comoros	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	174	43.34234565	-11.66121732	COM	Comoros	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	174	43.34234565	-11.66121732	COM	Comoros	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	175	45.14015057	-12.82217691	MYT	Mayotte	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	175	45.14015057	-12.82217691	MYT	Mayotte	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	175	45.14015057	-12.82217691	MYT	Mayotte	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	178	15.22052612	-0.840544119	COG	Congo	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	178	15.22052612	-0.840544119	COG	Congo	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	178	15.22052612	-0.840544119	COG	Congo	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	184	-159.7711391	-21.22696458	COK	Cook Islands	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	188	-84.19712782	9.970998683	CRI	Costa Rica	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	188	-84.19712782	9.970998683	CRI	Costa Rica	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	191	17.95874553	45.45172212	HRV	Croatia	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	191	17.95874553	45.45172212	HRV	Croatia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	191	17.95874553	45.45172212	HRV	Croatia	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	192	-79.54460144	22.10030366	CUB	Cuba	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	192	-79.54460144	22.10030366	CUB	Cuba	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	192	-79.54460144	22.10030366	CUB	Cuba	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	196	33.22285964	35.05659437	CYP	Cyprus	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	196	33.22285964	35.05659437	CYP	Cyprus	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	196	33.22285964	35.05659437	CYP	Cyprus	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	203	15.33151382	49.73913871	CZE	Czechia	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	203	15.33151382	49.73913871	CZE	Czechia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	203	15.33151382	49.73913871	CZE	Czechia	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	204	2.339933594	9.65401646	BEN	Benin	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	204	2.339933594	9.65401646	BEN	Benin	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	204	2.339933594	9.65401646	BEN	Benin	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	208	9.326571283	56.03829721	DNK	Denmark	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	208	9.326571283	56.03829721	DNK	Denmark	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	208	9.326571283	56.03829721	DNK	Denmark	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	212	-61.3493756	15.43391378	DMA	Dominica	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	212	-61.3493756	15.43391378	DMA	Dominica	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	212	-61.3493756	15.43391378	DMA	Dominica	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	218	-78.37005241	-1.447785891	ECU	Ecuador	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	222	-88.86862995	13.73603564	SLV	El Salvador	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	222	-88.86862995	13.73603564	SLV	El Salvador	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	222	-88.86862995	13.73603564	SLV	El Salvador	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	231	39.63505296	8.631223181	ETH	Ethiopia	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	231	39.63505296	8.631223181	ETH	Ethiopia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	231	39.63505296	8.631223181	ETH	Ethiopia	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	232	38.11074289	16.12894644	ERI	Eritrea	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	232	38.11074289	16.12894644	ERI	Eritrea	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	232	38.11074289	16.12894644	ERI	Eritrea	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	233	25.84093481	58.68487172	EST	Estonia	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	233	25.84093481	58.68487172	EST	Estonia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	233	25.84093481	58.68487172	EST	Estonia	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	242	177.9660884	-17.83301566	FJI	Fiji	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	242	177.9660884	-17.83301566	FJI	Fiji	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	242	177.9660884	-17.83301566	FJI	Fiji	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	246	23.308447	61.91586738	FIN	Finland	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP	16.29	18.08		2006	18.08	ILOSTAT - ES - Structure of Earnings survey	C
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	246	23.308447	61.91586738	FIN	Finland	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP	15.27	15.98		2006	15.98	ILOSTAT - ES - Structure of Earnings survey	C
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	246	23.308447	61.91586738	FIN	Finland	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP	13.74	14.48		2006	14.48	ILOSTAT - ES - Structure of Earnings survey	C
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	248	19.80945969	60.1544901	ALA	Åland Islands	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	248	19.80945969	60.1544901	ALA	Åland Islands	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	248	19.80945969	60.1544901	ALA	Åland Islands	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	250	2.457288129	46.62660861	FRA	France	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP	15.11	17.31		2006	17.31	ILOSTAT - ES - Enquête annuelle sur le coût de la main d'<U+009C>uvre et la structure des salaires	C
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	250	2.457288129	46.62660861	FRA	France	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP	14.53	16.35		2006	16.35	ILOSTAT - ES - Enquête annuelle sur le coût de la main d'<U+009C>uvre et la structure des salaires	C
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	250	2.457288129	46.62660861	FRA	France	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP	13.68	15.48		2006	15.48	ILOSTAT - ES - Enquête annuelle sur le coût de la main d'<U+009C>uvre et la structure des salaires	C
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	254	-53.23619089	3.922673437	GUF	French Guiana	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	254	-53.23619089	3.922673437	GUF	French Guiana	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	254	-53.23619089	3.922673437	GUF	French Guiana	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	ALLAGE	ANNUAL	ALLAREA	FEMALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	262	42.18274707	11.56004161	DJI	Djibouti	1	ALLAGE	ANNUAL	ALLAREA	MALE	LCU	MP							
2017.Q2.G.01	SL_EMP_EARN88_3	Average hourly earnings of technicians and associate professionals (ISCO-88)	262	42.18274707	11.56004161	DJI	Djibouti	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	LCU	MP							
