series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2009	2010	2011	2012	2013	2014	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	316	144.7029305	13.35485404	GUM	Guam	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	320	-91.2312746	15.00273719	GTM	Guatemala	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	324	-11.28173419	11.00210343	GIN	Guinea	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	328	-58.97322037	4.788012784	GUY	Guyana	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	332	-72.33640958	18.40426539	HTI	Haiti	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	336	12.45315803	41.90343751	VAT	Holy See	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	340	-86.59974381	14.82243161	HND	Honduras	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP				100				100	2012	100	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	348	19.41221519	47.1651448	HUN	Hungary	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	352	-19.02116966	64.79134763	ISL	Iceland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	356	79.3608464	22.34642074	IND	India	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	360	113.9174	-0.994582204	IDN	Indonesia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP				76.22202				76.22202	2012	76.22202	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	368	43.76606267	33.05013795	IRQ	Iraq	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
2017.Q2.G.01	SE_SEC_CMPTR	Proportion of schools with access to computers for pedagogical purposes, secondary combined level	372	-7.121425272	53.25274054	IRL	Ireland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP												
