series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	PERCENT	13.38	5.93	4.56	6.17	5.04	7.59	4.69	6.3	-5.34	-6.08	7.18	1.26	3.84	0.2	2.21	0.24	2.71	1.84	2016	2.71	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	PERCENT	-2.5	-1.37	4.44	0.16	0.1	-0.46	3.94	1.18	-0.1	-3.01	1.9	-3.64	0.89	4.7	6.42	2.88	1.48	3.274	2016	1.48	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	PERCENT	3.73	0.83	1.59	2.52	3.99	-0.22	1.83	3.22	-0.88	-5.46	3.5	1.27	-1.83	0.34	0.25	1.12	0.57	0.09	2016	0.57	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	PERCENT	1.31	0.11	0.12	-1.55	2.95	0.24	1.93	0.64	-1.04	-2.04	1.76	1.84	0.04	1.18	0.1	1.36	0.81	0.698	2016	0.81	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	PERCENT	-3.11	-5.05	-3.08	6.3	-3.82	5.53	4.58	-8.21	1.88	-2.34	0.62	7.73	7.86	0.36	1.14	-1.71	0.25	1.58	2016	0.25	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	PERCENT	-2.66	-0.96	-0.53	-0.08	0.5	-0.13	1.79	1.95	2.62	1.85	0.55	1.94	2.32	2.66	3.73	4.48	4.51	3.54	2016	4.51	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	PERCENT	-4.45	-0.31	-2.76	-0.18	-1.86	1.55	-2.64	7.88	-1.51	2.62	14.15	4.14	2.17	2.64	1.26	-0.69	-0.78	0.92	2016	-0.78	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	PERCENT	2.34	1.83	11.15	7.85	9.62	11.65	9.84	12.44	6.63	-2.88	4.63	5.35	5.79	5.18	3.39	2.89	3.36	4.122	2016	3.36	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	PERCENT	2.1	2.79	-6.82	4.07	3.62	-4.6	-1.82	0.57	2.52	3.03	3.02	-7.82	3.12	1.4	-2.64	0.87	-0.74	0.402	2016	-0.74	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	PERCENT	-11.56	2.69	5.81	-4.99	6.35	2.1	-8.44	-9.8	-8.33	17.95	-1.14	-3.74	11.66	-7.24	-0.81	-4.51	-1.67	-0.514	2016	-1.67	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	276	10.3806066	51.08862743	DEU	Germany	1	ANNUAL	PERCENT	2.14	1.71	1.29	1.55	1.24	0.31	1.94	0.96	-0.12	-5.6	3.08	1.29	-0.22	-0.66	0.89	0.99	1.5	0.5	2016	1.5	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	288	-1.205623522	7.964825185	GHA	Ghana	1	ANNUAL	PERCENT	0.61	-0.79	4.68	0.59	2.72	3.87	3.53	5.93	-0.12	3.24	-1.35	9.07	5.09	4.44	1.38	1.59	1.08	2.716	2016	1.08	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	292	-5.347561686	36.13895036	GIB	Gibraltar	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	296	-157.5643005	1.768837732	KIR	Kiribati	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	300	22.58307827	39.47301873	GRC	Greece	1	ANNUAL	PERCENT	2.92	4.29	2.25	4.07	4.79	0.12	3.59	2.42	-1.33	-3.29	-2.4	-1.9	1.85	2.06	0.63	-1.72	-1.07	0.35	2016	-1.07	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	304	-41.39371316	74.75625681	GRL	Greenland	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	308	-61.68248568	12.11238395	GRD	Grenada	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	316	144.7029305	13.35485404	GUM	Guam	1	ANNUAL	PERCENT	0.96	-2.31	1.91	-0.65	-0.63	1.96	0.14	6.73	2.32	-0.64	-0.28	8.25	-0.69	-0.99	0.61	0.28	0.82	0.00600000000000001	2016	0.82	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	320	-91.2312746	15.00273719	GTM	Guatemala	1	ANNUAL	PERCENT	-0.38	-1.37	2.15	-0.75	-0.7	-3.4	-1.17	5.58	2.19	-0.47	2.32	3.33	-8.2	9.59	0.85	0.4	0.32	0.592	2016	0.32	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	324	-11.28173419	11.00210343	GIN	Guinea	1	ANNUAL	PERCENT	-0.01	1.44	2.81	-1.22	-0.28	0.14	-0.46	-1.48	1.46	-3.79	-1.61	-0.15	0.89	-10.3	-2.63	-2.91	0.83	-2.824	2016	0.83	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	PERCENT	-0.97	2.11	1.74	-0.77	3.67	-2.73	4.51	5.37	1.54	1.74	3.01	3.48	3.52	3.81	2.63	1.26	2.5	2.744	2016	2.5	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	PERCENT	-0.08	-2.49	-1.67	-0.98	-4.7	0.66	1.25	2.03	-2.86	-0.61	-8.53	2.42	0.49	1.62	0.34	-1.57	-1.05	-0.034	2016	-1.05	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	PERCENT	4.85	2.55	4.31	3.57	4.77	4.23	-1.23	1.49	0.09	-6.26	2.01	0.04	0.27	-0.58	1.58	2.9	-0.34	0.766	2016	-0.34	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	PERCENT	4.34	-0.8	2.29	3.42	6.62	5.48	5.24	4.5	1.24	-1.5	6.59	2.27	0.17	1.2	1.83	2.23	1.79	1.444	2016	1.79	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	PERCENT	3.17	3.41	4.29	2.46	5.1	4.63	3.46	0.59	1.92	-4.37	0.88	1.12	-3.2	0.33	-1.74	2.16	0.5	-0.39	2016	0.5	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	PERCENT	2.62	2.29	1.45	2.71	8.69	1.31	1.35	6.97	1.27	0.21	-5.03	1.37	-0.88	1.94	0.34	2.47	4.07	1.588	2016	4.07	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	356	79.3608464	22.34642074	IND	India	1	ANNUAL	PERCENT	1.96	1.36	1.49	4.45	4.9	6.87	8.95	8.88	4.16	8.01	9.67	5.92	4.5	5.13	5.59	5.48	5.59	5.258	2016	5.59	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	PERCENT	2.73	4.39	4.3	3.33	3.66	5.43	2.42	3.12	3.52	2.15	3.63	5.01	3.14	4.32	3.39	3.2	3.11	3.432	2016	3.11	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	PERCENT	0.83	-2.31	3.01	2.24	-3.14	1.06	4.64	8.32	3.94	1.39	8.26	0.37	-8.37	-6.17	2.93	-0.72	3.17	-1.832	2016	3.17	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	PERCENT	-2.62	-0.99	-9.91	-24.94	46.98	-9.94	6.22	-2.3	3.37	0.17	2.91	3.66	9.6	2.19	-6.08	-5.45	7.24	1.5	2016	7.24	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	PERCENT	4.84	2.72	3.61	1.47	1.36	0.9	2.95	2.82	-1.48	0.68	3.09	4.05	0.68	-0.74	3.67	24.28	3.36	6.25	2016	3.36	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	PERCENT	5.68	-1.06	0.39	-0.6	1.68	-0.16	1.87	1.17	-1.33	0.48	1.74	2.22	0.02	0.84	0.13	0.56	1.91	0.692	2016	1.91	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	PERCENT	2.43	-0.47	-1.64	-1.66	-1.4	1.28	0.57	0.92	-1.3	-3.38	2.76	0.71	-2.19	0.67	-0.38	-0.02	0.42	-0.3	2016	0.42	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	PERCENT	-4.68	-1.68	-3.41	-3.02	-0.45	-0.09	-0.56	-0.41	0.25	0.83	-0.51	-6.96	8.04	6.18	5.46	5.42	5.08	6.036	2016	5.08	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	PERCENT	0.43	0.43	0.86	0.35	0.32	-0.94	-0.13	-0.37	-0.72	-1.81	0.07	0.92	-1.52	-1.22	-2.69	-0.76	0.15	-1.208	2016	0.15	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	PERCENT	2.51	0.83	1.4	1.75	2.13	0.78	1.29	1.58	-0.79	-4.18	4.4	0.54	1.89	0.72	-0.87	0.85	0.69	0.656	2016	0.69	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	PERCENT	8.81	9.35	6.9	7.43	8.17	7.24	8.64	6.61	0.88	0.29	4.65	5.52	3.62	5.28	3.08	-0.11	-1.31	2.112	2016	-1.31	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	PERCENT	3.43	5.55	4.66	1.84	2.58	6.06	3.25	-1.08	2.46	-0.97	-0.77	0.47	0.14	2.42	-0.77	0.69	0.26	0.548	2016	0.26	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	PERCENT	-1.06	2.33	-0.91	1.42	3.05	3.85	3.4	3.73	-2.79	1.13	5.13	2.66	1.16	2.35	2	1.66	2.3	1.894	2016	2.3	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	PERCENT	-0.56	2.74	0.34	1.03	1.33	2.88	-1.78	-1.99	2.14	-1.92	-1.21	0.04	0.55	0.38	0.3	0.36	0.74	0.466	2016	0.74	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	PERCENT	4.83	2.7	4.78	3.41	3.06	2.89	3.85	3.79	2.2	0.81	4.88	1.92	0.47	1.45	3.03	1.87	1.98	1.76	2016	1.98	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	PERCENT	-0.39	-2.15	0.13	13.42	7.17	5.52	0.96	-0.31	-4.1	-14.39	-9.33	5.55	0.48	-4.82	-6.72	-3.67	0.11	-2.924	2016	0.11	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	PERCENT	2.99	4.08	4.02	2.68	4.05	-4.26	0.31	7.59	7.62	2.61	-2.22	3.11	-0.54	12.38	1.87	1.41	1.16	3.256	2016	1.16	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	PERCENT	3.6	3.5	3.81	4.29	4.51	3.68	6.04	4.89	5.07	4.74	5.85	5.61	5.51	5.98	5.08	5.06	4.87	5.3	2016	4.87	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	PERCENT	-2.39	-1.23	-2.3	-2.44	1.48	-1.65	-1.47	7.65	4.75	5.87	3.17	-3.85	-4.63	-5.87	-3.89	-3.09	-1.93	-3.882	2016	-1.93	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	PERCENT	3.74	23.59	-13.28	1.87	12.03	10.11	-10.75	5.23	5.22	0.97	7.25	0.81	3.63	1.35	1.98	3.37	1.88	2.442	2016	1.88	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	PERCENT	8.87	5.25	4.08	8.51	8.2	9.45	6.59	7.58	-2.9	-0.81	2.61	3.89	1.89	0.71	2.2	2.61	3.29	2.14	2016	3.29	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	PERCENT	21.04	-0.83	1.11	-31.56	0.33	3.44	3.46	6.77	2.11	0.48	1.14	4.89	5.04	5.93	-2.16	-2.7	-0.94	1.034	2016	-0.94	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	PERCENT	-0.27	-5.09	-4.32	9.34	0.8	8.39	3.36	3.5	0.19	-2.77	3.55	-62.28	109.23	-12.71	-23.18	-6.05	-4.25	12.608	2016	-4.25	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	PERCENT	8.89	10.4	3.2	6.66	9.37	7.46	6.49	9.43	4.81	-7.31	7.59	3.14	2.48	3.31	1.53	1.35	3.58	2.45	2016	3.58	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	PERCENT	4.61	1.67	1.6	2.88	3.07	-0.23	2.46	5.9	-2.27	-11.31	2.76	0.68	-5.16	1.95	0.35	3.27	1.49	0.38	2016	1.49	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	PERCENT	4.52	-2.64	8.75	11.08	19.11	2.16	7.39	5.8	-1.87	-1.7	22.05	17.55	6.8	8.67	-2.2	-21.37	-4.73	-2.566	2016	-4.73	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	PERCENT	4.52	2.69	-15.67	5.91	0.59	0.03	2.23	3.97	2.94	-8.76	-3.94	-1.88	-0.39	-1	0.13	0.12	1.21	0.014	2016	1.21	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	PERCENT	-2.13	-8.15	-1.77	1.83	1.16	-0.79	-2.46	6.98	3.82	5.92	3.44	1.29	-1.23	2.31	2.07	-0.38	-0.81	0.392	2016	-0.81	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	PERCENT	3.3	-1.13	3.07	3.5	4.19	2.84	3.56	4.22	3.35	-3.92	4.69	0.5	1.27	0.32	3.54	2.91	2.62	2.132	2016	2.62	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	PERCENT	-4.02	-4.43	2.1	6.18	6.24	-11.01	23.08	-7.18	9.8	-5.77	8.88	-6.16	-0.21	2.22	7.64	-2.32	0.08	1.482	2016	0.08	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	PERCENT	-7.64	8.35	0.72	1.18	3.34	-0.98	-1.27	-1.59	-3.45	-3.71	-3.24	-0.49	-2.8	-0.79	5.22	2.56	1.77	1.192	2016	1.77	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	PERCENT	5.06	-3.04	2.32	0.37	1.02	1.17	0.98	1.46	2.16	-2.6	2.36	-1.33	-1.48	0.08	1.3	4.96	3.33	1.638	2016	3.33	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	PERCENT																						
