series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	PERCENT	-0.67	-6.57	-0.52	-2.51	-1.56	6.5	17.12	1.21	1.23	-7.19	-0.97	1.52	2.12	2.73	3.44	-0.64	0.83	1.696	2016	0.83	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	PERCENT	8.88	-1.1	2.59	4.58	7.12	0.84	2.83	4.85	2.81	1.93	2.18	3.84	2.3	-1.52	1.38	2.85	2.61	1.524	2016	2.61	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	PERCENT	3.43	-1.57	-1.64	0.6	0.89	1.13	1.1	0.71	-1.13	-3.86	1.18	2.84	-0.4	0.09	-0.12	-0.08	-0.18	-0.138	2016	-0.18	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	PERCENT	-1.59	0.45	3.91	5.15	3.98	4.05	5.66	12.21	7.87	-6.52	5.54	15.73	7.82	12.74	6.5	0.07	-2.18	4.99	2016	-2.18	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	PERCENT	0.33	7.84	7.12	18.22	10.19	6.83	10.91	3.03	7.47	0.54	10.87	3.99	1.88	6.71	2.81	-0.35	1.47	2.504	2016	1.47	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	PERCENT	3.14	1.09	1.97	3.69	3.42	4.24	5.98	9.82	2.35	-1.97	4.79	6.76	-5.39	4.35	0.09	2.43	4.89	1.274	2016	4.89	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	PERCENT	0.79	8.29	1.5	2.46	0.4	2.57	5.57	1.32	4.53	3.36	2.36	2.91	2.73	3.69	1.48	2.44	0.53	2.174	2016	0.53	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	PERCENT	-1.86	9.97	5.47	3.32	5.32	6.27	7.81	6.71	4.47	4.07	4.55	5.24	4.7	5.05	6.88	2.47	1.01	4.022	2016	1.01	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	PERCENT	5.54	2.74	-4.35	-6.71	-2.67	-1.41	0.03	-0.98	1.7	-3.03	-6.51	-13.63	-7.97	-10.32	-9.08	-4.82	-0.86	-6.61	2016	-0.86	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	PERCENT	0.35	19.93	-16.59	-0.04	11.12	1.18	-0.03	4.07	25.82	-11.28	-4.58	8.04	8.49	5.73	3.03	-1.88	-0.73	2.928	2016	-0.73	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	524	83.94678863	28.25866332	NPL	Nepal	1	ANNUAL	PERCENT	4.46	4.83	-2.45	2.74	2.07	3.14	1.68	1.88	3.46	2.53	3.5	1.75	1.4	2.38	2.46	0.28	-1.7	0.964	2016	-1.7	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	528	5.331480568	51.86728884	NLD	Netherlands	1	ANNUAL	PERCENT	1.01	-0.12	-1.01	0.79	2.25	1.49	1.59	1.06	-0.2	-3.91	4.63	2.15	-1.42	0.67	1.49	1.19	0.76	0.538	2016	0.76	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	531	-68.95033464	12.15058042	CUW	Curaçao	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	533	-69.97050586	12.50878756	ABW	Aruba	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ANNUAL	PERCENT	-2.21	-2.54	1.88	1.88	-0.36	2.29	0.63	2	-2.11	-3.39	1	2.72	0.52	-0.04	0.79	1.6	1.71	0.916	2016	1.71	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ANNUAL	PERCENT	4.31	-5.38	-7.21	1.86	1.64	3.11	5.8	3.02	4.54	1.5	-1.39	-1.44	-1.22	-1.11	-0.56	-3.36	1.25	-1	2016	1.25	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	554	170.4755673	-43.98721568	NZL	New Zealand	1	ANNUAL	PERCENT	0.26	0.07	1.84	2.62	0.4	0.23	0.35	0.78	-2.5	0.75	0.9	0.74	2.18	0.79	1.91	2.48	1.91	1.854	2016	1.91	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ANNUAL	PERCENT	-0.49	-3.99	4.03	-5.16	0.74	0.06	0.67	2.12	1.38	-3.42	0.39	3.03	1.86	0.5	2.34	3.07	2.56	2.066	2016	2.56	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	562	9.400167877	17.42143036	NER	Niger	1	ANNUAL	PERCENT	-4.92	0.59	-0.12	0.72	-2.58	1.07	2.22	-0.81	5.91	-4.24	4.52	-1.33	7.77	0.62	2.87	-0.26	1.29	2.458	2016	1.29	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	566	8.097363256	9.585789025	NGA	Nigeria	1	ANNUAL	PERCENT	3.65	2.4	1.81	8.3	31.33	0.59	5.43	3.98	3.36	3.97	4.82	2.05	1.66	1.86	0.75	-0.92	-3.78	-0.086	2016	-3.78	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	570	-169.8601693	-19.05000475	NIU	Niue	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	578	11.47846389	61.34311134	NOR	Norway	1	ANNUAL	PERCENT	2.61	2.04	0.92	1.46	3.39	1.98	0.15	-0.48	-2.5	-1.09	0.48	-0.43	0.88	0.19	1.09	1.17	0.3	0.726	2016	0.3	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	585	134.5733878	7.502307591	PLW	Palau	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	586	68.80479684	29.36491634	PAK	Pakistan	1	ANNUAL	PERCENT	1.79	0.09	0.31	1.24	2.16	2.89	-0.58	1.64	-0.84	-0.31	-1.55	0.33	1.26	2.31	1.83	1.6	2.01	1.802	2016	2.01	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	591	-81.26616623	8.450965746	PAN	Panama	1	ANNUAL	PERCENT	1.98	-1.31	-0.88	0.72	2.72	2.17	6.24	6.14	3.46	2.55	4.4	9.49	4.72	5.21	5.14	4.33	3.77	4.634	2016	3.77	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ANNUAL	PERCENT	-5.53	-3.19	-3.23	-0.59	0.02	3.56	-0.48	4.75	4.19	3.67	5.3	8.76	5.8	3.03	6.02	3.61	-0.19	3.654	2016	-0.19	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ANNUAL	PERCENT	-4.68	-4.13	0.11	-2.14	0.25	-2.56	2.81	1.57	4.17	-6.39	12.93	1.48	-4.75	11.33	3.05	0.24	1.62	2.298	2016	1.62	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	604	-71.82093277	-13.58939705	PER	Peru	1	ANNUAL	PERCENT	2.86	-4.95	6.26	6.03	4.05	3.8	2.06	-1.08	6.07	-2.92	5.94	4.88	3.65	5.89	0.33	1.67	2.44	2.796	2016	2.44	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	608	120.8601418	14.16591706	PHL	Philippines	1	ANNUAL	PERCENT	6	-3.87	3.51	1.49	5.78	0.38	4.14	4.18	0.51	-1.91	3.8	0.39	5.09	5.32	3.65	3.38	3.83	4.254	2016	3.83	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	616	19.40660158	52.1226733	POL	Poland	1	ANNUAL	PERCENT	7.8	3.14	4.22	2.66	4.2	0.91	1.93	1.98	-0.35	2.17	3.78	4.63	1.37	1.29	1.16	2.22	1.91	1.59	2016	1.91	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	620	-7.961599811	39.68509315	PRT	Portugal	1	ANNUAL	PERCENT	1.28	0.31	0.23	0.3	1.89	1.03	0.98	2.38	-0.2	0.04	3.58	1.49	0.02	1.36	-0.78	0.42	0.03	0.21	2016	0.03	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ANNUAL	PERCENT	2.57	-0.24	-3.55	-1.99	0.14	1.57	-0.22	0.6	0.51	0.54	1.61	6.38	-5.08	-2.43	-0.27	1.82	2.06	-0.78	2016	2.06	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ANNUAL	PERCENT	24.13	21.76	-7.3	-3.62	-0.61	5.81	-7.57	11.31	13.25	12.35	7.91	6.98	4.23	0.8	4.75	2.61	3.69	3.216	2016	3.69	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ANNUAL	PERCENT	1.61	9.68	1.13	-0.16	0.33	-0.37	-0.97	-1.18	1.05	1.01	4.66	0.02	-3.73	-0.8	-2.11	-2.58	-1.59	-2.162	2016	-1.59	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	634	51.19152467	25.28355379	QAT	Qatar	1	ANNUAL	PERCENT	5.5	3.31	1.71	-3.95	5.22	-8.88	0.78	-7.1	-4.23	-5.23	5.22	6.51	1.11	0.23	1.49	0.97	0.96	0.952	2016	0.96	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	638	55.53171398	-21.13183266	REU	Réunion	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	642	24.98481009	45.83893563	ROU	Romania	1	ANNUAL	PERCENT	4.38	7.64	17.32	4.93	10.41	7.01	6.79	6.96	9.48	-4.37	0.31	3.31	0.2	4.61	1.06	4.77	5.41	3.21	2016	5.41	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	643	99.01404926	61.61899849	RUS	Russian Federation	1	ANNUAL	PERCENT	6.43	5.19	2.06	5.55	5.3	4.62	7.58	5.76	4.91	-5.58	3.94	2.85	2.48	1.96	0.77	-2.92	0.16	0.49	2016	0.16	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	646	29.92310194	-1.999842114	RWA	Rwanda	1	ANNUAL	PERCENT	5.53	4.74	7.49	-1.22	6.13	3.75	6.31	4.75	5.77	4.87	4.81	5.34	6.36	1.7	3.99	3.16	2.49	3.54	2016	2.49	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	PERCENT	-0.18	-10.09	-1.05	11.92	4.34	-5.71	3.91	-3.69	-0.97	0.53	2.86	-3.4	-2.7	2.42	-1.16	-1.11	-0.72	-0.654	2016	-0.72	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	PERCENT	1.99	1.12	4.33	5.81	2.31	0.76	6.3	-2.84	5.85	-3.05	-4.41	-1.37	0.55	0.87	0.14	0.97	1.46	0.798	2016	1.46	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	PERCENT	-6.31	1.93	1.66	1.98	0.59	4.44	6.42	-5.29	11.13	-0.27	0.3	1.85	0.97	1.44	1.81	1.33	1.33	1.376	2016	1.33	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	PERCENT	-1.23	-2.45	-2.94	3.26	4.76	2.97	1.82	1.72	4.27	-0.91	-0.17	5.08	0.24	-1.34	0.8	0.51	-0.73	-0.104	2016	-0.73	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	PERCENT	4.05	2.82	-3.93	8.46	5.3	4.83	3.65	-1.3	-0.47	-1.69	-1.75	-1.97	1.02	0.24	1.36	2.21	2.84	1.534	2016	2.84	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	PERCENT	7.38	5.91	8.79	6.35	13.59	9.68	5.91	1.63	0.04	2.97	7.11	6.68	-0.29	-1.12	-5.09	-0.4	1.45	-1.09	2016	1.45	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	PERCENT	3.97	-10.61	21.01	4.13	-0.79	-0.36	1.82	4.77	2.48	0.46	2.46	2.23	12.07	17.43	1.6	-23.11	1.51	1.9	2016	1.51	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	PERCENT	3.7	-3.41	4.2	1.27	5.97	2.2	2.58	4.92	-1.49	-3.08	9.82	2.83	-0.07	2.7	0.8	-0.95	0.17	0.53	2016	0.17	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	PERCENT	3.76	2	3.61	2.24	6.91	3.93	5.13	8.11	2.19	-2.44	7.4	1.83	1.07	1.4	1.07	1.68	1.86	1.416	2016	1.86	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	PERCENT	4.45	4.13	3.33	5.08	5.29	5.69	5.26	5.16	3.52	3.82	4.28	3.55	3.07	3.73	4.52	5.52	4.9	4.348	2016	4.9	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	PERCENT	4.42	0.91	3.77	4.45	-1.04	3.76	4.2	4.12	2.66	-6.75	2.66	3.56	-1.45	0.91	2.25	2.14	2.58	1.286	2016	2.58	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	PERCENT	0.18	0.81	1.09	0.94	0.61	0.49	0.02	0.31	0.28	0.11	-0.12	0.19	-0.13	-0.44	-0.51	0.6	-0.34	-0.164	2016	-0.34	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	PERCENT	3.72	-0.04	2.56	4.61	2.83	-0.4	0.44	5.05	-0.59	1.7	5.96	1.72	-0.19	-1.44	0.01	-0.36	-0.64	-0.524	2016	-0.64	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	PERCENT	-10.39	-2.76	-14.13	-21.2	-9.82	-5.39	-3.39	-4.61	-18.48	5.06	11.25	9.41	8.33	2.21	1.58	-1.37	-2.8	1.59	2016	-2.8	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	PERCENT	0.22	0.04	0.11	-0.49	-0.71	-1.83	0.34	1.21	1.89	2.9	1.59	0.9	2.06	1.14	-0.02	0.86	0.02	0.812	2016	0.02	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	728	30.32618773	7.290839152	SSD	South Sudan	1	ANNUAL	PERCENT																						
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ANNUAL	PERCENT	-1.08	-4.74	-5.84	-2.61	-3.74	-2.94	-0.46	-0.09	-0.67	-1.82	-0.3	-9.62	5.01	2.06	-2.67	-0.12	-1.77	0.502	2016	-1.77	ILO estimates, November 2016, available in ILOSTAT (http://www.ilo.org/ilostat) . For the specific sources by country and the estimation methodology refer to ILOSTAT directly.	M
2017.Q2.G.01	SL_EMP_PCAP	Growth rate of real GDP per employed person	736	29.95650159	16.02643066	SDN	Sudan	1	ANNUAL	PERCENT																						
