series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	1995	2000	2005	2010	2012	2014	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	NUMBER	26464	26464	26464	26464	26464	26464	26464	26464	2016	26464	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	NUMBER	34892	37182	40677	43199	44524	44547	45185	44752	2016	45185	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	NUMBER	76313	86120	88353	90375	92600	93564	93569	93244.3333333333	2016	93569	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	NUMBER	43	1257	3084	3701	3981	3981	3985	3982.33333333333	2016	3985	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	NUMBER	43722	44790	47726	49396	49505	50068	50323	49965.3333333333	2016	50323	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	NUMBER	1	1	5	8	16	1547	1785	1116	2016	1785	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	NUMBER	737	1006	2028	2409	2504	2555	2494	2517.66666666667	2016	2494	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	NUMBER	1	1039	1681	1681	1681	1681	1681	1681	2016	1681	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	NUMBER							8801	8801	2016	8801	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	NUMBER	1437	2019	2165	2760	2793	3001	3253	3015.66666666667	2016	3253	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	NUMBER	12168	12168	12339	12348	12348	12351	12501	12400	2016	12501	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	NUMBER			218	218	838	838	838	838	2016	838	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	NUMBER	11053	12765	19723	32042	40606	42437	43002	42015	2016	43002	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	NUMBER	8596	10137	10540	12073	13063	13977	13992	13677.3333333333	2016	13992	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	NUMBER	1211	1211	1211	1211	1211	1211	1211	1211	2016	1211	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	NUMBER	23	23	143	340	356	356	356	356	2016	356	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	NUMBER			16925	47294	56590	60028	60028	58882	2016	60028	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	524	83.94678863	28.25866332	NPL	Nepal	1	ANNUAL	NUMBER							4671	4671	2016	4671	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	528	5.331480568	51.86728884	NLD	Netherlands	1	ANNUAL	NUMBER	19711	24706	25213	25596	25693	25736	25869	25766	2016	25869	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	531	-68.95033464	12.15058042	CUW	Curaçao	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	533	-69.97050586	12.50878756	ABW	Aruba	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	554	170.4755673	-43.98721568	NZL	New Zealand	1	ANNUAL	NUMBER	19395	25604	27197	30265	31977	34240	36144	34120.3333333333	2016	36144	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	562	9.400167877	17.42143036	NER	Niger	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	566	8.097363256	9.585789025	NGA	Nigeria	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	570	-169.8601693	-19.05000475	NIU	Niue	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	578	11.47846389	61.34311134	NOR	Norway	1	ANNUAL	NUMBER	26	26	26	26	26	26	26	26	2016	26	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	585	134.5733878	7.502307591	PLW	Palau	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	586	68.80479684	29.36491634	PAK	Pakistan	1	ANNUAL	NUMBER	14306	19392	23549	28214	29191	29996	31066	30084.3333333333	2016	31066	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	591	-81.26616623	8.450965746	PAN	Panama	1	ANNUAL	NUMBER	134	263	290	566	729	813	824	788.666666666667	2016	824	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	604	-71.82093277	-13.58939705	PER	Peru	1	ANNUAL	NUMBER	9439	10805	11610	12330	12333	12529	12592	12484.6666666667	2016	12592	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	608	120.8601418	14.16591706	PHL	Philippines	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	616	19.40660158	52.1226733	POL	Poland	1	ANNUAL	NUMBER	57462	61905	65153	68685	69335	69741	69418	69498	2016	69418	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	620	-7.961599811	39.68509315	PRT	Portugal	1	ANNUAL	NUMBER	10842	11424	11892	12193	12193	12193	12193	12193	2016	12193	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	634	51.19152467	25.28355379	QAT	Qatar	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	638	55.53171398	-21.13183266	REU	Réunion	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	642	24.98481009	45.83893563	ROU	Romania	1	ANNUAL	NUMBER	33312	41250	42353	42624	42837	42837	46084	43919.3333333333	2016	46084	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	643	99.01404926	61.61899849	RUS	Russian Federation	1	ANNUAL	NUMBER	199981	200235	200451	200614	200717	200717	200717	200717	2016	200717	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	646	29.92310194	-1.999842114	RWA	Rwanda	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	NUMBER	958	958	1299	1330	1330	1890	1890	1703.33333333333	2016	1890	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	NUMBER	5475	5475	5475	5475	5475	5475	5475	5475	2016	5475	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	NUMBER	10040	13948	16681	17016	17016	17016	17043	17025	2016	17043	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	NUMBER	1619	1776	1776	1776	1776	1776	1776	1776	2016	1776	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	NUMBER	1121	1461	5164	5497	5497	5497	5497	5497	2016	5497	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	NUMBER	66751	69465	71980	75319	76174	76970	77000	76714.6666666667	2016	77000	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	728	30.32618773	7.290839152	SSD	South Sudan	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	736	29.95650159	16.02643066	SDN	Sudan	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	740	-55.90626394	4.132603197	SUR	Suriname	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	752	14.3775338	60.60103109	SWE	Sweden	1	ANNUAL	NUMBER	251	251	254	280	311	312	312	311.666666666667	2016	312	FAO-WIEWS	C
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	756	8.223158	46.96617097	CHE	Switzerland	1	ANNUAL	NUMBER	24270	24780	29213	37967	39684	39906	39906	39832	2016	39906	FAO-WIEWS and EURISCO (http://eurisco.ipk-gatersleben.de)	E
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ANNUAL	NUMBER												
2017.Q2.G.01	ER_GRF_PLNTSTOR	Number of accessions of plant genetic resources secured in conservation facilities under medium or long-term conditions, total (number)	762	69.294998	38.43069666	TJK	Tajikistan	1	ANNUAL	NUMBER												
