series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	ER_PTD_MTN	Coverage by protected areas of important sites for mountain biodiversity	31	50.01064725	40.39229544	AZE	Azerbaijan	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	29.2141669043478	29.2141669043478	29.2141669043478	34.6339332565217	43.2298768478261	43.6065419391304	52.4200119086956	52.4200119086956	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	2017	57.6137274391304	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2017.Q2.G.01	ER_PTD_MTN	Coverage by protected areas of important sites for mountain biodiversity	31	50.01064725	40.39229544	AZE	Azerbaijan	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	29.2141669043478	29.2141669043478	29.2141669043478	34.6339332565217	43.2298768478261	43.6065419391304	52.4200119086956	52.4200119086956	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	57.6137274391304	2017	57.6137274391304	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2017.Q2.G.01	ER_PTD_MTN	Coverage by protected areas of important sites for mountain biodiversity	32	-65.14563274	-35.19446255	ARG	Argentina	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB	35.5242436931373	35.560295845098	36.0086703264706	36.6227058333333	37.6030943480392	37.6092526186275	37.7765921705882	37.7765921705882	37.7765921705882	41.8705375990196	41.8705375990196	41.8705375990196	41.8705375990196	41.8705375990196	41.8748721803922	41.8748721803922	41.9678282303922	41.9678282303922	41.9111876841177	2017	41.9678282303922	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2017.Q2.G.01	ER_PTD_MTN	Coverage by protected areas of important sites for mountain biodiversity	32	-65.14563274	-35.19446255	ARG	Argentina	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	35.5242436931373	35.560295845098	36.0086703264706	36.6227058333333	37.6030943480392	37.6092526186275	37.7765921705882	37.7765921705882	37.7765921705882	41.8705375990196	41.8705375990196	41.8705375990196	41.8705375990196	41.8705375990196	41.8748721803922	41.8748721803922	41.9678282303922	41.9678282303922	41.9111876841177	2017	41.9678282303922	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2017.Q2.G.01	ER_PTD_MTN	Coverage by protected areas of important sites for mountain biodiversity	32	-65.14563274	-35.19446255	ARG	Argentina	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	35.5242436931373	35.560295845098	36.0086703264706	36.6227058333333	37.6030943480392	37.6092526186275	37.7765921705882	37.7765921705882	37.7765921705882	41.8705375990196	41.8705375990196	41.8705375990196	41.8705375990196	41.8705375990196	41.8748721803922	41.8748721803922	41.9678282303922	41.9678282303922	41.9111876841177	2017	41.9678282303922	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2017.Q2.G.01	ER_PTD_MTN	Coverage by protected areas of important sites for mountain biodiversity	36	134.3499412	-25.57717202	AUS	Australia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB	76.7942149007192	76.7942149007192	76.7942149007192	77.62466391995	77.6299395891808	77.6299406122577	81.6367427122577	81.8897016916039	81.8897884992962	81.8897902819885	82.0401762050654	83.5770794358346	83.5770794609885	85.6771847109885	85.6771847109885	85.6771847109885	85.6771847109885	85.6771847109885	85.6771847109885	2017	85.6771847109885	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2017.Q2.G.01	ER_PTD_MTN	Coverage by protected areas of important sites for mountain biodiversity	36	134.3499412	-25.57717202	AUS	Australia	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	76.7942149007192	76.7942149007192	76.7942149007192	77.62466391995	77.6299395891808	77.6299406122577	81.6367427122577	81.8897016916039	81.8897884992962	81.8897902819885	82.0401762050654	83.5770794358346	83.5770794609885	85.6771847109885	85.6771847109885	85.6771847109885	85.6771847109885	85.6771847109885	85.6771847109885	2017	85.6771847109885	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2017.Q2.G.01	ER_PTD_MTN	Coverage by protected areas of important sites for mountain biodiversity	36	134.3499412	-25.57717202	AUS	Australia	3	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	MP	76.7942149007192	76.7942149007192	76.7942149007192	77.62466391995	77.6299395891808	77.6299406122577	81.6367427122577	81.8897016916039	81.8897884992962	81.8897902819885	82.0401762050654	83.5770794358346	83.5770794609885	85.6771847109885	85.6771847109885	85.6771847109885	85.6771847109885	85.6771847109885	85.6771847109885	2017	85.6771847109885	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2017.Q2.G.01	ER_PTD_MTN	Coverage by protected areas of important sites for mountain biodiversity	40	14.14172472	47.58704857	AUT	Austria	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	LB	56.5592836343392	56.6319274503392	58.5362659384192	58.5505391344192	58.9831156984192	58.9831156984192	60.6547700481232	61.3890691561232	61.4712330161868	61.4856550293868	61.4867942813868	61.4867942813868	61.4867942813868	61.7191590133868	61.7264356173868	61.7451904653868	61.7451904653868	61.7451904653868	61.7362332053868	2017	61.7451904653868	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
2017.Q2.G.01	ER_PTD_MTN	Coverage by protected areas of important sites for mountain biodiversity	40	14.14172472	47.58704857	AUT	Austria	2	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	PERCENT	UB	56.5592836343392	56.6319274503392	58.5362659384192	58.5505391344192	58.9831156984192	58.9831156984192	60.6547700481232	61.3890691561232	61.4712330161868	61.4856550293868	61.4867942813868	61.4867942813868	61.4867942813868	61.7191590133868	61.7264356173868	61.7451904653868	61.7451904653868	61.7451904653868	61.7362332053868	2017	61.7451904653868	BirdLife International, IUCN and UNEP-WCMC (2017). Based on spatial overlap between polygons for Key Biodiversity Areas from the World Database of key Biodiveristy Areas (www.keybiodiversityareas.org) and polygons for protected areas from the World Database on Protected Areas (www.protectedplanet.net)	C
