series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Sex	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ANNUAL	FEMALE	NUMBER	2	2	2	2	8	8	8	8	8	10	10	10	10	10	12	12	12	11	11.4	2017	11	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	604	-71.82093277	-13.58939705	PER	Peru	1	ANNUAL	FEMALE	NUMBER	13	24	22	22	22	22	22	35	35	35	33	33	28	28	29	29	29	36	30.2	2017	36	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	608	120.8601418	14.16591706	PHL	Philippines	1	ANNUAL	FEMALE	NUMBER	27	25	38	38	38	36	37	36	49	49	56	62	65	65	79	79	79	86	77.6	2017	86	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	616	19.40660158	52.1226733	POL	Poland	1	ANNUAL	FEMALE	NUMBER	60	60	93	93	93	93	94	94	94	93	92	92	109	109	112	111	126	129	117.4	2017	129	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	620	-7.961599811	39.68509315	PRT	Portugal	1	ANNUAL	FEMALE	NUMBER	43	40	43	44	44	44	49	49	65	65	63	63	66	66	72	72	80	80	74	2017	80	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ANNUAL	FEMALE	NUMBER	8	8	8	8		14	14	14	14	10	10	10	10	14	11	14	14	14	13.4	2017	14	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ANNUAL	FEMALE	NUMBER				23	23	22	22	22	19	19	19	19	21	25	25	25	25	25	25	2017	25	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	634	51.19152467	25.28355379	QAT	Qatar	1	ANNUAL	FEMALE	NUMBER							0	0	0	0	0	0	0	0	0	0	0	0	0	2017	0	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	638	55.53171398	-21.13183266	REU	Réunion	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	642	24.98481009	45.83893563	ROU	Romania	1	ANNUAL	FEMALE	NUMBER	25	37	37	37	37	38	37	37	31	38	38	38	37	55	55	55	55	68	57.6	2017	68	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	643	99.01404926	61.61899849	RUS	Russian Federation	1	ANNUAL	FEMALE	NUMBER	34	34	34	34	44	44	44	44	63	63	63	63	61	61	61	61	61	71	63	2017	71	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	646	29.92310194	-1.999842114	RWA	Rwanda	1	ANNUAL	FEMALE	NUMBER	12	18	19	19	39	39	39	39	39	45	45	45	45	45	51	51	51	49	49.4	2017	49	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	FEMALE	NUMBER	2	2	2	2	2	0	0	0	1	1	1	1	1	1	1	1	2	2	1.4	2017	2	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	FEMALE	NUMBER	2	2	2	2	2	2	2	1	2	2	2	2	3	3	3	3	3	3	3	2017	3	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	FEMALE	NUMBER	1	1	5	5	5	5	4	4	4	4	5	3	4	4	3	3	3	3	3.2	2017	3	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	FEMALE	NUMBER	8	8	10	10	10	10	10	7	7	9	10	10	11	10	11	10	10	16	11.4	2017	16	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	FEMALE	NUMBER	5	5	5	5	5	5	5	4	1	4	4	10	10	10	10	10	10	10	10	2017	10	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	FEMALE	NUMBER					0	0	0	0	0	0	0	0	0	30	30	30	30	30	30	2017	30	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	FEMALE	NUMBER	17	17	20	23	23	23	23	23	33	33	34	34	34	64	65	64	64	64	64.2	2017	64	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	FEMALE	NUMBER								51	51	54	54	54	55	83	84	85	85	86	84.6	2017	86	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	FEMALE	NUMBER	8	8	8	10	10	10	10	10	8	8	8	8	14	14	14	14	14	7	12.6	2017	7	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	FEMALE	NUMBER	7	7	7	18	18	18	18	18	16	16	16	16	16	15	15	15	15	15	15	2017	15	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	FEMALE	NUMBER	4	6	10	10	15	15	15	23	23	23	22	22	20	24	25	25	21	24	23.8	2017	24	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	FEMALE	NUMBER	19	21	21	29	29	25	25	30	29	29	27	23	24	28	28	28	28	30	28.4	2017	30	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	FEMALE	NUMBER	117	117	117	136	136	136	136	136	127	127	127	127	122	122	121	121	121	132	123.4	2017	132	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	FEMALE	NUMBER	7	11	11	11	11	11	11	11	11	12	13	13	29	29	30	33	33	33	31.6	2017	33	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	FEMALE	NUMBER							22	21	21		37	37	37	38	38	38	38	64	43.2	2017	64	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	FEMALE	NUMBER	120	119	119	119	119	131	131	131	132	132	178	178	169	169	179	166	168	167	169.8	2017	167	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	FEMALE	NUMBER	21	14	15	15	15	15	24	25	24	32	32	32	32	32	85	85	85	88	75	2017	88	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	FEMALE	NUMBER	75	99	99	99	99	126	126	126	128	127	128	128	126	126	139	144	140	137	137.2	2017	137	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	728	30.32618773	7.290839152	SSD	South Sudan	1	ANNUAL	FEMALE	NUMBER													88	88	88	88	88	109	92.2	2017	109	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	736	29.95650159	16.02643066	SDN	Sudan	1	ANNUAL	FEMALE	NUMBER	35	35	35	35	35	35	66	80	80	80	84	114								2011	114	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	740	-55.90626394	4.132603197	SUR	Suriname	1	ANNUAL	FEMALE	NUMBER	8		9	9	9	10	13	13	13	13	13	5	6	6	6	6	13	13	8.8	2017	13	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ANNUAL	FEMALE	NUMBER	2	2	2	2	7	7	7	7	7	9	9	9	9	9	4	4	4	4	5	2017	4	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	752	14.3775338	60.60103109	SWE	Sweden	1	ANNUAL	FEMALE	NUMBER	149	149	149	158	158	158	158	165	164	164	162	157	156	156	157	152	152	152	153.8	2017	152	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	756	8.223158	46.96617097	CHE	Switzerland	1	ANNUAL	FEMALE	NUMBER	45	46	46	46	50	50	50	50	57	57	58	58	57	58	62	61	64	65	62	2017	65	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ANNUAL	FEMALE	NUMBER	26	26	26	26	30	30	30	30	30	31	31	31	31	30	30	31	31	33	31	2017	33	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	762	69.294998	38.43069666	TJK	Tajikistan	1	ANNUAL	FEMALE	NUMBER	5	9	8	8	8	8	11	11	11	11	11	12	12	12	10	10	12	12	11.2	2017	12	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	764	101.0202951	15.13089239	THA	Thailand	1	ANNUAL	FEMALE	NUMBER	22	46	46	46	46	40	54	21	56	56	63	63	79	79	79	12	12	12	38.8	2017	12	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	768	0.97835765	8.532096072	TGO	Togo	1	ANNUAL	FEMALE	NUMBER	4	4	4	6	6	5	6	7	9	9	9	9	9	9	15	16	16	16	14.4	2017	16	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	776	-175.1959991	-21.19511329	TON	Tonga	1	ANNUAL	FEMALE	NUMBER	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0.6	2017	1	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ANNUAL	FEMALE	NUMBER	4	6	6	7	7	7	7	7	11	11	11	12	12	12	12	12	13	13	12.4	2017	13	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ANNUAL	FEMALE	NUMBER	0	0	0	0	0	0	0	9	9	9	9	9	7	7	7	7	9	8	7.6	2017	8	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	788	9.572737411	34.11439971	TUN	Tunisia	1	ANNUAL	FEMALE	NUMBER	21	21	21	21	21	43	43	43	43	43	59	59	58	58	61	68	68	68	64.6	2017	68	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	792	35.42890329	38.9899684	TUR	Turkey	1	ANNUAL	FEMALE	NUMBER	23	23	23	24	24	24	24	24	50	50	50	50	78	78	79	79	82	82	80	2017	82	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ANNUAL	FEMALE	NUMBER	13	13	13	13	13		8	8	8	21	21	21	21	21	33	32	32	32	30	2017	32	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ANNUAL	FEMALE	NUMBER	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2017	1	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	800	32.39100438	1.279557331	UGA	Uganda	1	ANNUAL	FEMALE	NUMBER	50	50	75	75	75	73	73	99	102	102	102	102	135	135	135	135	135	154	138.8	2017	154	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	804	31.40270802	49.00735945	UKR	Ukraine	1	ANNUAL	FEMALE	NUMBER	35	35	35	24	24	24	24	39	37	37	36	36	36	42	43	50	51	52	47.6	2017	52	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ANNUAL	FEMALE	NUMBER	9	8	8	22	22	23	23	34	35	38	39	39	38	40	42	41	41	38	40.4	2017	38	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	818	29.77468534	26.57438204	EGY	Egypt	1	ANNUAL	FEMALE	NUMBER	9		11	11	11	13	9	9	8	8	8	65	10	10		89	89	89	69.25	2017	89	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ANNUAL	FEMALE	NUMBER	121	121	118	118	118	119	127	127	126	126	126	143	145	146	147	148	191	195	165.4	2017	195	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	831	-2.200712402	49.71561166	GGY	Guernsey	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	832	-2.136773508	49.22353354	JEY	Jersey	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ANNUAL	FEMALE	NUMBER	61	61	61	61	63	63	97	97	97	97	99	126	126	126	126	126	136	143	131.4	2017	143	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	840	-99.13830311	39.5277871	USA	United States of America	1	ANNUAL	FEMALE	NUMBER	58	61	61	62	62	65	66	71	73	74	73	73	73	77	79	84	84	83	81.4	2017	83	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ANNUAL	FEMALE	NUMBER	9	9	9	13	13	13	13	13	17	17	17	17	17	20	24	12	12	14	16.4	2017	14	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	858	-56.01387025	-32.8002838	URY	Uruguay	1	ANNUAL	FEMALE	NUMBER	12	12	12	12	12	12	11	11	12	12	14	15	12	12	13	13	16	20	14.8	2017	20	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ANNUAL	FEMALE	NUMBER	17	18	18	18	18	21	21	21	21	21	33	33	33	33	33	24	24	24	27.6	2017	24	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ANNUAL	FEMALE	NUMBER	25	16	16	16	16	16	29	30	31	31	29	28	28	28	28	28	24	37	29	2017	37	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ANNUAL	FEMALE	NUMBER																							
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	882	-172.4430749	-13.61541469	WSM	Samoa	1	ANNUAL	FEMALE	NUMBER	4	4	3	3	3	3	3	3	4	4	4	4	2	2	2	3	3	5	3	2017	5	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	887	45.22389143	15.22242099	YEM	Yemen	1	ANNUAL	FEMALE	NUMBER	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0.6	2017	0	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2017.Q2.G.01	SG_GEN_PARLN	Number of seats held by women in national parliaments	894	27.850329	-14.59701056	ZMB	Zambia	1	ANNUAL	FEMALE	NUMBER	16	16	19	19	19	19	20	23	24	24	22	22	18	18	17	20	20	30	21	2017	30	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
