series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	328	-58.97322037	4.788012784	GUY	Guyana	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	332	-72.33640958	18.40426539	HTI	Haiti	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	336	12.45315803	41.90343751	VAT	Holy See	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	340	-86.59974381	14.82243161	HND	Honduras	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	348	19.41221519	47.1651448	HUN	Hungary	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	352	-19.02116966	64.79134763	ISL	Iceland	1	ANNUAL	CON_USD											4.269885	5.271884	4.696522	3.819424	4.51442875	2015	3.819424		
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	356	79.3608464	22.34642074	IND	India	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	CON_USD	1.677795	0.815026	0.789128	0.011911		24.30617	15.76893	92.78514	38.65077	15.07639	32.65037	36.27946	29.94075	24.40659	27.670712	2015	24.40659		
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	CON_USD		0.345254	0.312905	0.064141	12.0824	103.2895	65.05847	54.32444	7.70976	74.02629	54.34477	66.27498	55.35822	67.22773	63.446398	2015	67.22773		
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	CON_USD	531.7439	1014.706	512.8242	986.5298	1080.812	1667.293	731.6504	858.9185	787.0238	993.2695	305.9412	90.24174	1002.19	1836.489	845.626288	2015	1836.489		
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	CON_USD						12.00248	26.89704	52.13556	4.384413	15.74208	5.880215	55.20467	21.59063	33.80162	26.443843	2015	33.80162		
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	CON_USD																			
2017.Q2.G.01	DC_ODA_BDVDL	Total official development assistance for biodiversity, by donor	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	CON_USD																			
