geoAreaCode	years	Freq	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
208	2010	ANNUAL	KG	1	9.326571283	56.03829721	64	DNK	Denmark	0.5	Float		Environment Live	C
212	2010	ANNUAL	KG	1	-61.3493756	15.43391378	63	DMA	Dominica					
214	2010	ANNUAL	KG	1	-70.49847576	18.89832088	65	DOM	Dominican Republic	0.92	Float		Environment Live	C
214	2010	ANNUAL	KG	1	-70.49847576	18.89832088	65	DOM	Dominican Republic	0.92	Float		Environment Live	C
218	2010	ANNUAL	KG	1	-78.37005241	-1.447785891	67	ECU	Ecuador	2.72	Float		Environment Live	C
218	2010	ANNUAL	KG	1	-78.37005241	-1.447785891	67	ECU	Ecuador	2.72	Float		Environment Live	C
222	2010	ANNUAL	KG	1	-88.86862995	13.73603564	206	SLV	El Salvador	1.71	Float		Environment Live	C
222	2010	ANNUAL	KG	1	-88.86862995	13.73603564	206	SLV	El Salvador	1.71	Float		Environment Live	C
226	2010	ANNUAL	KG	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea					
231	2010	ANNUAL	KG	1	39.63505296	8.631223181	73	ETH	Ethiopia	0.28	Float		Environment Live	C
231	2010	ANNUAL	KG	1	39.63505296	8.631223181	73	ETH	Ethiopia	0.28	Float		Environment Live	C
232	2010	ANNUAL	KG	1	38.11074289	16.12894644	69	ERI	Eritrea	3.09	Float		Environment Live	C
232	2010	ANNUAL	KG	1	38.11074289	16.12894644	69	ERI	Eritrea	3.09	Float		Environment Live	C
233	2010	ANNUAL	KG	1	25.84093481	58.68487172	72	EST	Estonia	1.76	Float		Environment Live	C
233	2010	ANNUAL	KG	1	25.84093481	58.68487172	72	EST	Estonia	1.76	Float		Environment Live	C
234	2010	ANNUAL	KG	1	-7.122044325	62.21228119	78	FRO	Faroe Islands					
238	2010	ANNUAL	KG	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)					
239	2010	ANNUAL	KG	1	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands					
242	2010	ANNUAL	KG	1	177.9660884	-17.83301566	75	FJI	Fiji	1.52	Float		Environment Live	C
242	2010	ANNUAL	KG	1	177.9660884	-17.83301566	75	FJI	Fiji	1.52	Float		Environment Live	C
246	2010	ANNUAL	KG	1	23.308447	61.91586738	74	FIN	Finland	0.87	Float		Environment Live	C
246	2010	ANNUAL	KG	1	23.308447	61.91586738	74	FIN	Finland	0.87	Float		Environment Live	C
248	2010	ANNUAL	KG	1	19.80945969	60.1544901	5	ALA	Åland Islands					
250	2010	ANNUAL	KG	1	2.457288129	46.62660861	77	FRA	France	0.57	Float		Environment Live	C
250	2010	ANNUAL	KG	1	2.457288129	46.62660861	77	FRA	France	0.57	Float		Environment Live	C
254	2010	ANNUAL	KG	1	-53.23619089	3.922673437	95	GUF	French Guiana					
258	2010	ANNUAL	KG	1	-149.4052367	-17.67709294	191	PYF	French Polynesia					
260	2010	ANNUAL	KG	1	69.64849091	-49.6068576	14	ATF	French Southern Territories					
262	2010	ANNUAL	KG	1	42.18274707	11.56004161	62	DJI	Djibouti	2.83	Float		Environment Live	C
262	2010	ANNUAL	KG	1	42.18274707	11.56004161	62	DJI	Djibouti	2.83	Float		Environment Live	C
266	2010	ANNUAL	KG	1	11.78727747	-0.60687619	80	GAB	Gabon	0.64	Float		Environment Live	C
266	2010	ANNUAL	KG	1	11.78727747	-0.60687619	80	GAB	Gabon	0.64	Float		Environment Live	C
268	2010	ANNUAL	KG	1	43.3713615	42.04813028	82	GEO	Georgia	3.59	Float		Environment Live	C
268	2010	ANNUAL	KG	1	43.3713615	42.04813028	82	GEO	Georgia	3.59	Float		Environment Live	C
270	2010	ANNUAL	KG	1	-15.39944785	13.45295927	88	GMB	Gambia	5.41	Float		Environment Live	C
270	2010	ANNUAL	KG	1	-15.39944785	13.45295927	88	GMB	Gambia	5.41	Float		Environment Live	C
275	2010	ANNUAL	KG	1	35.25694122	31.94347933	189	PSE	State of Palestine					
276	2010	ANNUAL	KG	1	10.3806066	51.08862743	61	DEU	Germany	0.58	Float		Environment Live	C
276	2010	ANNUAL	KG	1	10.3806066	51.08862743	61	DEU	Germany	0.58	Float		Environment Live	C
288	2010	ANNUAL	KG	1	-1.205623522	7.964825185	84	GHA	Ghana	3.44	Float		Environment Live	C
288	2010	ANNUAL	KG	1	-1.205623522	7.964825185	84	GHA	Ghana	3.44	Float		Environment Live	C
292	2010	ANNUAL	KG	1	-5.347561686	36.13895036	85	GIB	Gibraltar					
296	2010	ANNUAL	KG	1	-157.5643005	1.768837732	122	KIR	Kiribati					
300	2010	ANNUAL	KG	1	22.58307827	39.47301873	91	GRC	Greece	1.3	Float		Environment Live	C
300	2010	ANNUAL	KG	1	22.58307827	39.47301873	91	GRC	Greece	1.3	Float		Environment Live	C
304	2010	ANNUAL	KG	1	-41.39371316	74.75625681	93	GRL	Greenland					
308	2010	ANNUAL	KG	1	-61.68248568	12.11238395	92	GRD	Grenada					
312	2010	ANNUAL	KG	1	-61.64762115	16.14416917	87	GLP	Guadeloupe					
316	2010	ANNUAL	KG	1	144.7029305	13.35485404	96	GUM	Guam					
320	2010	ANNUAL	KG	1	-91.2312746	15.00273719	94	GTM	Guatemala	1.52	Float		Environment Live	C
320	2010	ANNUAL	KG	1	-91.2312746	15.00273719	94	GTM	Guatemala	1.52	Float		Environment Live	C
324	2010	ANNUAL	KG	1	-11.28173419	11.00210343	86	GIN	Guinea	6.94	Float		Environment Live	C
324	2010	ANNUAL	KG	1	-11.28173419	11.00210343	86	GIN	Guinea	6.94	Float		Environment Live	C
328	2010	ANNUAL	KG	1	-58.97322037	4.788012784	97	GUY	Guyana	52.58	Float		Environment Live	C
328	2010	ANNUAL	KG	1	-58.97322037	4.788012784	97	GUY	Guyana	52.58	Float		Environment Live	C
332	2010	ANNUAL	KG	1	-72.33640958	18.40426539	102	HTI	Haiti	3.06	Float		Environment Live	C
332	2010	ANNUAL	KG	1	-72.33640958	18.40426539	102	HTI	Haiti	3.06	Float		Environment Live	C
334	2010	ANNUAL	KG	1	73.52633626	-53.09106147	99	HMD	Heard Island and McDonald Islands					
336	2010	ANNUAL	KG	1	12.45315803	41.90343751	250	VAT	Holy See					
340	2010	ANNUAL	KG	1	-86.59974381	14.82243161	100	HND	Honduras	2.67	Float		Environment Live	C
340	2010	ANNUAL	KG	1	-86.59974381	14.82243161	100	HND	Honduras	2.67	Float		Environment Live	C
344	2010	ANNUAL	KG	1	114.0266445	22.41749934	98	HKG	China, Hong Kong Special Administrative Region					
348	2010	ANNUAL	KG	1	19.41221519	47.1651448	103	HUN	Hungary	1.16	Float		Environment Live	C
348	2010	ANNUAL	KG	1	19.41221519	47.1651448	103	HUN	Hungary	1.16	Float		Environment Live	C
352	2010	ANNUAL	KG	1	-19.02116966	64.79134763	111	ISL	Iceland	0.48	Float		Environment Live	C
352	2010	ANNUAL	KG	1	-19.02116966	64.79134763	111	ISL	Iceland	0.48	Float		Environment Live	C
356	2010	ANNUAL	KG	1	79.3608464	22.34642074	106	IND	India	3.51	Float		Environment Live	C
356	2010	ANNUAL	KG	1	79.3608464	22.34642074	106	IND	India	3.51	Float		Environment Live	C
360	2010	ANNUAL	KG	1	113.9174	-0.994582204	104	IDN	Indonesia	3.02	Float		Environment Live	C
360	2010	ANNUAL	KG	1	113.9174	-0.994582204	104	IDN	Indonesia	3.02	Float		Environment Live	C
364	2010	ANNUAL	KG	1	54.19766348	32.74370885	109	IRN	Iran (Islamic Republic of)	3.69	Float		Environment Live	C
364	2010	ANNUAL	KG	1	54.19766348	32.74370885	109	IRN	Iran (Islamic Republic of)	3.69	Float		Environment Live	C
368	2010	ANNUAL	KG	1	43.76606267	33.05013795	110	IRQ	Iraq	1.95	Float		Environment Live	C
368	2010	ANNUAL	KG	1	43.76606267	33.05013795	110	IRQ	Iraq	1.95	Float		Environment Live	C
372	2010	ANNUAL	KG	1	-7.121425272	53.25274054	108	IRL	Ireland	0.54	Float		Environment Live	C
372	2010	ANNUAL	KG	1	-7.121425272	53.25274054	108	IRL	Ireland	0.54	Float		Environment Live	C
376	2010	ANNUAL	KG	1	34.62277992	31.06164552	112	ISR	Israel	0.78	Float		Environment Live	C
376	2010	ANNUAL	KG	1	34.62277992	31.06164552	112	ISR	Israel	0.78	Float		Environment Live	C
380	2010	ANNUAL	KG	1	12.57022427	42.79917282	113	ITA	Italy	0.64	Float		Environment Live	C
380	2010	ANNUAL	KG	1	12.57022427	42.79917282	113	ITA	Italy	0.64	Float		Environment Live	C
384	2010	ANNUAL	KG	1	-5.552690016	7.62211586	46	CIV	Côte d'Ivoire	0.98	Float		Environment Live	C
384	2010	ANNUAL	KG	1	-5.552690016	7.62211586	46	CIV	Côte d'Ivoire	0.98	Float		Environment Live	C
388	2010	ANNUAL	KG	1	-77.31068409	18.15616857	114	JAM	Jamaica	1.79	Float		Environment Live	C
388	2010	ANNUAL	KG	1	-77.31068409	18.15616857	114	JAM	Jamaica	1.79	Float		Environment Live	C
392	2010	ANNUAL	KG	1	139.2716103	36.6554539	117	JPN	Japan	0.55	Float		Environment Live	C
392	2010	ANNUAL	KG	1	139.2716103	36.6554539	117	JPN	Japan	0.55	Float		Environment Live	C
398	2010	ANNUAL	KG	1	66.65359159	48.01963494	118	KAZ	Kazakhstan	3.79	Float		Environment Live	C
398	2010	ANNUAL	KG	1	66.65359159	48.01963494	118	KAZ	Kazakhstan	3.79	Float		Environment Live	C
400	2010	ANNUAL	KG	1	37.13024774	30.65365973	116	JOR	Jordan	2.96	Float		Environment Live	C
400	2010	ANNUAL	KG	1	37.13024774	30.65365973	116	JOR	Jordan	2.96	Float		Environment Live	C
404	2010	ANNUAL	KG	1	37.86096816	0.534797278	119	KEN	Kenya	4.55	Float		Environment Live	C
404	2010	ANNUAL	KG	1	37.86096816	0.534797278	119	KEN	Kenya	4.55	Float		Environment Live	C
408	2010	ANNUAL	KG	1	127.1803633	40.1462645	183	PRK	Democratic People's Republic of Korea	1.83	Float		Environment Live	C
408	2010	ANNUAL	KG	1	127.1803633	40.1462645	183	PRK	Democratic People's Republic of Korea	1.83	Float		Environment Live	C
410	2010	ANNUAL	KG	1	127.8610254	36.45201023	124	KOR	Republic of Korea	1.02	Float		Environment Live	C
410	2010	ANNUAL	KG	1	127.8610254	36.45201023	124	KOR	Republic of Korea	1.02	Float		Environment Live	C
414	2010	ANNUAL	KG	1	47.49305029	29.53949468	125	KWT	Kuwait	1.46	Float		Environment Live	C
414	2010	ANNUAL	KG	1	47.49305029	29.53949468	125	KWT	Kuwait	1.46	Float		Environment Live	C
417	2010	ANNUAL	KG	1	74.52324839	41.46204516	120	KGZ	Kyrgyzstan	12.36	Float		Environment Live	C
417	2010	ANNUAL	KG	1	74.52324839	41.46204516	120	KGZ	Kyrgyzstan	12.36	Float		Environment Live	C
418	2010	ANNUAL	KG	1	101.9901968	20.27482773	126	LAO	Lao People's Democratic Republic	7.67	Float		Environment Live	C
418	2010	ANNUAL	KG	1	101.9901968	20.27482773	126	LAO	Lao People's Democratic Republic	7.67	Float		Environment Live	C
422	2010	ANNUAL	KG	1	35.89391711	33.92152458	127	LBN	Lebanon	2.16	Float		Environment Live	C
422	2010	ANNUAL	KG	1	35.89391711	33.92152458	127	LBN	Lebanon	2.16	Float		Environment Live	C
426	2010	ANNUAL	KG	1	28.25362195	-29.58041814	133	LSO	Lesotho	5.59	Float		Environment Live	C
426	2010	ANNUAL	KG	1	28.25362195	-29.58041814	133	LSO	Lesotho	5.59	Float		Environment Live	C
428	2010	ANNUAL	KG	1	26.42461876	56.64196636	136	LVA	Latvia	2.69	Float		Environment Live	C
428	2010	ANNUAL	KG	1	26.42461876	56.64196636	136	LVA	Latvia	2.69	Float		Environment Live	C
430	2010	ANNUAL	KG	1	-9.311879038	6.448381009	128	LBR	Liberia	3.8	Float		Environment Live	C
430	2010	ANNUAL	KG	1	-9.311879038	6.448381009	128	LBR	Liberia	3.8	Float		Environment Live	C
434	2010	ANNUAL	KG	1	18.0295985	27.04042819	129	LBY	Libya	0.4	Float		Environment Live	C
434	2010	ANNUAL	KG	1	18.0295985	27.04042819	129	LBY	Libya	0.4	Float		Environment Live	C
438	2010	ANNUAL	KG	1	9.552985019	47.14167005	131	LIE	Liechtenstein	0.39	Float		Environment Live	C
438	2010	ANNUAL	KG	1	9.552985019	47.14167005	131	LIE	Liechtenstein	0.39	Float		Environment Live	C
440	2010	ANNUAL	KG	1	23.90517807	55.33680309	134	LTU	Lithuania	2.78	Float		Environment Live	C
440	2010	ANNUAL	KG	1	23.90517807	55.33680309	134	LTU	Lithuania	2.78	Float		Environment Live	C
442	2010	ANNUAL	KG	1	6.092656563	49.77679538	135	LUX	Luxembourg					
446	2010	ANNUAL	KG	1	113.5665388	22.1237259	137	MAC	China, Macao Special Administrative Region					
450	2010	ANNUAL	KG	1	46.6982339	-19.38514785	142	MDG	Madagascar	3.2	Float		Environment Live	C
450	2010	ANNUAL	KG	1	46.6982339	-19.38514785	142	MDG	Madagascar	3.2	Float		Environment Live	C
454	2010	ANNUAL	KG	1	33.4884625	-13.40819859	158	MWI	Malawi	3.33	Float		Environment Live	C
454	2010	ANNUAL	KG	1	33.4884625	-13.40819859	158	MWI	Malawi	3.33	Float		Environment Live	C
458	2010	ANNUAL	KG	1	116.8346314	5.452415309	159	MYS	Malaysia	2.75	Float		Environment Live	C
458	2010	ANNUAL	KG	1	116.8346314	5.452415309	159	MYS	Malaysia	2.75	Float		Environment Live	C
462	2010	ANNUAL	KG	1	73.09672546	-0.614385021	143	MDV	Maldives	2.75	Float		Environment Live	C
462	2010	ANNUAL	KG	1	73.09672546	-0.614385021	143	MDV	Maldives	2.75	Float		Environment Live	C
466	2010	ANNUAL	KG	1	-3.522016039	17.35311254	147	MLI	Mali	8.55	Float		Environment Live	C
466	2010	ANNUAL	KG	1	-3.522016039	17.35311254	147	MLI	Mali	8.55	Float		Environment Live	C
470	2010	ANNUAL	KG	1	14.44617519	35.89194275	148	MLT	Malta	1.19	Float		Environment Live	C
470	2010	ANNUAL	KG	1	14.44617519	35.89194275	148	MLT	Malta	1.19	Float		Environment Live	C
474	2010	ANNUAL	KG	1	-60.91544135	14.56086108	156	MTQ	Martinique					
478	2010	ANNUAL	KG	1	-10.33187259	20.26089546	154	MRT	Mauritania	3.14	Float		Environment Live	C
478	2010	ANNUAL	KG	1	-10.33187259	20.26089546	154	MRT	Mauritania	3.14	Float		Environment Live	C
480	2010	ANNUAL	KG	1	57.568022	-20.28581998	157	MUS	Mauritius	2.52	Float		Environment Live	C
480	2010	ANNUAL	KG	1	57.568022	-20.28581998	157	MUS	Mauritius	2.52	Float		Environment Live	C
484	2010	ANNUAL	KG	1	-102.5148166	23.93378032	144	MEX	Mexico	1.04	Float		Environment Live	C
484	2010	ANNUAL	KG	1	-102.5148166	23.93378032	144	MEX	Mexico	1.04	Float		Environment Live	C
492	2010	ANNUAL	KG	1	7.424214814	43.73532918	140	MCO	Monaco					
496	2010	ANNUAL	KG	1	103.0728057	46.83892054	151	MNG	Mongolia	6.91	Float		Environment Live	C
496	2010	ANNUAL	KG	1	103.0728057	46.83892054	151	MNG	Mongolia	6.91	Float		Environment Live	C
498	2010	ANNUAL	KG	1	28.4650624	47.20236795	141	MDA	Republic of Moldova	0.53	Float		Environment Live	C
498	2010	ANNUAL	KG	1	28.4650624	47.20236795	141	MDA	Republic of Moldova	0.53	Float		Environment Live	C
499	2010	ANNUAL	KG	1	19.25214024	42.78717043	150	MNE	Montenegro	4.78	Float		Environment Live	C
499	2010	ANNUAL	KG	1	19.25214024	42.78717043	150	MNE	Montenegro	4.78	Float		Environment Live	C
500	2010	ANNUAL	KG	1	-62.19261223	16.73558313	155	MSR	Montserrat					
504	2010	ANNUAL	KG	1	-6.281942841	31.8440131	139	MAR	Morocco	1.42	Float		Environment Live	C
504	2010	ANNUAL	KG	1	-6.281942841	31.8440131	139	MAR	Morocco	1.42	Float		Environment Live	C
508	2010	ANNUAL	KG	1	38.18479941	-14.27963886	153	MOZ	Mozambique	3.35	Float		Environment Live	C
508	2010	ANNUAL	KG	1	38.18479941	-14.27963886	153	MOZ	Mozambique	3.35	Float		Environment Live	C
