series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	CON_USD	579.8	605.7	677.3	681.2	749.6	985	894.1	938.2	1026.2	1154.7	1249.9	1224.3	1207.4	1239.7	1388.9	1288	1047.4	1234.28	2016	1047.4		
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	CON_USD																						
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	CON_USD	6134.9	6329.5	7701.5	8337.8	8714.5	10112	10361.2	8636.6	8835.8	10562.7	11260.3	10693.8	10583.1	9584.2	8935.7	9039.3	9457.4	9519.94	2016	9457.4		
2017.Q2.G.01	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	CON_USD																						
