geoAreaCode	sliceId	Age	Freq	Location	Sex	Units	Bounds	X	Y	OBJECTID	ISO3CD	geoAreaName	years	value
659	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-62.76628613	17.33994219	123	KNA	Saint Kitts and Nevis	2012-2016	
660	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-63.05651612	18.21525315	4	AIA	Anguilla	2012-2016	
662	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-60.96529553	13.89405601	130	LCA	Saint Lucia	2012-2016	
663	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-63.04505461	18.0882685	138	MAF	Saint Martin (French Part)	2012-2016	
666	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-56.33682442	46.85812735	209	SPM	Saint Pierre and Miquelon	2012-2016	
670	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-61.19024321	13.24627968	251	VCT	Saint Vincent and the Grenadines	2012-2016	
674	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	12.46329038	43.93841766	207	SMR	San Marino	2012-2016	
678	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	6.609772265	0.241554875	212	STP	Sao Tome and Principe	2012-2016	
682	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	44.54763347	24.12594211	197	SAU	Saudi Arabia	2012-2016	
686	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-14.46636926	14.35920905	199	SEN	Senegal	2012-2016	
688	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	20.805876	44.03145697	210	SRB	Serbia	2012-2016	
690	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	55.46561591	-4.678053059	219	SYC	Seychelles	2012-2016	
694	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-11.78306584	8.568604164	205	SLE	Sierra Leone	2012-2016	
702	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	103.8107883	1.361009155	200	SGP	Singapore	2012-2016	
703	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	19.48495604	48.70741446	214	SVK	Slovakia	2012-2016	
704	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	105.802499	10.09643079	256	VNM	Viet Nam	2012-2016	
705	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	14.82209486	46.11958061	215	SVN	Slovenia	2012-2016	
706	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	46.20367477	4.406485729	208	SOM	Somalia	2012-2016	
710	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	24.67184355	-29.99957544	283	ZAF	South Africa	2012-2016	
716	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	29.86909584	-19.00075492	285	ZWE	Zimbabwe	2012-2016	
724	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-3.554078296	40.39211472	71	ESP	Spain	2012-2016	
728	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	30.32618773	7.290839152	211	SSD	South Sudan	2012-2016	
732	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-13.13515523	24.66265342	70	ESH	Western Sahara	2012-2016	
736	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	29.95650159	16.02643066	198	SDN	Sudan	2012-2016	
740	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-55.90626394	4.132603197	213	SUR	Suriname	2012-2016	
744	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	13.38071013	78.82894131	203	SJM	Svalbard and Jan Mayen Islands	2012-2016	
748	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	31.50149288	-26.56471011	217	SWZ	Swaziland	2012-2016	
752	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	14.3775338	60.60103109	216	SWE	Sweden	2012-2016	
756	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	8.223158	46.96617097	43	CHE	Switzerland	2012-2016	
760	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	38.50466565	35.01676176	220	SYR	Syrian Arab Republic (Syria)	2012-2016	
762	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	69.294998	38.43069666	225	TJK	Tajikistan	2012-2016	0.997898
764	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	101.0202951	15.13089239	224	THA	Thailand	2012-2016	
768	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	0.97835765	8.532096072	223	TGO	Togo	2012-2016	
772	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-171.8154473	-9.214545558	226	TKL	Tokelau	2012-2016	
776	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-175.1959991	-21.19511329	229	TON	Tonga	2012-2016	
780	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-61.29389504	10.41877263	230	TTO	Trinidad and Tobago	2012-2016	
784	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	53.98279159	23.43322219	9	ARE	United Arab Emirates	2012-2016	
788	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	9.572737411	34.11439971	231	TUN	Tunisia	2012-2016	
792	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	35.42890329	38.9899684	232	TUR	Turkey	2012-2016	
795	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	58.9787665	40.0912346	227	TKM	Turkmenistan	2012-2016	
796	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-71.745121	21.80780585	221	TCA	Turks and Caicos Islands	2012-2016	
798	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	178.6679611	-7.460048071	233	TUV	Tuvalu	2012-2016	
800	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	32.39100438	1.279557331	236	UGA	Uganda	2012-2016	
804	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	31.40270802	49.00735945	237	UKR	Ukraine	2012-2016	
807	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	21.7007909	41.60048068	146	MKD	Macedonia, Republic of	2012-2016	
818	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	29.77468534	26.57438204	68	EGY	Egypt	2012-2016	
826	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-2.23830539	53.27691757	81	GBR	United Kingdom	2012-2016	
831	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-2.200712402	49.71561166	83	GGY	Guernsey	2012-2016	
832	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-2.136773508	49.22353354	115	JEY	Jersey	2012-2016	
833	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-4.538190305	54.22880901	105	IMN	Isle of Man	2012-2016	
834	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	34.80521182	-6.265332606	235	TZA	Tanzania, United Republic of	2012-2016	
840	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-99.13830311	39.5277871	248	USA	United States of America	2012-2016	
850	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-64.76960113	17.73297693	255	VIR	United States Virgin Islands	2012-2016	
854	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-1.742843829	12.27491081	23	BFA	Burkina Faso	2012-2016	
858	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-56.01387025	-32.8002838	247	URY	Uruguay	2012-2016	
860	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	63.11944558	41.77560518	249	UZB	Uzbekistan	2012-2016	
862	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-66.15642084	7.121324748	253	VEN	Venezuela (Bolivarian Republic)	2012-2016	
876	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-176.2034788	-13.28471201	258	WLF	Wallis and Futuna Islands	2012-2016	
882	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-172.4430749	-13.61541469	259	WSM	Samoa	2012-2016	
887	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	45.22389143	15.22242099	282	YEM	Yemen	2012-2016	
894	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	27.850329	-14.59701056	284	ZMB	Zambia	2012-2016	
