geoAreaCode	sliceId	Freq	Location	Units	X	Y	OBJECTID	ISO3CD	geoAreaName	years	value
440	2	ANNUAL	RURAL	NOTAP	23.90517807	55.33680309	134	LTU	Lithuania	2013-2017	0
442	1	ANNUAL	URBAN	NOTAP	6.092656563	49.77679538	135	LUX	Luxembourg	2013-2017	
442	2	ANNUAL	RURAL	NOTAP	6.092656563	49.77679538	135	LUX	Luxembourg	2013-2017	
446	1	ANNUAL	URBAN	NOTAP	113.5665388	22.1237259	137	MAC	China, Macao Special Administrative Region	2013-2017	
446	2	ANNUAL	RURAL	NOTAP	113.5665388	22.1237259	137	MAC	China, Macao Special Administrative Region	2013-2017	
450	1	ANNUAL	URBAN	NOTAP	46.6982339	-19.38514785	142	MDG	Madagascar	2013-2017	1
450	2	ANNUAL	RURAL	NOTAP	46.6982339	-19.38514785	142	MDG	Madagascar	2013-2017	0
454	1	ANNUAL	URBAN	NOTAP	33.4884625	-13.40819859	158	MWI	Malawi	2013-2017	
454	2	ANNUAL	RURAL	NOTAP	33.4884625	-13.40819859	158	MWI	Malawi	2013-2017	
458	1	ANNUAL	URBAN	NOTAP	116.8346314	5.452415309	159	MYS	Malaysia	2013-2017	
458	2	ANNUAL	RURAL	NOTAP	116.8346314	5.452415309	159	MYS	Malaysia	2013-2017	
462	1	ANNUAL	URBAN	NOTAP	73.09672546	-0.614385021	143	MDV	Maldives	2013-2017	0
462	2	ANNUAL	RURAL	NOTAP	73.09672546	-0.614385021	143	MDV	Maldives	2013-2017	0
466	1	ANNUAL	URBAN	NOTAP	-3.522016039	17.35311254	147	MLI	Mali	2013-2017	0.5
466	2	ANNUAL	RURAL	NOTAP	-3.522016039	17.35311254	147	MLI	Mali	2013-2017	0.5
470	1	ANNUAL	URBAN	NOTAP	14.44617519	35.89194275	148	MLT	Malta	2013-2017	
470	2	ANNUAL	RURAL	NOTAP	14.44617519	35.89194275	148	MLT	Malta	2013-2017	
474	1	ANNUAL	URBAN	NOTAP	-60.91544135	14.56086108	156	MTQ	Martinique	2013-2017	
474	2	ANNUAL	RURAL	NOTAP	-60.91544135	14.56086108	156	MTQ	Martinique	2013-2017	
478	1	ANNUAL	URBAN	NOTAP	-10.33187259	20.26089546	154	MRT	Mauritania	2013-2017	
478	2	ANNUAL	RURAL	NOTAP	-10.33187259	20.26089546	154	MRT	Mauritania	2013-2017	
480	1	ANNUAL	URBAN	NOTAP	57.568022	-20.28581998	157	MUS	Mauritius	2013-2017	
480	2	ANNUAL	RURAL	NOTAP	57.568022	-20.28581998	157	MUS	Mauritius	2013-2017	
484	1	ANNUAL	URBAN	NOTAP	-102.5148166	23.93378032	144	MEX	Mexico	2013-2017	0.5
484	2	ANNUAL	RURAL	NOTAP	-102.5148166	23.93378032	144	MEX	Mexico	2013-2017	0
492	1	ANNUAL	URBAN	NOTAP	7.424214814	43.73532918	140	MCO	Monaco	2013-2017	
492	2	ANNUAL	RURAL	NOTAP	7.424214814	43.73532918	140	MCO	Monaco	2013-2017	
496	1	ANNUAL	URBAN	NOTAP	103.0728057	46.83892054	151	MNG	Mongolia	2013-2017	0
496	2	ANNUAL	RURAL	NOTAP	103.0728057	46.83892054	151	MNG	Mongolia	2013-2017	1
498	1	ANNUAL	URBAN	NOTAP	28.4650624	47.20236795	141	MDA	Republic of Moldova	2013-2017	
498	2	ANNUAL	RURAL	NOTAP	28.4650624	47.20236795	141	MDA	Republic of Moldova	2013-2017	
499	1	ANNUAL	URBAN	NOTAP	19.25214024	42.78717043	150	MNE	Montenegro	2013-2017	
499	2	ANNUAL	RURAL	NOTAP	19.25214024	42.78717043	150	MNE	Montenegro	2013-2017	
500	1	ANNUAL	URBAN	NOTAP	-62.19261223	16.73558313	155	MSR	Montserrat	2013-2017	
500	2	ANNUAL	RURAL	NOTAP	-62.19261223	16.73558313	155	MSR	Montserrat	2013-2017	
504	1	ANNUAL	URBAN	NOTAP	-6.281942841	31.8440131	139	MAR	Morocco	2013-2017	
504	2	ANNUAL	RURAL	NOTAP	-6.281942841	31.8440131	139	MAR	Morocco	2013-2017	
508	1	ANNUAL	URBAN	NOTAP	38.18479941	-14.27963886	153	MOZ	Mozambique	2013-2017	0.5
508	2	ANNUAL	RURAL	NOTAP	38.18479941	-14.27963886	153	MOZ	Mozambique	2013-2017	0.5
512	1	ANNUAL	URBAN	NOTAP	57.87743482	21.98805614	173	OMN	Oman	2013-2017	
512	2	ANNUAL	RURAL	NOTAP	57.87743482	21.98805614	173	OMN	Oman	2013-2017	
516	1	ANNUAL	URBAN	NOTAP	17.21907885	-22.13817068	161	NAM	Namibia	2013-2017	
516	2	ANNUAL	RURAL	NOTAP	17.21907885	-22.13817068	161	NAM	Namibia	2013-2017	
520	1	ANNUAL	URBAN	NOTAP	166.92313	-0.528742623	171	NRU	Nauru	2013-2017	
520	2	ANNUAL	RURAL	NOTAP	166.92313	-0.528742623	171	NRU	Nauru	2013-2017	
524	1	ANNUAL	URBAN	NOTAP	83.94678863	28.25866332	170	NPL	Nepal	2013-2017	0
524	2	ANNUAL	RURAL	NOTAP	83.94678863	28.25866332	170	NPL	Nepal	2013-2017	0
528	1	ANNUAL	URBAN	NOTAP	5.331480568	51.86728884	168	NLD	Netherlands	2013-2017	
528	2	ANNUAL	RURAL	NOTAP	5.331480568	51.86728884	168	NLD	Netherlands	2013-2017	
530	1	ANNUAL	URBAN	NOTAP	-68.30676179	12.22720635	8	ANT	Netherlands Antilles	2013-2017	
530	2	ANNUAL	RURAL	NOTAP	-68.30676179	12.22720635	8	ANT	Netherlands Antilles	2013-2017	
531	1	ANNUAL	URBAN	NOTAP	-68.95033464	12.15058042	56	CUW	Curaçao	2013-2017	
531	2	ANNUAL	RURAL	NOTAP	-68.95033464	12.15058042	56	CUW	Curaçao	2013-2017	
533	1	ANNUAL	URBAN	NOTAP	-69.97050586	12.50878756	1	ABW	Aruba	2013-2017	
533	2	ANNUAL	RURAL	NOTAP	-69.97050586	12.50878756	1	ABW	Aruba	2013-2017	
534	1	ANNUAL	URBAN	NOTAP	-63.06198692	18.03926508	218	SXM	Sint Maarten (Dutch part)	2013-2017	
534	2	ANNUAL	RURAL	NOTAP	-63.06198692	18.03926508	218	SXM	Sint Maarten (Dutch part)	2013-2017	
540	1	ANNUAL	URBAN	NOTAP	165.5067368	-21.41742531	162	NCL	New Caledonia	2013-2017	
540	2	ANNUAL	RURAL	NOTAP	165.5067368	-21.41742531	162	NCL	New Caledonia	2013-2017	
548	1	ANNUAL	URBAN	NOTAP	167.0679779	-15.34445547	257	VUT	Vanuatu	2013-2017	0.5
548	2	ANNUAL	RURAL	NOTAP	167.0679779	-15.34445547	257	VUT	Vanuatu	2013-2017	0.5
554	1	ANNUAL	URBAN	NOTAP	170.4755673	-43.98721568	172	NZL	New Zealand	2013-2017	
554	2	ANNUAL	RURAL	NOTAP	170.4755673	-43.98721568	172	NZL	New Zealand	2013-2017	
558	1	ANNUAL	URBAN	NOTAP	-85.03060315	12.84210839	166	NIC	Nicaragua	2013-2017	
558	2	ANNUAL	RURAL	NOTAP	-85.03060315	12.84210839	166	NIC	Nicaragua	2013-2017	
562	1	ANNUAL	URBAN	NOTAP	9.400167877	17.42143036	163	NER	Niger	2013-2017	
562	2	ANNUAL	RURAL	NOTAP	9.400167877	17.42143036	163	NER	Niger	2013-2017	
566	1	ANNUAL	URBAN	NOTAP	8.097363256	9.585789025	165	NGA	Nigeria	2013-2017	0
566	2	ANNUAL	RURAL	NOTAP	8.097363256	9.585789025	165	NGA	Nigeria	2013-2017	0
570	1	ANNUAL	URBAN	NOTAP	-169.8601693	-19.05000475	167	NIU	Niue	2013-2017	
570	2	ANNUAL	RURAL	NOTAP	-169.8601693	-19.05000475	167	NIU	Niue	2013-2017	
574	1	ANNUAL	URBAN	NOTAP	167.9515548	-29.03230018	164	NFK	Norfolk Island	2013-2017	
574	2	ANNUAL	RURAL	NOTAP	167.9515548	-29.03230018	164	NFK	Norfolk Island	2013-2017	
578	1	ANNUAL	URBAN	NOTAP	11.47846389	61.34311134	169	NOR	Norway	2013-2017	
578	2	ANNUAL	RURAL	NOTAP	11.47846389	61.34311134	169	NOR	Norway	2013-2017	
580	1	ANNUAL	URBAN	NOTAP	145.7582114	15.19099517	152	MNP	Northern Mariana Islands	2013-2017	
580	2	ANNUAL	RURAL	NOTAP	145.7582114	15.19099517	152	MNP	Northern Mariana Islands	2013-2017	
581	1	ANNUAL	URBAN	NOTAP	-162.4343752	5.874443968	245	UMI	US Minor Outlying Islands	2013-2017	
581	2	ANNUAL	RURAL	NOTAP	-162.4343752	5.874443968	245	UMI	US Minor Outlying Islands	2013-2017	
583	1	ANNUAL	URBAN	NOTAP	158.225216	6.880670092	79	FSM	Micronesia, Federated States of	2013-2017	
583	2	ANNUAL	RURAL	NOTAP	158.225216	6.880670092	79	FSM	Micronesia, Federated States of	2013-2017	
584	1	ANNUAL	URBAN	NOTAP	171.0839119	7.110213497	145	MHL	Marshall Islands	2013-2017	
584	2	ANNUAL	RURAL	NOTAP	171.0839119	7.110213497	145	MHL	Marshall Islands	2013-2017	
585	1	ANNUAL	URBAN	NOTAP	134.5733878	7.502307591	179	PLW	Palau	2013-2017	
585	2	ANNUAL	RURAL	NOTAP	134.5733878	7.502307591	179	PLW	Palau	2013-2017	
586	1	ANNUAL	URBAN	NOTAP	68.80479684	29.36491634	174	PAK	Pakistan	2013-2017	1
586	2	ANNUAL	RURAL	NOTAP	68.80479684	29.36491634	174	PAK	Pakistan	2013-2017	0
591	1	ANNUAL	URBAN	NOTAP	-81.26616623	8.450965746	175	PAN	Panama	2013-2017	0.5
591	2	ANNUAL	RURAL	NOTAP	-81.26616623	8.450965746	175	PAN	Panama	2013-2017	0
598	1	ANNUAL	URBAN	NOTAP	145.8587761	-6.756057077	180	PNG	Papua New Guinea	2013-2017	
598	2	ANNUAL	RURAL	NOTAP	145.8587761	-6.756057077	180	PNG	Papua New Guinea	2013-2017	
600	1	ANNUAL	URBAN	NOTAP	-60.54854225	-21.70216237	187	PRY	Paraguay	2013-2017	0
600	2	ANNUAL	RURAL	NOTAP	-60.54854225	-21.70216237	187	PRY	Paraguay	2013-2017	1
604	1	ANNUAL	URBAN	NOTAP	-71.82093277	-13.58939705	177	PER	Peru	2013-2017	0
604	2	ANNUAL	RURAL	NOTAP	-71.82093277	-13.58939705	177	PER	Peru	2013-2017	0
608	1	ANNUAL	URBAN	NOTAP	120.8601418	14.16591706	178	PHL	Philippines	2013-2017	0
608	2	ANNUAL	RURAL	NOTAP	120.8601418	14.16591706	178	PHL	Philippines	2013-2017	0
612	1	ANNUAL	URBAN	NOTAP	-128.3225873	-24.37538456	176	PCN	Pitcairn	2013-2017	
612	2	ANNUAL	RURAL	NOTAP	-128.3225873	-24.37538456	176	PCN	Pitcairn	2013-2017	
616	1	ANNUAL	URBAN	NOTAP	19.40660158	52.1226733	181	POL	Poland	2013-2017	
616	2	ANNUAL	RURAL	NOTAP	19.40660158	52.1226733	181	POL	Poland	2013-2017	
620	1	ANNUAL	URBAN	NOTAP	-7.961599811	39.68509315	186	PRT	Portugal	2013-2017	
620	2	ANNUAL	RURAL	NOTAP	-7.961599811	39.68509315	186	PRT	Portugal	2013-2017	
624	1	ANNUAL	URBAN	NOTAP	-14.40182514	12.11760394	89	GNB	Guinea-Bissau	2013-2017	
624	2	ANNUAL	RURAL	NOTAP	-14.40182514	12.11760394	89	GNB	Guinea-Bissau	2013-2017	
626	1	ANNUAL	URBAN	NOTAP	125.9451052	-8.797497247	228	TLS	Timor-Leste	2013-2017	1
626	2	ANNUAL	RURAL	NOTAP	125.9451052	-8.797497247	228	TLS	Timor-Leste	2013-2017	1
630	1	ANNUAL	URBAN	NOTAP	-66.47591017	18.22753799	182	PRI	Puerto Rico	2013-2017	
630	2	ANNUAL	RURAL	NOTAP	-66.47591017	18.22753799	182	PRI	Puerto Rico	2013-2017	
634	1	ANNUAL	URBAN	NOTAP	51.19152467	25.28355379	192	QAT	Qatar	2013-2017	
634	2	ANNUAL	RURAL	NOTAP	51.19152467	25.28355379	192	QAT	Qatar	2013-2017	
638	1	ANNUAL	URBAN	NOTAP	55.53171398	-21.13183266	193	REU	Réunion	2013-2017	
638	2	ANNUAL	RURAL	NOTAP	55.53171398	-21.13183266	193	REU	Réunion	2013-2017	
642	1	ANNUAL	URBAN	NOTAP	24.98481009	45.83893563	194	ROU	Romania	2013-2017	
642	2	ANNUAL	RURAL	NOTAP	24.98481009	45.83893563	194	ROU	Romania	2013-2017	
643	1	ANNUAL	URBAN	NOTAP	99.01404926	61.61899849	195	RUS	Russian Federation	2013-2017	
643	2	ANNUAL	RURAL	NOTAP	99.01404926	61.61899849	195	RUS	Russian Federation	2013-2017	
646	1	ANNUAL	URBAN	NOTAP	29.92310194	-1.999842114	196	RWA	Rwanda	2013-2017	0
646	2	ANNUAL	RURAL	NOTAP	29.92310194	-1.999842114	196	RWA	Rwanda	2013-2017	0
652	1	ANNUAL	URBAN	NOTAP	-62.83173536	17.89513362	29	BLM	Saint Barthélemy	2013-2017	
652	2	ANNUAL	RURAL	NOTAP	-62.83173536	17.89513362	29	BLM	Saint Barthélemy	2013-2017	
654	1	ANNUAL	URBAN	NOTAP	-5.705752501	-15.96503946	202	SHN	Saint Helena	2013-2017	
654	2	ANNUAL	RURAL	NOTAP	-5.705752501	-15.96503946	202	SHN	Saint Helena	2013-2017	
659	1	ANNUAL	URBAN	NOTAP	-62.76628613	17.33994219	123	KNA	Saint Kitts and Nevis	2013-2017	
659	2	ANNUAL	RURAL	NOTAP	-62.76628613	17.33994219	123	KNA	Saint Kitts and Nevis	2013-2017	
660	1	ANNUAL	URBAN	NOTAP	-63.05651612	18.21525315	4	AIA	Anguilla	2013-2017	
660	2	ANNUAL	RURAL	NOTAP	-63.05651612	18.21525315	4	AIA	Anguilla	2013-2017	
662	1	ANNUAL	URBAN	NOTAP	-60.96529553	13.89405601	130	LCA	Saint Lucia	2013-2017	
662	2	ANNUAL	RURAL	NOTAP	-60.96529553	13.89405601	130	LCA	Saint Lucia	2013-2017	
663	1	ANNUAL	URBAN	NOTAP	-63.04505461	18.0882685	138	MAF	Saint Martin (French Part)	2013-2017	
663	2	ANNUAL	RURAL	NOTAP	-63.04505461	18.0882685	138	MAF	Saint Martin (French Part)	2013-2017	
666	1	ANNUAL	URBAN	NOTAP	-56.33682442	46.85812735	209	SPM	Saint Pierre and Miquelon	2013-2017	
666	2	ANNUAL	RURAL	NOTAP	-56.33682442	46.85812735	209	SPM	Saint Pierre and Miquelon	2013-2017	
670	1	ANNUAL	URBAN	NOTAP	-61.19024321	13.24627968	251	VCT	Saint Vincent and the Grenadines	2013-2017	
670	2	ANNUAL	RURAL	NOTAP	-61.19024321	13.24627968	251	VCT	Saint Vincent and the Grenadines	2013-2017	
674	1	ANNUAL	URBAN	NOTAP	12.46329038	43.93841766	207	SMR	San Marino	2013-2017	
674	2	ANNUAL	RURAL	NOTAP	12.46329038	43.93841766	207	SMR	San Marino	2013-2017	
678	1	ANNUAL	URBAN	NOTAP	6.609772265	0.241554875	212	STP	Sao Tome and Principe	2013-2017	
678	2	ANNUAL	RURAL	NOTAP	6.609772265	0.241554875	212	STP	Sao Tome and Principe	2013-2017	
682	1	ANNUAL	URBAN	NOTAP	44.54763347	24.12594211	197	SAU	Saudi Arabia	2013-2017	
682	2	ANNUAL	RURAL	NOTAP	44.54763347	24.12594211	197	SAU	Saudi Arabia	2013-2017	
686	1	ANNUAL	URBAN	NOTAP	-14.46636926	14.35920905	199	SEN	Senegal	2013-2017	0
686	2	ANNUAL	RURAL	NOTAP	-14.46636926	14.35920905	199	SEN	Senegal	2013-2017	0
688	1	ANNUAL	URBAN	NOTAP	20.805876	44.03145697	210	SRB	Serbia	2013-2017	0
688	2	ANNUAL	RURAL	NOTAP	20.805876	44.03145697	210	SRB	Serbia	2013-2017	0.5
690	1	ANNUAL	URBAN	NOTAP	55.46561591	-4.678053059	219	SYC	Seychelles	2013-2017	
690	2	ANNUAL	RURAL	NOTAP	55.46561591	-4.678053059	219	SYC	Seychelles	2013-2017	
694	1	ANNUAL	URBAN	NOTAP	-11.78306584	8.568604164	205	SLE	Sierra Leone	2013-2017	
694	2	ANNUAL	RURAL	NOTAP	-11.78306584	8.568604164	205	SLE	Sierra Leone	2013-2017	
702	1	ANNUAL	URBAN	NOTAP	103.8107883	1.361009155	200	SGP	Singapore	2013-2017	
702	2	ANNUAL	RURAL	NOTAP	103.8107883	1.361009155	200	SGP	Singapore	2013-2017	
703	1	ANNUAL	URBAN	NOTAP	19.48495604	48.70741446	214	SVK	Slovakia	2013-2017	
703	2	ANNUAL	RURAL	NOTAP	19.48495604	48.70741446	214	SVK	Slovakia	2013-2017	
704	1	ANNUAL	URBAN	NOTAP	105.802499	10.09643079	256	VNM	Viet Nam	2013-2017	
704	2	ANNUAL	RURAL	NOTAP	105.802499	10.09643079	256	VNM	Viet Nam	2013-2017	1
705	1	ANNUAL	URBAN	NOTAP	14.82209486	46.11958061	215	SVN	Slovenia	2013-2017	
705	2	ANNUAL	RURAL	NOTAP	14.82209486	46.11958061	215	SVN	Slovenia	2013-2017	
706	1	ANNUAL	URBAN	NOTAP	46.20367477	4.406485729	208	SOM	Somalia	2013-2017	
706	2	ANNUAL	RURAL	NOTAP	46.20367477	4.406485729	208	SOM	Somalia	2013-2017	
710	1	ANNUAL	URBAN	NOTAP	24.67184355	-29.99957544	283	ZAF	South Africa	2013-2017	1
710	2	ANNUAL	RURAL	NOTAP	24.67184355	-29.99957544	283	ZAF	South Africa	2013-2017	0
716	1	ANNUAL	URBAN	NOTAP	29.86909584	-19.00075492	285	ZWE	Zimbabwe	2013-2017	0
716	2	ANNUAL	RURAL	NOTAP	29.86909584	-19.00075492	285	ZWE	Zimbabwe	2013-2017	0
724	1	ANNUAL	URBAN	NOTAP	-3.554078296	40.39211472	71	ESP	Spain	2013-2017	
724	2	ANNUAL	RURAL	NOTAP	-3.554078296	40.39211472	71	ESP	Spain	2013-2017	
728	1	ANNUAL	URBAN	NOTAP	30.32618773	7.290839152	211	SSD	South Sudan	2013-2017	
728	2	ANNUAL	RURAL	NOTAP	30.32618773	7.290839152	211	SSD	South Sudan	2013-2017	
732	1	ANNUAL	URBAN	NOTAP	-13.13515523	24.66265342	70	ESH	Western Sahara	2013-2017	
732	2	ANNUAL	RURAL	NOTAP	-13.13515523	24.66265342	70	ESH	Western Sahara	2013-2017	
736	1	ANNUAL	URBAN	NOTAP	29.95650159	16.02643066	198	SDN	Sudan	2013-2017	
736	2	ANNUAL	RURAL	NOTAP	29.95650159	16.02643066	198	SDN	Sudan	2013-2017	
740	1	ANNUAL	URBAN	NOTAP	-55.90626394	4.132603197	213	SUR	Suriname	2013-2017	
740	2	ANNUAL	RURAL	NOTAP	-55.90626394	4.132603197	213	SUR	Suriname	2013-2017	
744	1	ANNUAL	URBAN	NOTAP	13.38071013	78.82894131	203	SJM	Svalbard and Jan Mayen Islands	2013-2017	
744	2	ANNUAL	RURAL	NOTAP	13.38071013	78.82894131	203	SJM	Svalbard and Jan Mayen Islands	2013-2017	
748	1	ANNUAL	URBAN	NOTAP	31.50149288	-26.56471011	217	SWZ	Swaziland	2013-2017	
748	2	ANNUAL	RURAL	NOTAP	31.50149288	-26.56471011	217	SWZ	Swaziland	2013-2017	
752	1	ANNUAL	URBAN	NOTAP	14.3775338	60.60103109	216	SWE	Sweden	2013-2017	
752	2	ANNUAL	RURAL	NOTAP	14.3775338	60.60103109	216	SWE	Sweden	2013-2017	
756	1	ANNUAL	URBAN	NOTAP	8.223158	46.96617097	43	CHE	Switzerland	2013-2017	
756	2	ANNUAL	RURAL	NOTAP	8.223158	46.96617097	43	CHE	Switzerland	2013-2017	
760	1	ANNUAL	URBAN	NOTAP	38.50466565	35.01676176	220	SYR	Syrian Arab Republic (Syria)	2013-2017	
760	2	ANNUAL	RURAL	NOTAP	38.50466565	35.01676176	220	SYR	Syrian Arab Republic (Syria)	2013-2017	
762	1	ANNUAL	URBAN	NOTAP	69.294998	38.43069666	225	TJK	Tajikistan	2013-2017	0.5
762	2	ANNUAL	RURAL	NOTAP	69.294998	38.43069666	225	TJK	Tajikistan	2013-2017	1
764	1	ANNUAL	URBAN	NOTAP	101.0202951	15.13089239	224	THA	Thailand	2013-2017	0
764	2	ANNUAL	RURAL	NOTAP	101.0202951	15.13089239	224	THA	Thailand	2013-2017	0
768	1	ANNUAL	URBAN	NOTAP	0.97835765	8.532096072	223	TGO	Togo	2013-2017	
768	2	ANNUAL	RURAL	NOTAP	0.97835765	8.532096072	223	TGO	Togo	2013-2017	
772	1	ANNUAL	URBAN	NOTAP	-171.8154473	-9.214545558	226	TKL	Tokelau	2013-2017	
772	2	ANNUAL	RURAL	NOTAP	-171.8154473	-9.214545558	226	TKL	Tokelau	2013-2017	
776	1	ANNUAL	URBAN	NOTAP	-175.1959991	-21.19511329	229	TON	Tonga	2013-2017	0
776	2	ANNUAL	RURAL	NOTAP	-175.1959991	-21.19511329	229	TON	Tonga	2013-2017	0
780	1	ANNUAL	URBAN	NOTAP	-61.29389504	10.41877263	230	TTO	Trinidad and Tobago	2013-2017	
780	2	ANNUAL	RURAL	NOTAP	-61.29389504	10.41877263	230	TTO	Trinidad and Tobago	2013-2017	
784	1	ANNUAL	URBAN	NOTAP	53.98279159	23.43322219	9	ARE	United Arab Emirates	2013-2017	
784	2	ANNUAL	RURAL	NOTAP	53.98279159	23.43322219	9	ARE	United Arab Emirates	2013-2017	
788	1	ANNUAL	URBAN	NOTAP	9.572737411	34.11439971	231	TUN	Tunisia	2013-2017	
788	2	ANNUAL	RURAL	NOTAP	9.572737411	34.11439971	231	TUN	Tunisia	2013-2017	
792	1	ANNUAL	URBAN	NOTAP	35.42890329	38.9899684	232	TUR	Turkey	2013-2017	
792	2	ANNUAL	RURAL	NOTAP	35.42890329	38.9899684	232	TUR	Turkey	2013-2017	
795	1	ANNUAL	URBAN	NOTAP	58.9787665	40.0912346	227	TKM	Turkmenistan	2013-2017	
795	2	ANNUAL	RURAL	NOTAP	58.9787665	40.0912346	227	TKM	Turkmenistan	2013-2017	
796	1	ANNUAL	URBAN	NOTAP	-71.745121	21.80780585	221	TCA	Turks and Caicos Islands	2013-2017	
796	2	ANNUAL	RURAL	NOTAP	-71.745121	21.80780585	221	TCA	Turks and Caicos Islands	2013-2017	
798	1	ANNUAL	URBAN	NOTAP	178.6679611	-7.460048071	233	TUV	Tuvalu	2013-2017	
798	2	ANNUAL	RURAL	NOTAP	178.6679611	-7.460048071	233	TUV	Tuvalu	2013-2017	
800	1	ANNUAL	URBAN	NOTAP	32.39100438	1.279557331	236	UGA	Uganda	2013-2017	
800	2	ANNUAL	RURAL	NOTAP	32.39100438	1.279557331	236	UGA	Uganda	2013-2017	
804	1	ANNUAL	URBAN	NOTAP	31.40270802	49.00735945	237	UKR	Ukraine	2013-2017	1
804	2	ANNUAL	RURAL	NOTAP	31.40270802	49.00735945	237	UKR	Ukraine	2013-2017	
807	1	ANNUAL	URBAN	NOTAP	21.7007909	41.60048068	146	MKD	Macedonia, Republic of	2013-2017	
807	2	ANNUAL	RURAL	NOTAP	21.7007909	41.60048068	146	MKD	Macedonia, Republic of	2013-2017	
818	1	ANNUAL	URBAN	NOTAP	29.77468534	26.57438204	68	EGY	Egypt	2013-2017	
818	2	ANNUAL	RURAL	NOTAP	29.77468534	26.57438204	68	EGY	Egypt	2013-2017	
826	1	ANNUAL	URBAN	NOTAP	-2.23830539	53.27691757	81	GBR	United Kingdom	2013-2017	
826	2	ANNUAL	RURAL	NOTAP	-2.23830539	53.27691757	81	GBR	United Kingdom	2013-2017	
831	1	ANNUAL	URBAN	NOTAP	-2.200712402	49.71561166	83	GGY	Guernsey	2013-2017	
831	2	ANNUAL	RURAL	NOTAP	-2.200712402	49.71561166	83	GGY	Guernsey	2013-2017	
832	1	ANNUAL	URBAN	NOTAP	-2.136773508	49.22353354	115	JEY	Jersey	2013-2017	
832	2	ANNUAL	RURAL	NOTAP	-2.136773508	49.22353354	115	JEY	Jersey	2013-2017	
833	1	ANNUAL	URBAN	NOTAP	-4.538190305	54.22880901	105	IMN	Isle of Man	2013-2017	
833	2	ANNUAL	RURAL	NOTAP	-4.538190305	54.22880901	105	IMN	Isle of Man	2013-2017	
834	1	ANNUAL	URBAN	NOTAP	34.80521182	-6.265332606	235	TZA	Tanzania, United Republic of	2013-2017	0
834	2	ANNUAL	RURAL	NOTAP	34.80521182	-6.265332606	235	TZA	Tanzania, United Republic of	2013-2017	0
840	1	ANNUAL	URBAN	NOTAP	-99.13830311	39.5277871	248	USA	United States of America	2013-2017	
840	2	ANNUAL	RURAL	NOTAP	-99.13830311	39.5277871	248	USA	United States of America	2013-2017	
850	1	ANNUAL	URBAN	NOTAP	-64.76960113	17.73297693	255	VIR	United States Virgin Islands	2013-2017	
850	2	ANNUAL	RURAL	NOTAP	-64.76960113	17.73297693	255	VIR	United States Virgin Islands	2013-2017	
854	1	ANNUAL	URBAN	NOTAP	-1.742843829	12.27491081	23	BFA	Burkina Faso	2013-2017	
854	2	ANNUAL	RURAL	NOTAP	-1.742843829	12.27491081	23	BFA	Burkina Faso	2013-2017	
858	1	ANNUAL	URBAN	NOTAP	-56.01387025	-32.8002838	247	URY	Uruguay	2013-2017	0.5
858	2	ANNUAL	RURAL	NOTAP	-56.01387025	-32.8002838	247	URY	Uruguay	2013-2017	
860	1	ANNUAL	URBAN	NOTAP	63.11944558	41.77560518	249	UZB	Uzbekistan	2013-2017	
860	2	ANNUAL	RURAL	NOTAP	63.11944558	41.77560518	249	UZB	Uzbekistan	2013-2017	
862	1	ANNUAL	URBAN	NOTAP	-66.15642084	7.121324748	253	VEN	Venezuela (Bolivarian Republic)	2013-2017	
862	2	ANNUAL	RURAL	NOTAP	-66.15642084	7.121324748	253	VEN	Venezuela (Bolivarian Republic)	2013-2017	
876	1	ANNUAL	URBAN	NOTAP	-176.2034788	-13.28471201	258	WLF	Wallis and Futuna Islands	2013-2017	
876	2	ANNUAL	RURAL	NOTAP	-176.2034788	-13.28471201	258	WLF	Wallis and Futuna Islands	2013-2017	
882	1	ANNUAL	URBAN	NOTAP	-172.4430749	-13.61541469	259	WSM	Samoa	2013-2017	
882	2	ANNUAL	RURAL	NOTAP	-172.4430749	-13.61541469	259	WSM	Samoa	2013-2017	
887	1	ANNUAL	URBAN	NOTAP	45.22389143	15.22242099	282	YEM	Yemen	2013-2017	
887	2	ANNUAL	RURAL	NOTAP	45.22389143	15.22242099	282	YEM	Yemen	2013-2017	
894	1	ANNUAL	URBAN	NOTAP	27.850329	-14.59701056	284	ZMB	Zambia	2013-2017	
894	2	ANNUAL	RURAL	NOTAP	27.850329	-14.59701056	284	ZMB	Zambia	2013-2017	
