series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2005	2010	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	100	25.23763153	42.75731323	BGR	Bulgaria	1	ANNUAL	KMSQ					2850	2850	2016	2850	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	104	96.51752295	21.19332882	MMR	Myanmar	1	ANNUAL	KMSQ					269	269	2016	269	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	108	29.89080992	-3.366387428	BDI	Burundi	1	ANNUAL	KMSQ										
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	112	28.04940161	53.54193075	BLR	Belarus	1	ANNUAL	KMSQ										
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	116	104.922836	12.71163737	KHM	Cambodia	1	ANNUAL	KMSQ					89	89	2016	89	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	120	12.7419827	5.692387031	CMR	Cameroon	1	ANNUAL	KMSQ					501	501	2016	501	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	124	-101.6575058	57.72360191	CAN	Canada	1	ANNUAL	KMSQ					49680	49680	2016	49680	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	ANNUAL	KMSQ										
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	ANNUAL	KMSQ					93	93	2016	93	Protected Planet: The World Database on Protected Areas (WDPA) [On-line], January, 2017, International Union for Conservation of Nature (IUCN) and United Nations Environment Programme's World Conservation Monitoring Centre (UNEP-WCMC).	
2017.Q2.G.01	ER_MRN_MARINT	Coverage of protected areas in relation to marine areas	140	20.93559492	7.003720791	CAF	Central African Republic	1	ANNUAL	KMSQ										
