geoAreaCode	years	Age	Freq	Location	Sex	Units	Bounds	sliceId	series.release	series.code	series.description	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
84	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-88.70199554	17.19965901	31	BLZ	Belize	669	Float			M
86	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	72.38715553	-7.299281071	107	IOT	British Indian Ocean Territory					
90	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	160.1584117	-9.622391719	204	SLB	Solomon Islands	176	Float			M
92	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-64.63294223	18.42256578	254	VGB	British Virgin Islands					
96	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	114.6288563	4.49736984	36	BRN	Brunei Darussalam	6286	Float			M
100	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	25.23763153	42.75731323	25	BGR	Bulgaria	28924	Float			E
104	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	96.51752295	21.19332882	149	MMR	Myanmar	4	Float			M
108	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	29.89080992	-3.366387428	20	BDI	Burundi	461	Float			M
112	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	28.04940161	53.54193075	30	BLR	Belarus	10482	Float			M
116	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	104.922836	12.71163737	121	KHM	Cambodia	2723	Float			M
120	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	12.7419827	5.692387031	47	CMR	Cameroon	5634	Float			M
124	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-101.6575058	57.72360191	41	CAN	Canada	135625	Float			E
132	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-23.63544151	15.07791834	53	CPV	Cabo Verde	189	Float			M
136	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-81.16740559	19.32266656	58	CYM	Cayman Islands					
140	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	20.93559492	7.003720791	40	CAF	Central African Republic	148	Float			M
144	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	80.70489654	7.614693343	132	LKA	Sri Lanka	11903	Float			M
148	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	18.66618401	15.36279341	222	TCD	Chad	2088	Float			M
152	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-71.23029019	-35.2652885	44	CHL	Chile	67708	Float			M
156	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	104.1403375	32.30955217	45	CHN	China	6489321	Float			E
162	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	105.6426067	-10.4882473	57	CXR	Christmas Island					
166	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands					
170	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	-73.07446751	3.888209046	51	COL	Colombia	264134	Float			M
174	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	43.34234565	-11.66121732	52	COM	Comoros	181	Float			M
175	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	45.14015057	-12.82217691	160	MYT	Mayotte					
178	2015	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	T_KM	MP	1	2017.Q2.G.01	IS_RDP_FRGHTKM	Freight volume (tonne kilometres), by road transport	15.22052612	-0.840544119	49	COG	Congo	2730	Float			M
