geoAreaCode	years	Freq	Location	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	value	valueType	time_detail	source	Nature
203	2012	ANNUAL	ALLAREA	mgr/m^3	1	15.33151382	49.73913871	60	CZE	Czechia	20.06889072565064	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
203	2012	ANNUAL	URBAN	mgr/m^3	2	15.33151382	49.73913871	60	CZE	Czechia	20.70783858188520	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
204	2012	ANNUAL	ALLAREA	mgr/m^3	1	2.339933594	9.65401646	22	BEN	Benin	31.00287417885767	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
204	2012	ANNUAL	URBAN	mgr/m^3	2	2.339933594	9.65401646	22	BEN	Benin	27.85764116315539	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
208	2012	ANNUAL	ALLAREA	mgr/m^3	1	9.326571283	56.03829721	64	DNK	Denmark	10.30182670016449	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
208	2012	ANNUAL	URBAN	mgr/m^3	2	9.326571283	56.03829721	64	DNK	Denmark	10.50526841040098	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
212	2012	ANNUAL	ALLAREA	mgr/m^3	1	-61.3493756	15.43391378	63	DMA	Dominica	13.45628558326583	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
212	2012	ANNUAL	URBAN	mgr/m^3	2	-61.3493756	15.43391378	63	DMA	Dominica	12.99999891582050	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
214	2012	ANNUAL	ALLAREA	mgr/m^3	1	-70.49847576	18.89832088	65	DOM	Dominican Republic	16.21173228918378	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
214	2012	ANNUAL	URBAN	mgr/m^3	2	-70.49847576	18.89832088	65	DOM	Dominican Republic	16.99528713570265	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
218	2012	ANNUAL	ALLAREA	mgr/m^3	1	-78.37005241	-1.447785891	67	ECU	Ecuador	13.27730200130235	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
218	2012	ANNUAL	URBAN	mgr/m^3	2	-78.37005241	-1.447785891	67	ECU	Ecuador	13.27612305271132	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
222	2012	ANNUAL	ALLAREA	mgr/m^3	1	-88.86862995	13.73603564	206	SLV	El Salvador	35.07547989734859	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
222	2012	ANNUAL	URBAN	mgr/m^3	2	-88.86862995	13.73603564	206	SLV	El Salvador	37.01465374322824	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
226	2012	ANNUAL	ALLAREA	mgr/m^3	1	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	32.85372515661130	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
226	2012	ANNUAL	URBAN	mgr/m^3	2	10.46535826	1.565792376	90	GNQ	Equatorial Guinea	32.00000030474469	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
231	2012	ANNUAL	ALLAREA	mgr/m^3	1	39.63505296	8.631223181	73	ETH	Ethiopia	29.72570706632896	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
231	2012	ANNUAL	URBAN	mgr/m^3	2	39.63505296	8.631223181	73	ETH	Ethiopia	36.24420020921286	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
232	2012	ANNUAL	ALLAREA	mgr/m^3	1	38.11074289	16.12894644	69	ERI	Eritrea	35.44205282165468	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
232	2012	ANNUAL	URBAN	mgr/m^3	2	38.11074289	16.12894644	69	ERI	Eritrea	35.68960979399074	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
233	2012	ANNUAL	ALLAREA	mgr/m^3	1	25.84093481	58.68487172	72	EST	Estonia	8.39457830257317	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
233	2012	ANNUAL	URBAN	mgr/m^3	2	25.84093481	58.68487172	72	EST	Estonia	8.42346974802458	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
234	2012	ANNUAL	ALLAREA	mgr/m^3	1	-7.122044325	62.21228119	78	FRO	Faroe Islands					
234	2012	ANNUAL	URBAN	mgr/m^3	2	-7.122044325	62.21228119	78	FRO	Faroe Islands					
238	2012	ANNUAL	ALLAREA	mgr/m^3	1	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)					
238	2012	ANNUAL	URBAN	mgr/m^3	2	-58.75246778	-51.74562601	76	FLK	Falkland Islands (Malvinas)					
239	2012	ANNUAL	ALLAREA	mgr/m^3	1	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands					
239	2012	ANNUAL	URBAN	mgr/m^3	2	-36.90662765	-54.20736749	201	SGS	South Georgia and the South Sandwich Islands					
242	2012	ANNUAL	ALLAREA	mgr/m^3	1	177.9660884	-17.83301566	75	FJI	Fiji	5.91543720012220	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
242	2012	ANNUAL	URBAN	mgr/m^3	2	177.9660884	-17.83301566	75	FJI	Fiji	6.00000013043245	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
246	2012	ANNUAL	ALLAREA	mgr/m^3	1	23.308447	61.91586738	74	FIN	Finland	6.93273700215260	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
246	2012	ANNUAL	URBAN	mgr/m^3	2	23.308447	61.91586738	74	FIN	Finland	7.07861650158731	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
248	2012	ANNUAL	ALLAREA	mgr/m^3	1	19.80945969	60.1544901	5	ALA	Åland Islands					
248	2012	ANNUAL	URBAN	mgr/m^3	2	19.80945969	60.1544901	5	ALA	Åland Islands					
250	2012	ANNUAL	ALLAREA	mgr/m^3	1	2.457288129	46.62660861	77	FRA	France	11.95215690856551	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
250	2012	ANNUAL	URBAN	mgr/m^3	2	2.457288129	46.62660861	77	FRA	France	12.56245470585001	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
254	2012	ANNUAL	ALLAREA	mgr/m^3	1	-53.23619089	3.922673437	95	GUF	French Guiana					
254	2012	ANNUAL	URBAN	mgr/m^3	2	-53.23619089	3.922673437	95	GUF	French Guiana					
258	2012	ANNUAL	ALLAREA	mgr/m^3	1	-149.4052367	-17.67709294	191	PYF	French Polynesia					
258	2012	ANNUAL	URBAN	mgr/m^3	2	-149.4052367	-17.67709294	191	PYF	French Polynesia					
260	2012	ANNUAL	ALLAREA	mgr/m^3	1	69.64849091	-49.6068576	14	ATF	French Southern Territories					
260	2012	ANNUAL	URBAN	mgr/m^3	2	69.64849091	-49.6068576	14	ATF	French Southern Territories					
262	2012	ANNUAL	ALLAREA	mgr/m^3	1	42.18274707	11.56004161	62	DJI	Djibouti	38.96284448873022	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
262	2012	ANNUAL	URBAN	mgr/m^3	2	42.18274707	11.56004161	62	DJI	Djibouti	46.00000083504900	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
266	2012	ANNUAL	ALLAREA	mgr/m^3	1	11.78727747	-0.60687619	80	GAB	Gabon	30.14557849187066	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
266	2012	ANNUAL	URBAN	mgr/m^3	2	11.78727747	-0.60687619	80	GAB	Gabon	35.82767271037994	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
268	2012	ANNUAL	ALLAREA	mgr/m^3	1	43.3713615	42.04813028	82	GEO	Georgia	18.66447250120773	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
268	2012	ANNUAL	URBAN	mgr/m^3	2	43.3713615	42.04813028	82	GEO	Georgia	22.99102138565900	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
270	2012	ANNUAL	ALLAREA	mgr/m^3	1	-15.39944785	13.45295927	88	GMB	Gambia	39.25285399007159	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
270	2012	ANNUAL	URBAN	mgr/m^3	2	-15.39944785	13.45295927	88	GMB	Gambia	42.97774984421584	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
275	2012	ANNUAL	ALLAREA	mgr/m^3	1	35.25694122	31.94347933	189	PSE	State of Palestine					
275	2012	ANNUAL	URBAN	mgr/m^3	2	35.25694122	31.94347933	189	PSE	State of Palestine					
276	2012	ANNUAL	ALLAREA	mgr/m^3	1	10.3806066	51.08862743	61	DEU	Germany	13.52341742139855	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
276	2012	ANNUAL	URBAN	mgr/m^3	2	10.3806066	51.08862743	61	DEU	Germany	14.39155425948807	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
288	2012	ANNUAL	ALLAREA	mgr/m^3	1	-1.205623522	7.964825185	84	GHA	Ghana	23.72681723097891	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
288	2012	ANNUAL	URBAN	mgr/m^3	2	-1.205623522	7.964825185	84	GHA	Ghana	22.13581533270273	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
292	2012	ANNUAL	ALLAREA	mgr/m^3	1	-5.347561686	36.13895036	85	GIB	Gibraltar					
292	2012	ANNUAL	URBAN	mgr/m^3	2	-5.347561686	36.13895036	85	GIB	Gibraltar					
296	2012	ANNUAL	ALLAREA	mgr/m^3	1	-157.5643005	1.768837732	122	KIR	Kiribati	5.06669768919347	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
296	2012	ANNUAL	URBAN	mgr/m^3	2	-157.5643005	1.768837732	122	KIR	Kiribati					
300	2012	ANNUAL	ALLAREA	mgr/m^3	1	22.58307827	39.47301873	91	GRC	Greece	12.21423362839737	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
300	2012	ANNUAL	URBAN	mgr/m^3	2	22.58307827	39.47301873	91	GRC	Greece	12.63810755325956	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
304	2012	ANNUAL	ALLAREA	mgr/m^3	1	-41.39371316	74.75625681	93	GRL	Greenland					
304	2012	ANNUAL	URBAN	mgr/m^3	2	-41.39371316	74.75625681	93	GRL	Greenland					
308	2012	ANNUAL	ALLAREA	mgr/m^3	1	-61.68248568	12.11238395	92	GRD	Grenada	13.75969763221208	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
308	2012	ANNUAL	URBAN	mgr/m^3	2	-61.68248568	12.11238395	92	GRD	Grenada	14.00000095518011	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
312	2012	ANNUAL	ALLAREA	mgr/m^3	1	-61.64762115	16.14416917	87	GLP	Guadeloupe					
312	2012	ANNUAL	URBAN	mgr/m^3	2	-61.64762115	16.14416917	87	GLP	Guadeloupe					
316	2012	ANNUAL	ALLAREA	mgr/m^3	1	144.7029305	13.35485404	96	GUM	Guam					
316	2012	ANNUAL	URBAN	mgr/m^3	2	144.7029305	13.35485404	96	GUM	Guam					
320	2012	ANNUAL	ALLAREA	mgr/m^3	1	-91.2312746	15.00273719	94	GTM	Guatemala	32.12947426847183	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
320	2012	ANNUAL	URBAN	mgr/m^3	2	-91.2312746	15.00273719	94	GTM	Guatemala	33.41199617646919	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
324	2012	ANNUAL	ALLAREA	mgr/m^3	1	-11.28173419	11.00210343	86	GIN	Guinea	20.95616134878937	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
324	2012	ANNUAL	URBAN	mgr/m^3	2	-11.28173419	11.00210343	86	GIN	Guinea	19.37976873372708	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
328	2012	ANNUAL	ALLAREA	mgr/m^3	1	-58.97322037	4.788012784	97	GUY	Guyana	15.25431637241718	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
328	2012	ANNUAL	URBAN	mgr/m^3	2	-58.97322037	4.788012784	97	GUY	Guyana	16.14698915545079	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
332	2012	ANNUAL	ALLAREA	mgr/m^3	1	-72.33640958	18.40426539	102	HTI	Haiti	21.65542607063162	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
332	2012	ANNUAL	URBAN	mgr/m^3	2	-72.33640958	18.40426539	102	HTI	Haiti	24.58570158059216	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
334	2012	ANNUAL	ALLAREA	mgr/m^3	1	73.52633626	-53.09106147	99	HMD	Heard Island and McDonald Islands					
334	2012	ANNUAL	URBAN	mgr/m^3	2	73.52633626	-53.09106147	99	HMD	Heard Island and McDonald Islands					
336	2012	ANNUAL	ALLAREA	mgr/m^3	1	12.45315803	41.90343751	250	VAT	Holy See					
336	2012	ANNUAL	URBAN	mgr/m^3	2	12.45315803	41.90343751	250	VAT	Holy See					
340	2012	ANNUAL	ALLAREA	mgr/m^3	1	-86.59974381	14.82243161	100	HND	Honduras	34.83270113576329	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
340	2012	ANNUAL	URBAN	mgr/m^3	2	-86.59974381	14.82243161	100	HND	Honduras	39.57617486489897	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
344	2012	ANNUAL	ALLAREA	mgr/m^3	1	114.0266445	22.41749934	98	HKG	China, Hong Kong Special Administrative Region					
344	2012	ANNUAL	URBAN	mgr/m^3	2	114.0266445	22.41749934	98	HKG	China, Hong Kong Special Administrative Region					
348	2012	ANNUAL	ALLAREA	mgr/m^3	1	19.41221519	47.1651448	103	HUN	Hungary	21.39724635999981	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
348	2012	ANNUAL	URBAN	mgr/m^3	2	19.41221519	47.1651448	103	HUN	Hungary	22.74719679148552	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
352	2012	ANNUAL	ALLAREA	mgr/m^3	1	-19.02116966	64.79134763	111	ISL	Iceland	7.60767047316616	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
352	2012	ANNUAL	URBAN	mgr/m^3	2	-19.02116966	64.79134763	111	ISL	Iceland	7.69297401953249	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
356	2012	ANNUAL	ALLAREA	mgr/m^3	1	79.3608464	22.34642074	106	IND	India	62.39043115583893	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
356	2012	ANNUAL	URBAN	mgr/m^3	2	79.3608464	22.34642074	106	IND	India	65.72453321886840	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
360	2012	ANNUAL	ALLAREA	mgr/m^3	1	113.9174	-0.994582204	104	IDN	Indonesia	14.42502932243047	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
360	2012	ANNUAL	URBAN	mgr/m^3	2	113.9174	-0.994582204	104	IDN	Indonesia	17.76918081242957	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
364	2012	ANNUAL	ALLAREA	mgr/m^3	1	54.19766348	32.74370885	109	IRN	Iran (Islamic Republic of)	41.61876899398809	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
364	2012	ANNUAL	URBAN	mgr/m^3	2	54.19766348	32.74370885	109	IRN	Iran (Islamic Republic of)	40.20611680867301	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
368	2012	ANNUAL	ALLAREA	mgr/m^3	1	43.76606267	33.05013795	110	IRQ	Iraq	49.69148428445405	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
368	2012	ANNUAL	URBAN	mgr/m^3	2	43.76606267	33.05013795	110	IRQ	Iraq	51.28460953599102	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
372	2012	ANNUAL	ALLAREA	mgr/m^3	1	-7.121425272	53.25274054	108	IRL	Ireland	9.48831754235683	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
372	2012	ANNUAL	URBAN	mgr/m^3	2	-7.121425272	53.25274054	108	IRL	Ireland	9.94539177659805	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
376	2012	ANNUAL	ALLAREA	mgr/m^3	1	34.62277992	31.06164552	112	ISR	Israel	19.10556608876188	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
376	2012	ANNUAL	URBAN	mgr/m^3	2	34.62277992	31.06164552	112	ISR	Israel	19.23297796147328	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
380	2012	ANNUAL	ALLAREA	mgr/m^3	1	12.57022427	42.79917282	113	ITA	Italy	17.15207936221191	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
380	2012	ANNUAL	URBAN	mgr/m^3	2	12.57022427	42.79917282	113	ITA	Italy	18.21200287112902	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
384	2012	ANNUAL	ALLAREA	mgr/m^3	1	-5.552690016	7.62211586	46	CIV	Côte d'Ivoire	21.84335535328323	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
384	2012	ANNUAL	URBAN	mgr/m^3	2	-5.552690016	7.62211586	46	CIV	Côte d'Ivoire	19.24580753977895	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
388	2012	ANNUAL	ALLAREA	mgr/m^3	1	-77.31068409	18.15616857	114	JAM	Jamaica	16.33758426859921	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
388	2012	ANNUAL	URBAN	mgr/m^3	2	-77.31068409	18.15616857	114	JAM	Jamaica	17.07438024539916	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
392	2012	ANNUAL	ALLAREA	mgr/m^3	1	139.2716103	36.6554539	117	JPN	Japan	12.54228211865296	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
392	2012	ANNUAL	URBAN	mgr/m^3	2	139.2716103	36.6554539	117	JPN	Japan	12.93969702822361	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
398	2012	ANNUAL	ALLAREA	mgr/m^3	1	66.65359159	48.01963494	118	KAZ	Kazakhstan	15.44470086279072	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
398	2012	ANNUAL	URBAN	mgr/m^3	2	66.65359159	48.01963494	118	KAZ	Kazakhstan	21.11203543823559	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
400	2012	ANNUAL	ALLAREA	mgr/m^3	1	37.13024774	30.65365973	116	JOR	Jordan	35.91397261633467	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
400	2012	ANNUAL	URBAN	mgr/m^3	2	37.13024774	30.65365973	116	JOR	Jordan	37.66343832119622	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
404	2012	ANNUAL	ALLAREA	mgr/m^3	1	37.86096816	0.534797278	119	KEN	Kenya	15.53499211899252	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
404	2012	ANNUAL	URBAN	mgr/m^3	2	37.86096816	0.534797278	119	KEN	Kenya	16.83058763640637	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
408	2012	ANNUAL	ALLAREA	mgr/m^3	1	127.1803633	40.1462645	183	PRK	Democratic People's Republic of Korea	26.64545354962674	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
408	2012	ANNUAL	URBAN	mgr/m^3	2	127.1803633	40.1462645	183	PRK	Democratic People's Republic of Korea	31.42138037911641	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
410	2012	ANNUAL	ALLAREA	mgr/m^3	1	127.8610254	36.45201023	124	KOR	Republic of Korea	26.79796711477649	Float		Ambient air pollution : a global assessment of exposure and burden of disease, WHO Geneva 2016, http://www.who.int/iris/bitstream/10665/250141/1/9789241511353-eng.pdf	E
