series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Sex	Units	2014	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	116	104.922836	12.71163737	KHM	Cambodia	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	120	12.7419827	5.692387031	CMR	Cameroon	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	120	12.7419827	5.692387031	CMR	Cameroon	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	120	12.7419827	5.692387031	CMR	Cameroon	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	120	12.7419827	5.692387031	CMR	Cameroon	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	124	-101.6575058	57.72360191	CAN	Canada	1	18+	ANNUAL	FEMALE	NUMBER	67	2014	67		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	124	-101.6575058	57.72360191	CAN	Canada	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	124	-101.6575058	57.72360191	CAN	Canada	3	18+	ANNUAL	MALE	NUMBER	10	2014	10		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	124	-101.6575058	57.72360191	CAN	Canada	4	<18Y	ANNUAL	FEMALE	NUMBER	33	2014	33		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	132	-23.63544151	15.07791834	CPV	Cabo Verde	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	132	-23.63544151	15.07791834	CPV	Cabo Verde	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	132	-23.63544151	15.07791834	CPV	Cabo Verde	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	132	-23.63544151	15.07791834	CPV	Cabo Verde	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	136	-81.16740559	19.32266656	CYM	Cayman Islands	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	136	-81.16740559	19.32266656	CYM	Cayman Islands	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	136	-81.16740559	19.32266656	CYM	Cayman Islands	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	136	-81.16740559	19.32266656	CYM	Cayman Islands	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	140	20.93559492	7.003720791	CAF	Central African Republic	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	140	20.93559492	7.003720791	CAF	Central African Republic	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	140	20.93559492	7.003720791	CAF	Central African Republic	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	140	20.93559492	7.003720791	CAF	Central African Republic	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	144	80.70489654	7.614693343	LKA	Sri Lanka	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	144	80.70489654	7.614693343	LKA	Sri Lanka	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	144	80.70489654	7.614693343	LKA	Sri Lanka	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	144	80.70489654	7.614693343	LKA	Sri Lanka	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	148	18.66618401	15.36279341	TCD	Chad	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	148	18.66618401	15.36279341	TCD	Chad	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	148	18.66618401	15.36279341	TCD	Chad	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	148	18.66618401	15.36279341	TCD	Chad	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	152	-71.23029019	-35.2652885	CHL	Chile	1	18+	ANNUAL	FEMALE	NUMBER	1	2014	1		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	152	-71.23029019	-35.2652885	CHL	Chile	2	<18Y	ANNUAL	MALE	NUMBER	1	2014	1		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	152	-71.23029019	-35.2652885	CHL	Chile	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	152	-71.23029019	-35.2652885	CHL	Chile	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	156	104.1403375	32.30955217	CHN	China	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	156	104.1403375	32.30955217	CHN	China	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	156	104.1403375	32.30955217	CHN	China	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	156	104.1403375	32.30955217	CHN	China	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	162	105.6426067	-10.4882473	CXR	Christmas Island	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	162	105.6426067	-10.4882473	CXR	Christmas Island	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	162	105.6426067	-10.4882473	CXR	Christmas Island	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	162	105.6426067	-10.4882473	CXR	Christmas Island	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	170	-73.07446751	3.888209046	COL	Colombia	1	18+	ANNUAL	FEMALE	NUMBER	15	2014	15		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	170	-73.07446751	3.888209046	COL	Colombia	2	<18Y	ANNUAL	MALE	NUMBER	2	2014	2		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	170	-73.07446751	3.888209046	COL	Colombia	3	18+	ANNUAL	MALE	NUMBER	15	2014	15		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	170	-73.07446751	3.888209046	COL	Colombia	4	<18Y	ANNUAL	FEMALE	NUMBER	9	2014	9		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	174	43.34234565	-11.66121732	COM	Comoros	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	174	43.34234565	-11.66121732	COM	Comoros	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	174	43.34234565	-11.66121732	COM	Comoros	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	174	43.34234565	-11.66121732	COM	Comoros	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	175	45.14015057	-12.82217691	MYT	Mayotte	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	175	45.14015057	-12.82217691	MYT	Mayotte	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	175	45.14015057	-12.82217691	MYT	Mayotte	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	175	45.14015057	-12.82217691	MYT	Mayotte	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	178	15.22052612	-0.840544119	COG	Congo	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	178	15.22052612	-0.840544119	COG	Congo	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	178	15.22052612	-0.840544119	COG	Congo	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	178	15.22052612	-0.840544119	COG	Congo	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	184	-159.7711391	-21.22696458	COK	Cook Islands	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	184	-159.7711391	-21.22696458	COK	Cook Islands	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	184	-159.7711391	-21.22696458	COK	Cook Islands	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	184	-159.7711391	-21.22696458	COK	Cook Islands	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	188	-84.19712782	9.970998683	CRI	Costa Rica	1	18+	ANNUAL	FEMALE	NUMBER	4	2014	4		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	188	-84.19712782	9.970998683	CRI	Costa Rica	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	188	-84.19712782	9.970998683	CRI	Costa Rica	3	18+	ANNUAL	MALE	NUMBER	1	2014	1		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	188	-84.19712782	9.970998683	CRI	Costa Rica	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	191	17.95874553	45.45172212	HRV	Croatia	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	191	17.95874553	45.45172212	HRV	Croatia	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	191	17.95874553	45.45172212	HRV	Croatia	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	191	17.95874553	45.45172212	HRV	Croatia	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	192	-79.54460144	22.10030366	CUB	Cuba	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	192	-79.54460144	22.10030366	CUB	Cuba	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	192	-79.54460144	22.10030366	CUB	Cuba	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	192	-79.54460144	22.10030366	CUB	Cuba	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	196	33.22285964	35.05659437	CYP	Cyprus	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	196	33.22285964	35.05659437	CYP	Cyprus	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	196	33.22285964	35.05659437	CYP	Cyprus	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	196	33.22285964	35.05659437	CYP	Cyprus	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	203	15.33151382	49.73913871	CZE	Czechia	1	18+	ANNUAL	FEMALE	NUMBER	3	2014	3		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	203	15.33151382	49.73913871	CZE	Czechia	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	203	15.33151382	49.73913871	CZE	Czechia	3	18+	ANNUAL	MALE	NUMBER	8	2014	8		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	203	15.33151382	49.73913871	CZE	Czechia	4	<18Y	ANNUAL	FEMALE	NUMBER	9	2014	9		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	204	2.339933594	9.65401646	BEN	Benin	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	204	2.339933594	9.65401646	BEN	Benin	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	204	2.339933594	9.65401646	BEN	Benin	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	204	2.339933594	9.65401646	BEN	Benin	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	208	9.326571283	56.03829721	DNK	Denmark	1	18+	ANNUAL	FEMALE	NUMBER	60	2014	60		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	208	9.326571283	56.03829721	DNK	Denmark	2	<18Y	ANNUAL	MALE	NUMBER	2	2014	2		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	208	9.326571283	56.03829721	DNK	Denmark	3	18+	ANNUAL	MALE	NUMBER	6	2014	6		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	208	9.326571283	56.03829721	DNK	Denmark	4	<18Y	ANNUAL	FEMALE	NUMBER	3	2014	3		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	212	-61.3493756	15.43391378	DMA	Dominica	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	212	-61.3493756	15.43391378	DMA	Dominica	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	212	-61.3493756	15.43391378	DMA	Dominica	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	212	-61.3493756	15.43391378	DMA	Dominica	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	214	-70.49847576	18.89832088	DOM	Dominican Republic	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	218	-78.37005241	-1.447785891	ECU	Ecuador	1	18+	ANNUAL	FEMALE	NUMBER	35	2014	35		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	218	-78.37005241	-1.447785891	ECU	Ecuador	2	<18Y	ANNUAL	MALE	NUMBER	9	2014	9		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	218	-78.37005241	-1.447785891	ECU	Ecuador	3	18+	ANNUAL	MALE	NUMBER	18	2014	18		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	218	-78.37005241	-1.447785891	ECU	Ecuador	4	<18Y	ANNUAL	FEMALE	NUMBER	78	2014	78		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	222	-88.86862995	13.73603564	SLV	El Salvador	1	18+	ANNUAL	FEMALE	NUMBER	17	2014	17		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	222	-88.86862995	13.73603564	SLV	El Salvador	2	<18Y	ANNUAL	MALE	NUMBER	4	2014	4		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	222	-88.86862995	13.73603564	SLV	El Salvador	3	18+	ANNUAL	MALE	NUMBER	1	2014	1		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	222	-88.86862995	13.73603564	SLV	El Salvador	4	<18Y	ANNUAL	FEMALE	NUMBER	64	2014	64		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	231	39.63505296	8.631223181	ETH	Ethiopia	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	231	39.63505296	8.631223181	ETH	Ethiopia	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	231	39.63505296	8.631223181	ETH	Ethiopia	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	231	39.63505296	8.631223181	ETH	Ethiopia	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	232	38.11074289	16.12894644	ERI	Eritrea	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	232	38.11074289	16.12894644	ERI	Eritrea	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	232	38.11074289	16.12894644	ERI	Eritrea	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	232	38.11074289	16.12894644	ERI	Eritrea	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	233	25.84093481	58.68487172	EST	Estonia	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	233	25.84093481	58.68487172	EST	Estonia	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	233	25.84093481	58.68487172	EST	Estonia	3	18+	ANNUAL	MALE	NUMBER	1	2014	1		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	233	25.84093481	58.68487172	EST	Estonia	4	<18Y	ANNUAL	FEMALE	NUMBER	1	2014	1		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	234	-7.122044325	62.21228119	FRO	Faroe Islands	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	18+	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	4	<18Y	ANNUAL	FEMALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	242	177.9660884	-17.83301566	FJI	Fiji	1	18+	ANNUAL	FEMALE	NUMBER	2	2014	2		
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	242	177.9660884	-17.83301566	FJI	Fiji	2	<18Y	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	242	177.9660884	-17.83301566	FJI	Fiji	3	18+	ANNUAL	MALE	NUMBER					
2017.Q2.G.01	VC_VAW_HMTRAF	Number of victims of human trafficking per 100,000 population	242	177.9660884	-17.83301566	FJI	Fiji	4	<18Y	ANNUAL	FEMALE	NUMBER	1	2014	1		
