geoAreaCode	sliceId	Freq	Units	X	Y	OBJECTID	ISO3CD	geoAreaName	years	value
795	1	ANNUAL	CON_USD	58.9787665	40.0912346	227	TKM	Turkmenistan	2012-2016	2291.19634577293
796	1	ANNUAL	CON_USD	-71.745121	21.80780585	221	TCA	Turks and Caicos Islands	2012-2016	
798	1	ANNUAL	CON_USD	178.6679611	-7.460048071	233	TUV	Tuvalu	2012-2016	38.3070818881903
800	1	ANNUAL	CON_USD	32.39100438	1.279557331	236	UGA	Uganda	2012-2016	54.7434774067957
804	1	ANNUAL	CON_USD	31.40270802	49.00735945	237	UKR	Ukraine	2012-2016	384.376146293835
807	1	ANNUAL	CON_USD	21.7007909	41.60048068	146	MKD	Macedonia, Republic of	2012-2016	581.887918873153
818	1	ANNUAL	CON_USD	29.77468534	26.57438204	68	EGY	Egypt	2012-2016	422.716194492203
826	1	ANNUAL	CON_USD	-2.23830539	53.27691757	81	GBR	United Kingdom	2012-2016	3500.42932724514
831	1	ANNUAL	CON_USD	-2.200712402	49.71561166	83	GGY	Guernsey	2012-2016	
832	1	ANNUAL	CON_USD	-2.136773508	49.22353354	115	JEY	Jersey	2012-2016	
833	1	ANNUAL	CON_USD	-4.538190305	54.22880901	105	IMN	Isle of Man	2012-2016	
834	1	ANNUAL	CON_USD	34.80521182	-6.265332606	235	TZA	Tanzania, United Republic of	2012-2016	52.9367606894971
840	1	ANNUAL	CON_USD	-99.13830311	39.5277871	248	USA	United States of America	2012-2016	5971.18988456882
850	1	ANNUAL	CON_USD	-64.76960113	17.73297693	255	VIR	United States Virgin Islands	2012-2016	
854	1	ANNUAL	CON_USD	-1.742843829	12.27491081	23	BFA	Burkina Faso	2012-2016	50.8795909942118
858	1	ANNUAL	CON_USD	-56.01387025	-32.8002838	247	URY	Uruguay	2012-2016	1615.5879519468
860	1	ANNUAL	CON_USD	63.11944558	41.77560518	249	UZB	Uzbekistan	2012-2016	322.108541014787
862	1	ANNUAL	CON_USD	-66.15642084	7.121324748	253	VEN	Venezuela (Bolivarian Republic)	2012-2016	1643.14810311805
876	1	ANNUAL	CON_USD	-176.2034788	-13.28471201	258	WLF	Wallis and Futuna Islands	2012-2016	
882	1	ANNUAL	CON_USD	-172.4430749	-13.61541469	259	WSM	Samoa	2012-2016	362.751757199407
887	1	ANNUAL	CON_USD	45.22389143	15.22242099	282	YEM	Yemen	2012-2016	83.8767470671411
894	1	ANNUAL	CON_USD	27.850329	-14.59701056	284	ZMB	Zambia	2012-2016	126.185974841772
