series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2010	2011	2012	2013	2014	2015	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	NUMBER		427	411	342	372		388	2014	372	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	NUMBER	60	59	61				60	2012	61	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	NUMBER	1072	494	301	206	216	304	304.2	2015	304	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	NUMBER	502.412593885					467.142890901	467.142890901	2015	467.142890901	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	NUMBER	163	168	194	236	240	231	213.8	2015	231	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	NUMBER	764							2010	764	National Statistical Office	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	NUMBER	70	69	97	69	77	81	78.6	2015	81	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	NUMBER	129	161	135				148	2012	135	United Nations Peacekeeping Operation	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	NUMBER	191.881623149					156.115596871	156.115596871	2015	156.115596871	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	NUMBER	1	0	0	0	1	0	0.2	2015	0	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	NUMBER	219	211	202	198	159	172	188.4	2015	172	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	NUMBER	10	4	0	1	4		2.25	2014	4	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	NUMBER	2	4	4	1	0	1	2	2015	1	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	NUMBER	130							2010	130	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	NUMBER	520	343	279				311	2012	279	National Police	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	NUMBER	540							2010	540	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	NUMBER	6	3	10	3			5.33333333333333	2013	3	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	NUMBER	1836.13407816					1904.55642164	1904.55642164	2015	1904.55642164	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	NUMBER	4	3	12	7	6	4	6.4	2015	4	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	NUMBER	392.313755537					415.795199699	415.795199699	2015	415.795199699	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	NUMBER	33	34					34	2011	34	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	NUMBER	25757	27213	25967	23063	20010	20762	23403	2015	20762	National Statistical Office	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	NUMBER	239	266	199	208	218	214	221	2015	214	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	NUMBER	267	304	229	169	130		208	2014	130	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	NUMBER	15	21	17	10	20	17	17	2015	17	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	NUMBER	451	441	383	429	355		402	2014	355	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	NUMBER	875	849					849	2011	849	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	NUMBER		34					34	2011	34	National Statistical Office	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	NUMBER	314	308	388				348	2012	388	National Police	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	NUMBER			0.1321343				0.1321343	2012	0.1321343	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	524	83.94678863	28.25866332	NPL	Nepal	1	ANNUAL	NUMBER	813	786	778	638	639		710.25	2014	639	National Statistical Office	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	528	5.331480568	51.86728884	NLD	Netherlands	1	ANNUAL	NUMBER	144	143	145	125	123	104	128	2015	104	National Statistical Office	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	531	-68.95033464	12.15058042	CUW	Curaçao	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	533	-69.97050586	12.50878756	ABW	Aruba	1	ANNUAL	NUMBER	4							2010	4	Pan American Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ANNUAL	NUMBER	5.458827779					5.633196235	5.633196235	2015	5.633196235	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	554	170.4755673	-43.98721568	NZL	New Zealand	1	ANNUAL	NUMBER	43	39	41	46	41		41.75	2014	41	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ANNUAL	NUMBER	785	738	675				706.5	2012	675	Organzation of American States	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	562	9.400167877	17.42143036	NER	Niger	1	ANNUAL	NUMBER		831	788				809.5	2012	788	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	566	8.097363256	9.585789025	NGA	Nigeria	1	ANNUAL	NUMBER	16995.9604452					17843.4120285	17843.4120285	2015	17843.4120285	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	570	-169.8601693	-19.05000475	NIU	Niue	1	ANNUAL	NUMBER			0.0494789				0.0494789	2012	0.0494789	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	578	11.47846389	61.34311134	NOR	Norway	1	ANNUAL	NUMBER	29	111	27	46	29		53.25	2014	29	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ANNUAL	NUMBER	4.653269842					4.88187246	4.88187246	2015	4.88187246	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ANNUAL	NUMBER			2.465575				2.465575	2012	2.465575	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	585	134.5733878	7.502307591	PLW	Palau	1	ANNUAL	NUMBER			0.6460781				0.6460781	2012	0.6460781	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	586	68.80479684	29.36491634	PAK	Pakistan	1	ANNUAL	NUMBER	13208	13860	13846				13853	2012	13846	National Statistical Office	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	591	-81.26616623	8.450965746	PAN	Panama	1	ANNUAL	NUMBER	759	759	654	663	568	447	618.2	2015	447	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ANNUAL	NUMBER	713.33028							2010	713.33028	National Police	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ANNUAL	NUMBER	741	657	649	604	578	617	621	2015	617	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	604	-71.82093277	-13.58939705	PER	Peru	1	ANNUAL	NUMBER	2709	1617	1958	2013	2076	2247	1982.2	2015	2247	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	608	120.8601418	14.16591706	PHL	Philippines	1	ANNUAL	NUMBER	8897	8674	8484	9153	9756		9016.75	2014	9756	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	616	19.40660158	52.1226733	POL	Poland	1	ANNUAL	NUMBER	436	449	377	298	283	286	338.6	2015	286	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	620	-7.961599811	39.68509315	PRT	Portugal	1	ANNUAL	NUMBER	124	114	122	144	92	100	114.4	2015	100	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ANNUAL	NUMBER	162.959974287					169.082681356	169.082681356	2015	169.082681356	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ANNUAL	NUMBER	39							2010	39	United Nations Peacekeeping Operation	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ANNUAL	NUMBER	977		978	883	681	584	781.5	2015	584	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	634	51.19152467	25.28355379	QAT	Qatar	1	ANNUAL	NUMBER	122.10448121					180.993058658	180.993058658	2015	180.993058658	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	638	55.53171398	-21.13183266	REU	Réunion	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	642	24.98481009	45.83893563	ROU	Romania	1	ANNUAL	NUMBER	404	335	378	336	298	291	327.6	2015	291	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	643	99.01404926	61.61899849	RUS	Russian Federation	1	ANNUAL	NUMBER	22897	21506	19881	18464	17414	16232	18699.4	2015	16232	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	646	29.92310194	-1.999842114	RWA	Rwanda	1	ANNUAL	NUMBER	500			500			500	2013	500	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	NUMBER	21	34	18				26	2012	18	Organzation of American States	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	NUMBER	0	0	5	1	4		2.5	2014	4	National Statistical Office	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	NUMBER	44		39				39	2012	39	Organzation of American States	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	NUMBER	25	21	28				24.5	2012	28	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	NUMBER	0	0					0	2011	0	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	NUMBER	6	6					6	2011	6	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	NUMBER					283	472	377.5	2015	472	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	NUMBER	1099.13228562					1104.6409549	1104.6409549	2015	1104.6409549	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	NUMBER	130	135	111	140	118	100	120.8	2015	100	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	NUMBER	2							2010	2	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	NUMBER	163	187	113			124	141.333333333333	2015	124	National Police	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	NUMBER	19	16	11	17	14	14	14.4	2015	14	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	NUMBER	89	96	75	78	72	48	73.8	2015	48	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	NUMBER	1336	1358					1358	2011	1358	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	NUMBER	15	16	14	12	15	25	16.4	2015	25	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	NUMBER	636.435116767					599.225749826	599.225749826	2015	599.225749826	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	NUMBER	15940	15609	16211	16914	17805	18673	17042.4	2015	18673	National Police	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	NUMBER	711		981				981	2012	981	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	NUMBER	401	385	364	302	323	303	335.4	2015	303	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	728	30.32618773	7.290839152	SSD	South Sudan	1	ANNUAL	NUMBER			1504				1504	2012	1504	National Police	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	736	29.95650159	16.02643066	SDN	Sudan	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	740	-55.90626394	4.132603197	SUR	Suriname	1	ANNUAL	NUMBER	49.42349785					57.987598204	57.987598204	2015	57.987598204	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ANNUAL	NUMBER	208			102			102	2013	102	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	752	14.3775338	60.60103109	SWE	Sweden	1	ANNUAL	NUMBER	91	81	68	87	87	112	87	2015	112	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	756	8.223158	46.96617097	CHE	Switzerland	1	ANNUAL	NUMBER	52	46	45	57	41	57	49.2	2015	57	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ANNUAL	NUMBER	463							2010	463	National Statistical Office	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	762	69.294998	38.43069666	TJK	Tajikistan	1	ANNUAL	NUMBER	155	149	106	117			124	2013	117	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	764	101.0202951	15.13089239	THA	Thailand	1	ANNUAL	NUMBER	3654	3307	3323	2894	2649	2387	2912	2015	2387	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	768	0.97835765	8.532096072	TGO	Togo	1	ANNUAL	NUMBER	624.548626194					667.506080946	667.506080946	2015	667.506080946	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	776	-175.1959991	-21.19511329	TON	Tonga	1	ANNUAL	NUMBER	1	2	1				1.5	2012	1	National Police	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ANNUAL	NUMBER	473	352	380	408	405	420	393	2015	420	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ANNUAL	NUMBER	67	51	69	57	61	60	59.6	2015	60	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	788	9.572737411	34.11439971	TUN	Tunisia	1	ANNUAL	NUMBER	286		332				332	2012	332	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	792	35.42890329	38.9899684	TUR	Turkey	1	ANNUAL	NUMBER	3064	3061	3216				3138.5	2012	3216	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ANNUAL	NUMBER	228.806036656					225.429521799	225.429521799	2015	225.429521799	World Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ANNUAL	NUMBER	1	1	2				1.5	2012	2	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	800	32.39100438	1.279557331	UGA	Uganda	1	ANNUAL	NUMBER	3160	3753	4066	3857	4473		4037.25	2014	4473	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	804	31.40270802	49.00735945	UKR	Ukraine	1	ANNUAL	NUMBER	1988							2010	1988	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ANNUAL	NUMBER	43	30	29	22	33		28.5	2014	33	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	818	29.77468534	26.57438204	EGY	Egypt	1	ANNUAL	NUMBER	1839	2703					2703	2011	2703	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ANNUAL	NUMBER	753	646	644	602	594		621.5	2014	594	Eurostat	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	831	-2.200712402	49.71561166	GGY	Guernsey	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	832	-2.136773508	49.22353354	JEY	Jersey	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ANNUAL	NUMBER											
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ANNUAL	NUMBER	3888	4149	4092	3697	3902	3746	3917.2	2015	3746	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	840	-99.13830311	39.5277871	USA	United States of America	1	ANNUAL	NUMBER	14722	14661	14856	14319	14164	15696	14739.2	2015	15696	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ANNUAL	NUMBER	56							2010	56	Pan American Health Organization	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ANNUAL	NUMBER	91	89	117				103	2012	117	Global Status Report on Violence Prevention	C
2017.Q2.G.01	VC_IHR_PSRCN	Number of victims of intentional homicide	858	-56.01387025	-32.8002838	URY	Uruguay	1	ANNUAL	NUMBER	205	199	267	260	268	289	256.6	2015	289	United Nations Survey on Crime Trends and Operations of Criminal Justice System	C
