geoAreaCode	sliceId	Freq	Units	X	Y	OBJECTID	ISO3CD	geoAreaName	years	value
332	1	ANNUAL	NUMBER	-72.33640958	18.40426539	102	HTI	Haiti	2010-2014	4470.696
334	1	ANNUAL	NUMBER	73.52633626	-53.09106147	99	HMD	Heard Island and McDonald Islands	2010-2014	
336	1	ANNUAL	NUMBER	12.45315803	41.90343751	250	VAT	Holy See	2010-2014	
340	1	ANNUAL	NUMBER	-86.59974381	14.82243161	100	HND	Honduras	2010-2014	1229.8
344	1	ANNUAL	NUMBER	114.0266445	22.41749934	98	HKG	China, Hong Kong Special Administrative Region	2010-2014	
348	1	ANNUAL	NUMBER	19.41221519	47.1651448	103	HUN	Hungary	2010-2014	
352	1	ANNUAL	NUMBER	-19.02116966	64.79134763	111	ISL	Iceland	2010-2014	
356	1	ANNUAL	NUMBER	79.3608464	22.34642074	106	IND	India	2010-2014	98448.96
360	1	ANNUAL	NUMBER	113.9174	-0.994582204	104	IDN	Indonesia	2010-2014	29211.782
364	1	ANNUAL	NUMBER	54.19766348	32.74370885	109	IRN	Iran (Islamic Republic of)	2010-2014	
368	1	ANNUAL	NUMBER	43.76606267	33.05013795	110	IRQ	Iraq	2010-2014	11382.752
372	1	ANNUAL	NUMBER	-7.121425272	53.25274054	108	IRL	Ireland	2010-2014	
376	1	ANNUAL	NUMBER	34.62277992	31.06164552	112	ISR	Israel	2010-2014	
380	1	ANNUAL	NUMBER	12.57022427	42.79917282	113	ITA	Italy	2010-2014	
384	1	ANNUAL	NUMBER	-5.552690016	7.62211586	46	CIV	Côte d'Ivoire	2010-2014	6233.8978
388	1	ANNUAL	NUMBER	-77.31068409	18.15616857	114	JAM	Jamaica	2010-2014	
392	1	ANNUAL	NUMBER	139.2716103	36.6554539	117	JPN	Japan	2010-2014	
398	1	ANNUAL	NUMBER	66.65359159	48.01963494	118	KAZ	Kazakhstan	2010-2014	
400	1	ANNUAL	NUMBER	37.13024774	30.65365973	116	JOR	Jordan	2010-2014	807.927
404	1	ANNUAL	NUMBER	37.86096816	0.534797278	119	KEN	Kenya	2010-2014	6426.56
408	1	ANNUAL	NUMBER	127.1803633	40.1462645	183	PRK	Democratic People's Republic of Korea	2010-2014	
410	1	ANNUAL	NUMBER	127.8610254	36.45201023	124	KOR	Republic of Korea	2010-2014	
414	1	ANNUAL	NUMBER	47.49305029	29.53949468	125	KWT	Kuwait	2010-2014	
417	1	ANNUAL	NUMBER	74.52324839	41.46204516	120	KGZ	Kyrgyzstan	2010-2014	
418	1	ANNUAL	NUMBER	101.9901968	20.27482773	126	LAO	Lao People's Democratic Republic	2010-2014	812.946
422	1	ANNUAL	NUMBER	35.89391711	33.92152458	127	LBN	Lebanon	2010-2014	
426	1	ANNUAL	NUMBER	28.25362195	-29.58041814	133	LSO	Lesotho	2010-2014	285.496
428	1	ANNUAL	NUMBER	26.42461876	56.64196636	136	LVA	Latvia	2010-2014	
430	1	ANNUAL	NUMBER	-9.311879038	6.448381009	128	LBR	Liberia	2010-2014	1424.376
434	1	ANNUAL	NUMBER	18.0295985	27.04042819	129	LBY	Libya	2010-2014	
438	1	ANNUAL	NUMBER	9.552985019	47.14167005	131	LIE	Liechtenstein	2010-2014	
440	1	ANNUAL	NUMBER	23.90517807	55.33680309	134	LTU	Lithuania	2010-2014	
442	1	ANNUAL	NUMBER	6.092656563	49.77679538	135	LUX	Luxembourg	2010-2014	
446	1	ANNUAL	NUMBER	113.5665388	22.1237259	137	MAC	China, Macao Special Administrative Region	2010-2014	
450	1	ANNUAL	NUMBER	46.6982339	-19.38514785	142	MDG	Madagascar	2010-2014	6272.5
454	1	ANNUAL	NUMBER	33.4884625	-13.40819859	158	MWI	Malawi	2010-2014	1807.57
458	1	ANNUAL	NUMBER	116.8346314	5.452415309	159	MYS	Malaysia	2010-2014	
462	1	ANNUAL	NUMBER	73.09672546	-0.614385021	143	MDV	Maldives	2010-2014	
466	1	ANNUAL	NUMBER	-3.522016039	17.35311254	147	MLI	Mali	2010-2014	3474.836
470	1	ANNUAL	NUMBER	14.44617519	35.89194275	148	MLT	Malta	2010-2014	
474	1	ANNUAL	NUMBER	-60.91544135	14.56086108	156	MTQ	Martinique	2010-2014	
478	1	ANNUAL	NUMBER	-10.33187259	20.26089546	154	MRT	Mauritania	2010-2014	1886.439
480	1	ANNUAL	NUMBER	57.568022	-20.28581998	157	MUS	Mauritius	2010-2014	
484	1	ANNUAL	NUMBER	-102.5148166	23.93378032	144	MEX	Mexico	2010-2014	10852.026
492	1	ANNUAL	NUMBER	7.424214814	43.73532918	140	MCO	Monaco	2010-2014	
496	1	ANNUAL	NUMBER	103.0728057	46.83892054	151	MNG	Mongolia	2010-2014	875.5884
498	1	ANNUAL	NUMBER	28.4650624	47.20236795	141	MDA	Republic of Moldova	2010-2014	
499	1	ANNUAL	NUMBER	19.25214024	42.78717043	150	MNE	Montenegro	2010-2014	
500	1	ANNUAL	NUMBER	-62.19261223	16.73558313	155	MSR	Montserrat	2010-2014	
504	1	ANNUAL	NUMBER	-6.281942841	31.8440131	139	MAR	Morocco	2010-2014	2619.345
508	1	ANNUAL	NUMBER	38.18479941	-14.27963886	153	MOZ	Mozambique	2010-2014	6788.562
512	1	ANNUAL	NUMBER	57.87743482	21.98805614	173	OMN	Oman	2010-2014	
516	1	ANNUAL	NUMBER	17.21907885	-22.13817068	161	NAM	Namibia	2010-2014	356.236
520	1	ANNUAL	NUMBER	166.92313	-0.528742623	171	NRU	Nauru	2010-2014	
524	1	ANNUAL	NUMBER	83.94678863	28.25866332	170	NPL	Nepal	2010-2014	2785.59
528	1	ANNUAL	NUMBER	5.331480568	51.86728884	168	NLD	Netherlands	2010-2014	
530	1	ANNUAL	NUMBER	-68.30676179	12.22720635	8	ANT	Netherlands Antilles	2010-2014	
531	1	ANNUAL	NUMBER	-68.95033464	12.15058042	56	CUW	Curaçao	2010-2014	
533	1	ANNUAL	NUMBER	-69.97050586	12.50878756	1	ABW	Aruba	2010-2014	
534	1	ANNUAL	NUMBER	-63.06198692	18.03926508	218	SXM	Sint Maarten (Dutch part)	2010-2014	
540	1	ANNUAL	NUMBER	165.5067368	-21.41742531	162	NCL	New Caledonia	2010-2014	
548	1	ANNUAL	NUMBER	167.0679779	-15.34445547	257	VUT	Vanuatu	2010-2014	
554	1	ANNUAL	NUMBER	170.4755673	-43.98721568	172	NZL	New Zealand	2010-2014	
558	1	ANNUAL	NUMBER	-85.03060315	12.84210839	166	NIC	Nicaragua	2010-2014	
562	1	ANNUAL	NUMBER	9.400167877	17.42143036	163	NER	Niger	2010-2014	2398.8384
566	1	ANNUAL	NUMBER	8.097363256	9.585789025	165	NGA	Nigeria	2010-2014	42067.098
570	1	ANNUAL	NUMBER	-169.8601693	-19.05000475	167	NIU	Niue	2010-2014	
574	1	ANNUAL	NUMBER	167.9515548	-29.03230018	164	NFK	Norfolk Island	2010-2014	
578	1	ANNUAL	NUMBER	11.47846389	61.34311134	169	NOR	Norway	2010-2014	
580	1	ANNUAL	NUMBER	145.7582114	15.19099517	152	MNP	Northern Mariana Islands	2010-2014	
581	1	ANNUAL	NUMBER	-162.4343752	5.874443968	245	UMI	US Minor Outlying Islands	2010-2014	
583	1	ANNUAL	NUMBER	158.225216	6.880670092	79	FSM	Micronesia, Federated States of	2010-2014	
584	1	ANNUAL	NUMBER	171.0839119	7.110213497	145	MHL	Marshall Islands	2010-2014	
585	1	ANNUAL	NUMBER	134.5733878	7.502307591	179	PLW	Palau	2010-2014	
586	1	ANNUAL	NUMBER	68.80479684	29.36491634	174	PAK	Pakistan	2010-2014	32264.96
591	1	ANNUAL	NUMBER	-81.26616623	8.450965746	175	PAN	Panama	2010-2014	671.574
598	1	ANNUAL	NUMBER	145.8587761	-6.756057077	180	PNG	Papua New Guinea	2010-2014	
600	1	ANNUAL	NUMBER	-60.54854225	-21.70216237	187	PRY	Paraguay	2010-2014	
604	1	ANNUAL	NUMBER	-71.82093277	-13.58939705	177	PER	Peru	2010-2014	8238.096
608	1	ANNUAL	NUMBER	120.8601418	14.16591706	178	PHL	Philippines	2010-2014	17055.373
612	1	ANNUAL	NUMBER	-128.3225873	-24.37538456	176	PCN	Pitcairn	2010-2014	
616	1	ANNUAL	NUMBER	19.40660158	52.1226733	181	POL	Poland	2010-2014	
620	1	ANNUAL	NUMBER	-7.961599811	39.68509315	186	PRT	Portugal	2010-2014	
624	1	ANNUAL	NUMBER	-14.40182514	12.11760394	89	GNB	Guinea-Bissau	2010-2014	697.904
626	1	ANNUAL	NUMBER	125.9451052	-8.797497247	228	TLS	Timor-Leste	2010-2014	
630	1	ANNUAL	NUMBER	-66.47591017	18.22753799	182	PRI	Puerto Rico	2010-2014	
634	1	ANNUAL	NUMBER	51.19152467	25.28355379	192	QAT	Qatar	2010-2014	
638	1	ANNUAL	NUMBER	55.53171398	-21.13183266	193	REU	Réunion	2010-2014	
642	1	ANNUAL	NUMBER	24.98481009	45.83893563	194	ROU	Romania	2010-2014	
643	1	ANNUAL	NUMBER	99.01404926	61.61899849	195	RUS	Russian Federation	2010-2014	
646	1	ANNUAL	NUMBER	29.92310194	-1.999842114	196	RWA	Rwanda	2010-2014	1792.308
652	1	ANNUAL	NUMBER	-62.83173536	17.89513362	29	BLM	Saint Barthélemy	2010-2014	
654	1	ANNUAL	NUMBER	-5.705752501	-15.96503946	202	SHN	Saint Helena	2010-2014	
659	1	ANNUAL	NUMBER	-62.76628613	17.33994219	123	KNA	Saint Kitts and Nevis	2010-2014	
660	1	ANNUAL	NUMBER	-63.05651612	18.21525315	4	AIA	Anguilla	2010-2014	
662	1	ANNUAL	NUMBER	-60.96529553	13.89405601	130	LCA	Saint Lucia	2010-2014	
663	1	ANNUAL	NUMBER	-63.04505461	18.0882685	138	MAF	Saint Martin (French Part)	2010-2014	
666	1	ANNUAL	NUMBER	-56.33682442	46.85812735	209	SPM	Saint Pierre and Miquelon	2010-2014	
670	1	ANNUAL	NUMBER	-61.19024321	13.24627968	251	VCT	Saint Vincent and the Grenadines	2010-2014	
674	1	ANNUAL	NUMBER	12.46329038	43.93841766	207	SMR	San Marino	2010-2014	
678	1	ANNUAL	NUMBER	6.609772265	0.241554875	212	STP	Sao Tome and Principe	2010-2014	110.848
682	1	ANNUAL	NUMBER	44.54763347	24.12594211	197	SAU	Saudi Arabia	2010-2014	
686	1	ANNUAL	NUMBER	-14.46636926	14.35920905	199	SEN	Senegal	2010-2014	2487.322
688	1	ANNUAL	NUMBER	20.805876	44.03145697	210	SRB	Serbia	2010-2014	
690	1	ANNUAL	NUMBER	55.46561591	-4.678053059	219	SYC	Seychelles	2010-2014	
694	1	ANNUAL	NUMBER	-11.78306584	8.568604164	205	SLE	Sierra Leone	2010-2014	1856.736
702	1	ANNUAL	NUMBER	103.8107883	1.361009155	200	SGP	Singapore	2010-2014	
703	1	ANNUAL	NUMBER	19.48495604	48.70741446	214	SVK	Slovakia	2010-2014	
704	1	ANNUAL	NUMBER	105.802499	10.09643079	256	VNM	Viet Nam	2010-2014	8294.64
705	1	ANNUAL	NUMBER	14.82209486	46.11958061	215	SVN	Slovenia	2010-2014	
706	1	ANNUAL	NUMBER	46.20367477	4.406485729	208	SOM	Somalia	2010-2014	3108.128
710	1	ANNUAL	NUMBER	24.67184355	-29.99957544	283	ZAF	South Africa	2010-2014	7858.64
716	1	ANNUAL	NUMBER	29.86909584	-19.00075492	285	ZWE	Zimbabwe	2010-2014	1190.995
724	1	ANNUAL	NUMBER	-3.554078296	40.39211472	71	ESP	Spain	2010-2014	
728	1	ANNUAL	NUMBER	30.32618773	7.290839152	211	SSD	South Sudan	2010-2014	2085.992
732	1	ANNUAL	NUMBER	-13.13515523	24.66265342	70	ESH	Western Sahara	2010-2014	
736	1	ANNUAL	NUMBER	29.95650159	16.02643066	198	SDN	Sudan	2010-2014	
740	1	ANNUAL	NUMBER	-55.90626394	4.132603197	213	SUR	Suriname	2010-2014	26.207
744	1	ANNUAL	NUMBER	13.38071013	78.82894131	203	SJM	Svalbard and Jan Mayen Islands	2010-2014	
748	1	ANNUAL	NUMBER	31.50149288	-26.56471011	217	SWZ	Swaziland	2010-2014	88.29
752	1	ANNUAL	NUMBER	14.3775338	60.60103109	216	SWE	Sweden	2010-2014	
756	1	ANNUAL	NUMBER	8.223158	46.96617097	43	CHE	Switzerland	2010-2014	
760	1	ANNUAL	NUMBER	38.50466565	35.01676176	220	SYR	Syrian Arab Republic (Syria)	2010-2014	2429.484
762	1	ANNUAL	NUMBER	69.294998	38.43069666	225	TJK	Tajikistan	2010-2014	
764	1	ANNUAL	NUMBER	101.0202951	15.13089239	224	THA	Thailand	2010-2014	8264
768	1	ANNUAL	NUMBER	0.97835765	8.532096072	223	TGO	Togo	2010-2014	1413.12
772	1	ANNUAL	NUMBER	-171.8154473	-9.214545558	226	TKL	Tokelau	2010-2014	
776	1	ANNUAL	NUMBER	-175.1959991	-21.19511329	229	TON	Tonga	2010-2014	
780	1	ANNUAL	NUMBER	-61.29389504	10.41877263	230	TTO	Trinidad and Tobago	2010-2014	
784	1	ANNUAL	NUMBER	53.98279159	23.43322219	9	ARE	United Arab Emirates	2010-2014	
788	1	ANNUAL	NUMBER	9.572737411	34.11439971	231	TUN	Tunisia	2010-2014	592.72
792	1	ANNUAL	NUMBER	35.42890329	38.9899684	232	TUR	Turkey	2010-2014	6578.201
795	1	ANNUAL	NUMBER	58.9787665	40.0912346	227	TKM	Turkmenistan	2010-2014	
796	1	ANNUAL	NUMBER	-71.745121	21.80780585	221	TCA	Turks and Caicos Islands	2010-2014	
798	1	ANNUAL	NUMBER	178.6679611	-7.460048071	233	TUV	Tuvalu	2010-2014	
800	1	ANNUAL	NUMBER	32.39100438	1.279557331	236	UGA	Uganda	2010-2014	3282.464
804	1	ANNUAL	NUMBER	31.40270802	49.00735945	237	UKR	Ukraine	2010-2014	
807	1	ANNUAL	NUMBER	21.7007909	41.60048068	146	MKD	Macedonia, Republic of	2010-2014	
818	1	ANNUAL	NUMBER	29.77468534	26.57438204	68	EGY	Egypt	2010-2014	3806.884
826	1	ANNUAL	NUMBER	-2.23830539	53.27691757	81	GBR	United Kingdom	2010-2014	
831	1	ANNUAL	NUMBER	-2.200712402	49.71561166	83	GGY	Guernsey	2010-2014	
832	1	ANNUAL	NUMBER	-2.136773508	49.22353354	115	JEY	Jersey	2010-2014	
833	1	ANNUAL	NUMBER	-4.538190305	54.22880901	105	IMN	Isle of Man	2010-2014	
834	1	ANNUAL	NUMBER	34.80521182	-6.265332606	235	TZA	Tanzania, United Republic of	2010-2014	7952.295
840	1	ANNUAL	NUMBER	-99.13830311	39.5277871	248	USA	United States of America	2010-2014	
850	1	ANNUAL	NUMBER	-64.76960113	17.73297693	255	VIR	United States Virgin Islands	2010-2014	
854	1	ANNUAL	NUMBER	-1.742843829	12.27491081	23	BFA	Burkina Faso	2010-2014	3326.848
858	1	ANNUAL	NUMBER	-56.01387025	-32.8002838	247	URY	Uruguay	2010-2014	
860	1	ANNUAL	NUMBER	63.11944558	41.77560518	249	UZB	Uzbekistan	2010-2014	
862	1	ANNUAL	NUMBER	-66.15642084	7.121324748	253	VEN	Venezuela (Bolivarian Republic)	2010-2014	
876	1	ANNUAL	NUMBER	-176.2034788	-13.28471201	258	WLF	Wallis and Futuna Islands	2010-2014	
882	1	ANNUAL	NUMBER	-172.4430749	-13.61541469	259	WSM	Samoa	2010-2014	
887	1	ANNUAL	NUMBER	45.22389143	15.22242099	282	YEM	Yemen	2010-2014	5165.568
894	1	ANNUAL	NUMBER	27.850329	-14.59701056	284	ZMB	Zambia	2010-2014	3282.66
