series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	METONS	255.32	274.36	279.99	308.68	315.93	318.52	340.04	353.84	350.14	364.97	376.75	384.65	391.52	399.64	436.53	397.818	2014	436.53	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	METONS	312.16	327.25	342.95	357.28	385.75	417.65	449.12	479.92	487.19	504.12	498.45	507.64	512.18	535.28	556.09	521.928	2014	556.09	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	METONS	70.48	80.26	75.11	69.57	72.86	73.15	68.96	62.49	72.38	91.93	103.51	110.84	126.27	135.17	141.03	123.364	2014	141.03	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	METONS	40.83	42.96	42.08	41.97	42.38	44.24	45.21	44.45	44.04	39.48	39.33	35.22	35.69	34.41	33.86	35.702	2014	33.86	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	METONS	54.83	56.12	59.25	60.99	61.17	58.79	62	64.26	64.47	63.84	68.43	67.5	73.74	67.66	64.69	68.404	2014	64.69	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	METONS	420.31	420.06	427.06	445.13	454.88	456.31	449.06	441.34	428.74	383.61	391.89	384.01	366.58	337.44	319.71	359.926	2014	319.71	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	METONS	6.33	6.26	6.38	5.15	5.42	5.81	5.63	5.55	6.36	5.92	6.21	5.86	7.88	8.64	9.35	7.588	2014	9.35	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	METONS	9.79	9.81	9.97	10.28	10.25	10.28	11.74	11.75	9.7	7.5	6.93	7.31	6.87	7.32	7.17	7.12	2014	7.17	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	METONS	1141.24	1130.86	1168.73	1175.85	1172.35	1177.67	1162.34	1206.44	1120.6	1059.94	1111.82	1165.72	1208.81	1229.6	1188.63	1180.916	2014	1188.63	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	METONS	112	109.24	119.57	134.79	146.41	156.89	172.93	187.19	230.24	202.7	221.09	234.81	233.83	249.24	223.69	232.532	2014	223.69	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	METONS	14.43	14.3	15.18	14.99	16.84	18.11	18.5	19.33	18.65	19.42	18.88	19.93	22.78	22.46	24.11	21.632	2014	24.11	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	METONS	7.76	7.08	6.83	5.86	6.72	7.48	8.44	8.38	8.82	10.43	11.21	11.32	10.35	11.7	12.35	11.386	2014	12.35	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	METONS	69.96	72.31	69.07	70.53	72.09	75.33	76.53	63.27	70.38	69.89	65.55	46.09	47	33.26	37.8	45.94	2014	37.8	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	METONS	431.71	445.68	435.73	437.62	459.63	457.51	464.55	477.25	488.68	501.93	550.8	573.56	575.27	572.18	567.81	567.924	2014	567.81	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	METONS	46.29	50.22	52.22	53.38	56.22	64.74	67.29	67.49	71.57	78.42	76.97	81.48	86.02	84.1	86.08	82.93	2014	86.08	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	METONS	4.45	3.76	4.74	5.26	5.19	4.89	4.88	5.96	7.01	6.52	6.04	7.21	9.57	8.88	8.36	8.012	2014	8.36	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	METONS	13.99	15.15	15.1	15.05	15.19	14.46	13.66	12.01	15.77	19.27	18.2	18.5	21	20.64	22.37	20.142	2014	22.37	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	METONS	6.84	7.25	7.23	7.46	7.48	7.58	8.03	8.36	7.94	7.18	8.09	7.34	6.99	6.91	6.72	7.21	2014	6.72	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	METONS	36.76	37.78	39.81	41.51	42.41	42.98	41.78	38.78	42.01	45.18	48.05	34.37	44.23	48.19	47.9	44.548	2014	47.9	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	METONS	10.22	10.87	10.93	10.93	11.56	12.27	12.4	12.53	12.46	11.28	12.19	11.35	11.36	10.73	10.31	11.188	2014	10.31	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	METONS	8.06	8.69	9.36	9.84	11.23	11.48	11.29	10.69	10.62	10.07	10.65	10.51	10.32	9.77	9.25	10.1	2014	9.25	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	METONS	115.03	120.41	126.47	132.76	146.54	155.81	161.77	178.02	190.27	169.77	189.83	191.46	192.95	209.04	220.52	200.76	2014	220.52	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	METONS	2.13	2.49	2.32	2.61	2.6	2.72	2.59	2.75	2.58	2.47	2.57	2.57	2.7	2.37	2.34	2.51	2014	2.34	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	METONS	2.43	2.56	2.61	2.75	2.77	2.96	3.3	3.39	3.47	3.42	3.66	3.64	3.73	3.83	3.96	3.764	2014	3.96	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	METONS	359.62	360.48	368	385.06	394.01	410.67	424.81	431.76	432.24	423.47	437.95	455.22	457.64	448.11	430.92	445.968	2014	430.92	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	METONS	8.98	8.96	9.56	9.27	9.52	11	12.34	12.92	12.86	13.55	14.15	15.59	17.19	18.66	18.16	16.75	2014	18.16	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	METONS	6.54	6.84	6.96	7.52	7.49	7.7	7.51	7.37	7.33	7.27	7.85	7.8	7.63	6.7	7.25	7.446	2014	7.25	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	METONS						1.98	2.25	2.11	2.71	1.72	2.52	2.54	2.34	2.27	2.22	2.378	2014	2.22	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	METONS	29.54	32.19	33.33	33.06	36.29	38.89	40.18	40.96	42.75	42.72	45.95	50.26	51.75	50.47	53.11	50.308	2014	53.11	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	METONS	1.32	1.3	1.37	1.66	1.69	1.51	1.62	1.97	1.95	2.21	2.38	2.82	2.62	2.95	3.87	2.928	2014	3.87	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	METONS	20.41	23.01	24.67	25.46	25.2	24.66	32.43	36.39	35.61	38.5	42.36	48.75	54.33	56.48	59.9	52.364	2014	59.9	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	METONS	1.9	2.43	2.12	2.24	2.34	2.49	2.5	2.59	2.92	2.98	3.07	3.13	3.24	3.44	3.59	3.294	2014	3.59	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	524	83.94678863	28.25866332	NPL	Nepal	1	ANNUAL	METONS	3.1	3.35	2.67	2.9	2.7	3.07	2.5	2.58	2.88	3.43	4.12	4.4	4.97	4.86	5.93	4.856	2014	5.93	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	528	5.331480568	51.86728884	NLD	Netherlands	1	ANNUAL	METONS	161.49	166.45	166.76	169.77	171.5	167.01	162.71	163.5	164.29	159.52	169.96	158.04	156.04	155.72	148.34	157.62	2014	148.34	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	531	-68.95033464	12.15058042	CUW	Curaçao	1	ANNUAL	METONS	5.61	5.68	5.43	5.44	5.68	5.99	5.89	6.4	6.33	5.93	4.38	5.5	4.54	4.41	4.75	4.716	2014	4.75	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	533	-69.97050586	12.50878756	ABW	Aruba	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	554	170.4755673	-43.98721568	NZL	New Zealand	1	ANNUAL	METONS	28.97	31.17	31.08	32.97	32.43	33.7	33.76	32.61	33.45	30.46	30.35	29.65	31.21	30.96	31.24	30.682	2014	31.24	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ANNUAL	METONS	3.54	3.71	3.83	3.95	4.1	4.03	4.24	4.36	4.19	4.17	4.28	4.47	4.43	4.26	4.54	4.396	2014	4.54	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	562	9.400167877	17.42143036	NER	Niger	1	ANNUAL	METONS	0.65	0.64	0.67	0.73	0.77	0.73	0.73	0.8	0.84	1.07	1.36	1.38	1.87	1.78	1.96	1.67	2014	1.96	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	566	8.097363256	9.585789025	NGA	Nigeria	1	ANNUAL	METONS	43.76	49.41	51.06	54.05	54.33	56.4	50.8	47.58	52.76	43.86	55.77	60.73	63.28	61.81	60.16	60.35	2014	60.16	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	570	-169.8601693	-19.05000475	NIU	Niue	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	578	11.47846389	61.34311134	NOR	Norway	1	ANNUAL	METONS	31.87	32.88	32.5	35.06	35.58	34.49	35.45	36.03	35.3	35.67	37.58	36.19	35.42	35.1	35.31	35.92	2014	35.31	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	585	134.5733878	7.502307591	PLW	Palau	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	586	68.80479684	29.36491634	PAK	Pakistan	1	ANNUAL	METONS	95.96	97	99.39	102.27	114.6	116.75	126.31	137.84	132.06	135.39	131.36	132.62	134.23	135.14	137.43	134.156	2014	137.43	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	591	-81.26616623	8.450965746	PAN	Panama	1	ANNUAL	METONS	4.88	5.87	5.1	5.2	5.29	6.77	7.15	6.9	6.53	8.01	8.84	9.5	9.76	9.87	10.59	9.712	2014	10.59	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ANNUAL	METONS	3.28	3.41	3.59	3.71	3.76	3.47	3.6	3.73	3.94	4.1	4.66	4.87	5.04	4.93	5.19	4.938	2014	5.19	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	604	-71.82093277	-13.58939705	PER	Peru	1	ANNUAL	METONS	26.39	24.33	25.52	24.87	28.76	28.62	28.02	30.91	35.2	37.69	41.09	44.22	44	44.84	47.79	44.388	2014	47.79	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	608	120.8601418	14.16591706	PHL	Philippines	1	ANNUAL	METONS	68.11	67.86	66.83	69.01	70.51	71.48	65.53	69	71.16	71.45	77.11	77.74	80.39	89.63	95.71	84.116	2014	95.71	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	616	19.40660158	52.1226733	POL	Poland	1	ANNUAL	METONS	289.66	288.71	282.67	293.2	296.85	296.44	308.32	306.54	301.72	291.59	307.58	303.22	296.59	292.08	279.04	295.702	2014	279.04	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	620	-7.961599811	39.68509315	PRT	Portugal	1	ANNUAL	METONS	57.84	57.74	61.68	56.9	58.11	61.37	56.43	54.62	52.82	53.06	47.55	47.04	45.66	43.73	42.81	45.358	2014	42.81	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	634	51.19152467	25.28355379	QAT	Qatar	1	ANNUAL	METONS	21.25	22.47	26.55	27.85	30.86	33.2	38.45	43.21	46.58	50.32	57.1	62.71	70.84	72.79	77.61	68.21	2014	77.61	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	638	55.53171398	-21.13183266	REU	Réunion	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	642	24.98481009	45.83893563	ROU	Romania	1	ANNUAL	METONS	86.24	91.36	90.92	97	93.76	92.66	95.32	92.48	91.25	77.47	74.76	80.9	78.61	69	68.16	74.286	2014	68.16	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	643	99.01404926	61.61899849	RUS	Russian Federation	1	ANNUAL	METONS	1474.22	1474.48	1465.63	1493.69	1487.97	1481.66	1537.44	1533.44	1553.56	1440.39	1528.92	1604.4	1550.82	1534.64	1467.55	1537.266	2014	1467.55	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	646	29.92310194	-1.999842114	RWA	Rwanda	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	METONS	234.57	238.24	255.26	266.27	282.04	297.96	316.57	333.1	364.16	379.4	419.1	434.56	463.34	471.04	506.59	458.926	2014	506.59	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	METONS	3.52	3.83	3.92	3.81	4.44	4.62	4.44	4.98	5.22	5.37	5.46	5.79	5.67	6	6.28	5.84	2014	6.28	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	METONS	43	45.06	48.65	52.21	56.42	49.55	51.74	50.15	48.33	45.67	45.88	50.05	44.63	45.44	38.11	44.822	2014	38.11	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	METONS	42.12	42.04	41.3	38.17	39.62	37.86	38.28	39.42	39.35	40.33	44.28	46.74	45.96	46.24	45.32	45.708	2014	45.32	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	METONS	36.88	37.36	36.89	37.4	36.21	37.25	36.47	35.69	35.42	32.6	34.56	32.85	31.24	31.78	29.33	31.952	2014	29.33	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	METONS	44.22	48.79	57.17	60.3	73.44	79.09	81.41	89.79	100.95	111.6	126.09	125.59	124.74	130.02	143.31	129.95	2014	143.31	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	METONS	14.06	14.88	15.09	14.97	15.24	15.45	15.81	15.76	16.8	15.12	15.45	15.43	14.87	14.22	12.76	14.546	2014	12.76	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	METONS																				
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	METONS	280.51	316.47	326.82	348.25	375.43	372.29	373.96	391.44	423.21	399.42	406.74	394.55	407.69	423.32	437.37	413.934	2014	437.37	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	METONS	13.29	13.57	12.24	10.01	9.57	10.27	9.56	9.62	7.45	7.18	9.23	11.07	11.44	11.76	11.49	10.998	2014	11.49	IEA/OECD CO2 emissions from fuel combustion, 2016	C
2017.Q2.G.01	EN_ATM_CO2	Emissions of carbon dioxide	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	METONS	278.53	279.72	297.16	302.55	319.2	333.63	324.96	337.78	309.69	276.01	261.98	264.8	260.44	235.09	231.99	250.86	2014	231.99	IEA/OECD CO2 emissions from fuel combustion, 2016	C
