geoAreaCode	years	Freq	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source	Nature
72	2016	ANNUAL	CU_USD	1	23.81380223	-22.18810073	39	BWA	Botswana	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	90628.6	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
74	2016	ANNUAL	CU_USD	1	3.410732868	-54.43295905	38	BVT	Bouvet Island							
76	2016	ANNUAL	CU_USD	1	-53.08432878	-10.77668561	34	BRA	Brazil	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	6817410	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
84	2016	ANNUAL	CU_USD	1	-88.70199554	17.19965901	31	BLZ	Belize	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	5994.43	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
86	2016	ANNUAL	CU_USD	1	72.38715553	-7.299281071	107	IOT	British Indian Ocean Territory							
90	2016	ANNUAL	CU_USD	1	160.1584117	-9.622391719	204	SLB	Solomon Islands	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	3693.47	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
92	2016	ANNUAL	CU_USD	1	-64.63294223	18.42256578	254	VGB	British Virgin Islands	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	3849.5	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
96	2016	ANNUAL	CU_USD	1	114.6288563	4.49736984	36	BRN	Brunei Darussalam	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	71236.5	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
100	2016	ANNUAL	CU_USD	1	25.23763153	42.75731323	25	BGR	Bulgaria	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	163822	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
104	2016	ANNUAL	CU_USD	1	96.51752295	21.19332882	149	MMR	Myanmar	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	195390	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
108	2016	ANNUAL	CU_USD	1	29.89080992	-3.366387428	20	BDI	Burundi	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	3616.17	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
112	2016	ANNUAL	CU_USD	1	28.04940161	53.54193075	30	BLR	Belarus	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	229400	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
116	2016	ANNUAL	CU_USD	1	104.922836	12.71163737	121	KHM	Cambodia	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	27390.5	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
120	2016	ANNUAL	CU_USD	1	12.7419827	5.692387031	47	CMR	Cameroon	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	81683.7	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
124	2016	ANNUAL	CU_USD	1	-101.6575058	57.72360191	41	CAN	Canada	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	6291920	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
132	2016	ANNUAL	CU_USD	1	-23.63544151	15.07791834	53	CPV	Cabo Verde	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	7137.79	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
136	2016	ANNUAL	CU_USD	1	-81.16740559	19.32266656	58	CYM	Cayman Islands	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	8554.03	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
140	2016	ANNUAL	CU_USD	1	20.93559492	7.003720791	40	CAF	Central African Republic	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	3893.74	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
144	2016	ANNUAL	CU_USD	1	80.70489654	7.614693343	132	LKA	Sri Lanka	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	208274	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
148	2016	ANNUAL	CU_USD	1	18.66618401	15.36279341	222	TCD	Chad	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	26745.1	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
152	2016	ANNUAL	CU_USD	1	-71.23029019	-35.2652885	44	CHL	Chile	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	784154	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
156	2016	ANNUAL	CU_USD	1	104.1403375	32.30955217	45	CHN	China	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	31726100	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
162	2016	ANNUAL	CU_USD	1	105.6426067	-10.4882473	57	CXR	Christmas Island							
166	2016	ANNUAL	CU_USD	1	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands							
170	2016	ANNUAL	CU_USD	1	-73.07446751	3.888209046	51	COL	Colombia	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	944577	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
174	2016	ANNUAL	CU_USD	1	43.34234565	-11.66121732	52	COM	Comoros	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	1426.14	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
175	2016	ANNUAL	CU_USD	1	45.14015057	-12.82217691	160	MYT	Mayotte	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	6949.04	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
178	2016	ANNUAL	CU_USD	1	15.22052612	-0.840544119	49	COG	Congo	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	69047.7	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
180	2016	ANNUAL	CU_USD	1	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo	VC_DSR_EXVAL	Direct disaster economic loss, exposed value	27402	Float		UNISDR (2015). Global Assessment Report on Disaster Risk Reduction 2015, Geneva, Switzerland: United Nations Office for Disaster Risk Reduction	E
184	2016	ANNUAL	CU_USD	1	-159.7711391	-21.22696458	50	COK	Cook Islands							
