geoAreaCode	sliceId	Age	Freq	Location	Sex	Units	Bounds	X	Y	OBJECTID	ISO3CD	geoAreaName	years	value
643	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	99.01404926	61.61899849	195	RUS	Russian Federation	2010-2014	
646	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	29.92310194	-1.999842114	196	RWA	Rwanda	2010-2014	
652	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-62.83173536	17.89513362	29	BLM	Saint Barthélemy	2010-2014	
654	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-5.705752501	-15.96503946	202	SHN	Saint Helena	2010-2014	
659	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-62.76628613	17.33994219	123	KNA	Saint Kitts and Nevis	2010-2014	
660	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-63.05651612	18.21525315	4	AIA	Anguilla	2010-2014	
662	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-60.96529553	13.89405601	130	LCA	Saint Lucia	2010-2014	
663	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-63.04505461	18.0882685	138	MAF	Saint Martin (French Part)	2010-2014	
666	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-56.33682442	46.85812735	209	SPM	Saint Pierre and Miquelon	2010-2014	
670	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-61.19024321	13.24627968	251	VCT	Saint Vincent and the Grenadines	2010-2014	
674	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	12.46329038	43.93841766	207	SMR	San Marino	2010-2014	
678	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	6.609772265	0.241554875	212	STP	Sao Tome and Principe	2010-2014	
682	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	44.54763347	24.12594211	197	SAU	Saudi Arabia	2010-2014	
686	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-14.46636926	14.35920905	199	SEN	Senegal	2010-2014	
688	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	20.805876	44.03145697	210	SRB	Serbia	2010-2014	
690	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	55.46561591	-4.678053059	219	SYC	Seychelles	2010-2014	
694	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-11.78306584	8.568604164	205	SLE	Sierra Leone	2010-2014	
702	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	103.8107883	1.361009155	200	SGP	Singapore	2010-2014	
703	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	19.48495604	48.70741446	214	SVK	Slovakia	2010-2014	
704	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	105.802499	10.09643079	256	VNM	Viet Nam	2010-2014	
705	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	14.82209486	46.11958061	215	SVN	Slovenia	2010-2014	
706	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	46.20367477	4.406485729	208	SOM	Somalia	2010-2014	
710	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	24.67184355	-29.99957544	283	ZAF	South Africa	2010-2014	
716	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	29.86909584	-19.00075492	285	ZWE	Zimbabwe	2010-2014	
724	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-3.554078296	40.39211472	71	ESP	Spain	2010-2014	
728	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	30.32618773	7.290839152	211	SSD	South Sudan	2010-2014	
732	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-13.13515523	24.66265342	70	ESH	Western Sahara	2010-2014	
736	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	29.95650159	16.02643066	198	SDN	Sudan	2010-2014	
740	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-55.90626394	4.132603197	213	SUR	Suriname	2010-2014	
744	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	13.38071013	78.82894131	203	SJM	Svalbard and Jan Mayen Islands	2010-2014	
748	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	31.50149288	-26.56471011	217	SWZ	Swaziland	2010-2014	
752	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	14.3775338	60.60103109	216	SWE	Sweden	2010-2014	
756	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	8.223158	46.96617097	43	CHE	Switzerland	2010-2014	
760	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	38.50466565	35.01676176	220	SYR	Syrian Arab Republic (Syria)	2010-2014	
762	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	69.294998	38.43069666	225	TJK	Tajikistan	2010-2014	
764	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	101.0202951	15.13089239	224	THA	Thailand	2010-2014	
768	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	0.97835765	8.532096072	223	TGO	Togo	2010-2014	
772	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-171.8154473	-9.214545558	226	TKL	Tokelau	2010-2014	
776	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-175.1959991	-21.19511329	229	TON	Tonga	2010-2014	
780	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-61.29389504	10.41877263	230	TTO	Trinidad and Tobago	2010-2014	
784	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	53.98279159	23.43322219	9	ARE	United Arab Emirates	2010-2014	
788	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	9.572737411	34.11439971	231	TUN	Tunisia	2010-2014	
792	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	35.42890329	38.9899684	232	TUR	Turkey	2010-2014	
795	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	58.9787665	40.0912346	227	TKM	Turkmenistan	2010-2014	
796	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-71.745121	21.80780585	221	TCA	Turks and Caicos Islands	2010-2014	
798	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	178.6679611	-7.460048071	233	TUV	Tuvalu	2010-2014	
800	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	32.39100438	1.279557331	236	UGA	Uganda	2010-2014	
804	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	31.40270802	49.00735945	237	UKR	Ukraine	2010-2014	
807	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	21.7007909	41.60048068	146	MKD	Macedonia, Republic of	2010-2014	
818	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	29.77468534	26.57438204	68	EGY	Egypt	2010-2014	
826	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-2.23830539	53.27691757	81	GBR	United Kingdom	2010-2014	
831	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-2.200712402	49.71561166	83	GGY	Guernsey	2010-2014	
832	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-2.136773508	49.22353354	115	JEY	Jersey	2010-2014	
833	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-4.538190305	54.22880901	105	IMN	Isle of Man	2010-2014	
834	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	34.80521182	-6.265332606	235	TZA	Tanzania, United Republic of	2010-2014	
840	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-99.13830311	39.5277871	248	USA	United States of America	2010-2014	
850	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-64.76960113	17.73297693	255	VIR	United States Virgin Islands	2010-2014	
854	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-1.742843829	12.27491081	23	BFA	Burkina Faso	2010-2014	
858	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-56.01387025	-32.8002838	247	URY	Uruguay	2010-2014	
860	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	63.11944558	41.77560518	249	UZB	Uzbekistan	2010-2014	
862	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-66.15642084	7.121324748	253	VEN	Venezuela (Bolivarian Republic)	2010-2014	
876	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-176.2034788	-13.28471201	258	WLF	Wallis and Futuna Islands	2010-2014	
882	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	-172.4430749	-13.61541469	259	WSM	Samoa	2010-2014	
887	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	45.22389143	15.22242099	282	YEM	Yemen	2010-2014	
894	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP	27.850329	-14.59701056	284	ZMB	Zambia	2010-2014	
