series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Freq	Location	Sex	Units	Bounds	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	710	24.67184355	-29.99957544	ZAF	South Africa	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	724	-3.554078296	40.39211472	ESP	Spain	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	728	30.32618773	7.290839152	SSD	South Sudan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	736	29.95650159	16.02643066	SDN	Sudan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	740	-55.90626394	4.132603197	SUR	Suriname	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP										1	0.83304	0.76851	0.71618	0.77328	0.8202	0.83883		0.7871225	2015	0.83883	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	748	31.50149288	-26.56471011	SWZ	Swaziland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	752	14.3775338	60.60103109	SWE	Sweden	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	756	8.223158	46.96617097	CHE	Switzerland	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	760	38.50466565	35.01676176	SYR	Syrian Arab Republic (Syria)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP							0.92533	0.93357			0.94805			0.99117				0.99117	2013	0.99117	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	762	69.294998	38.43069666	TJK	Tajikistan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	764	101.0202951	15.13089239	THA	Thailand	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																1		1	2015	1	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	768	0.97835765	8.532096072	TGO	Togo	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	772	-171.8154473	-9.214545558	TKL	Tokelau	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	776	-175.1959991	-21.19511329	TON	Tonga	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	780	-61.29389504	10.41877263	TTO	Trinidad and Tobago	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	784	53.98279159	23.43322219	ARE	United Arab Emirates	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	788	9.572737411	34.11439971	TUN	Tunisia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	792	35.42890329	38.9899684	TUR	Turkey	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	795	58.9787665	40.0912346	TKM	Turkmenistan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	796	-71.745121	21.80780585	TCA	Turks and Caicos Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	798	178.6679611	-7.460048071	TUV	Tuvalu	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	800	32.39100438	1.279557331	UGA	Uganda	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	804	31.40270802	49.00735945	UKR	Ukraine	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	807	21.7007909	41.60048068	MKD	Macedonia, Republic of	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	818	29.77468534	26.57438204	EGY	Egypt	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP															1.11549			1.11549	2014	1.11549	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	826	-2.23830539	53.27691757	GBR	United Kingdom	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	831	-2.200712402	49.71561166	GGY	Guernsey	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	832	-2.136773508	49.22353354	JEY	Jersey	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	833	-4.538190305	54.22880901	IMN	Isle of Man	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	834	34.80521182	-6.265332606	TZA	Tanzania, United Republic of	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	840	-99.13830311	39.5277871	USA	United States of America	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	850	-64.76960113	17.73297693	VIR	United States Virgin Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	854	-1.742843829	12.27491081	BFA	Burkina Faso	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP										1.11587									2009	1.11587	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	858	-56.01387025	-32.8002838	URY	Uruguay	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	860	63.11944558	41.77560518	UZB	Uzbekistan	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	862	-66.15642084	7.121324748	VEN	Venezuela (Bolivarian Republic)	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	876	-176.2034788	-13.28471201	WLF	Wallis and Futuna Islands	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	882	-172.4430749	-13.61541469	WSM	Samoa	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP															1			1	2014	1	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	887	45.22389143	15.22242099	YEM	Yemen	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP														0.98956				0.98956	2013	0.98956	UNESCO Institute for Statistics Education Data Release May 2017	C
2017.Q2.G.01	SE_USC_GPITCH	Gender parity index of teachers in upper secondary education who are trained	894	27.850329	-14.59701056	ZMB	Zambia	1	ALLAGE	ANNUAL	ALLAREA	BOTHSEX	Ratio	MP																						
