geoAreaCode	years	Freq	Units	sliceId	X	Y	OBJECTID	ISO3CD	geoAreaName	series	seriesDescription	value	valueType	time_detail	source	Nature
90	2012	ANNUAL	PER_100000_POP	1	160.1584117	-9.622391719	204	SLB	Solomon Islands	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	52.94351436441939	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
92	2012	ANNUAL	PER_100000_POP	1	-64.63294223	18.42256578	254	VGB	British Virgin Islands							
96	2012	ANNUAL	PER_100000_POP	1	114.6288563	4.49736984	36	BRN	Brunei Darussalam	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	0.00000000000000	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
100	2012	ANNUAL	PER_100000_POP	1	25.23763153	42.75731323	25	BGR	Bulgaria	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	65.58413767362278	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
104	2012	ANNUAL	PER_100000_POP	1	96.51752295	21.19332882	149	MMR	Myanmar	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	103.87029414105267	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
108	2012	ANNUAL	PER_100000_POP	1	29.89080992	-3.366387428	20	BDI	Burundi	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	92.59298931054120	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
112	2012	ANNUAL	PER_100000_POP	1	28.04940161	53.54193075	30	BLR	Belarus	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	4.79466710157367	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
116	2012	ANNUAL	PER_100000_POP	1	104.922836	12.71163737	121	KHM	Cambodia	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	60.28592823191768	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
120	2012	ANNUAL	PER_100000_POP	1	12.7419827	5.692387031	47	CMR	Cameroon	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	72.35149302914299	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
124	2012	ANNUAL	PER_100000_POP	1	-101.6575058	57.72360191	41	CAN	Canada	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	0.00000000000000	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
132	2012	ANNUAL	PER_100000_POP	1	-23.63544151	15.07791834	53	CPV	Cabo Verde	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	32.94566597464576	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
136	2012	ANNUAL	PER_100000_POP	1	-81.16740559	19.32266656	58	CYM	Cayman Islands							
140	2012	ANNUAL	PER_100000_POP	1	20.93559492	7.003720791	40	CAF	Central African Republic	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	82.98484167891130	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
144	2012	ANNUAL	PER_100000_POP	1	80.70489654	7.614693343	132	LKA	Sri Lanka	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	94.51793460253884	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
148	2012	ANNUAL	PER_100000_POP	1	18.66618401	15.36279341	222	TCD	Chad	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	106.36247374398626	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
152	2012	ANNUAL	PER_100000_POP	1	-71.23029019	-35.2652885	44	CHL	Chile	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	7.11364475645877	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
156	2012	ANNUAL	PER_100000_POP	1	104.1403375	32.30955217	45	CHN	China	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	107.69656374166902	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
162	2012	ANNUAL	PER_100000_POP	1	105.6426067	-10.4882473	57	CXR	Christmas Island							
166	2012	ANNUAL	PER_100000_POP	1	96.82633757	-12.18600682	42	CCK	Cocos (Keeling) Islands							
170	2012	ANNUAL	PER_100000_POP	1	-73.07446751	3.888209046	51	COL	Colombia	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	12.47642819399583	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
174	2012	ANNUAL	PER_100000_POP	1	43.34234565	-11.66121732	52	COM	Comoros	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	62.31139063354716	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
175	2012	ANNUAL	PER_100000_POP	1	45.14015057	-12.82217691	160	MYT	Mayotte							
178	2012	ANNUAL	PER_100000_POP	1	15.22052612	-0.840544119	49	COG	Congo	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	73.71451250498640	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
180	2012	ANNUAL	PER_100000_POP	1	23.65496507	-2.877154732	48	COD	Democratic Republic of the Congo	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	100.87642559679682	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
184	2012	ANNUAL	PER_100000_POP	1	-159.7711391	-21.22696458	50	COK	Cook Islands							
188	2012	ANNUAL	PER_100000_POP	1	-84.19712782	9.970998683	54	CRI	Costa Rica	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	5.59582427450555	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
191	2012	ANNUAL	PER_100000_POP	1	17.95874553	45.45172212	101	HRV	Croatia	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	26.49022635531299	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
192	2012	ANNUAL	PER_100000_POP	1	-79.54460144	22.10030366	55	CUB	Cuba	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	16.06112497380928	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
196	2012	ANNUAL	PER_100000_POP	1	33.22285964	35.05659437	59	CYP	Cyprus	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	0.00000000000000	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
203	2012	ANNUAL	PER_100000_POP	1	15.33151382	49.73913871	60	CZE	Czechia	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	1.74716149819700	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
204	2012	ANNUAL	PER_100000_POP	1	2.339933594	9.65401646	22	BEN	Benin	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	79.03236883030338	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
208	2012	ANNUAL	PER_100000_POP	1	9.326571283	56.03829721	64	DNK	Denmark	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	0.00000000000000	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
212	2012	ANNUAL	PER_100000_POP	1	-61.3493756	15.43391378	63	DMA	Dominica	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	9.06102274649489	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
214	2012	ANNUAL	PER_100000_POP	1	-70.49847576	18.89832088	65	DOM	Dominican Republic	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	10.88686427070000	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
218	2012	ANNUAL	PER_100000_POP	1	-78.37005241	-1.447785891	67	ECU	Ecuador	SH_HAP_MORT	Crude death rate attributed to household air pollution, total (deaths per 100,000 population)	3.89221555286156	Float		Global Health Observatory (GHO), World Health Organisation (WHO)	E
