series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2010	2015	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	222	-88.86862995	13.73603564	SLV	El Salvador	1	ANNUAL	METONS						
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	ANNUAL	METONS	347.9	335.4	2015	335.4	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	231	39.63505296	8.631223181	ETH	Ethiopia	1	ANNUAL	METONS	367		2010	367	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	232	38.11074289	16.12894644	ERI	Eritrea	1	ANNUAL	METONS						
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	233	25.84093481	58.68487172	EST	Estonia	1	ANNUAL	METONS	264.16	267.3	2015	267.3	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	ANNUAL	METONS	0	0	2015	0	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	ANNUAL	METONS	0	0	2015	0	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	ANNUAL	METONS						
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	242	177.9660884	-17.83301566	FJI	Fiji	1	ANNUAL	METONS						
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	246	23.308447	61.91586738	FIN	Finland	1	ANNUAL	METONS	1193	1193	2015	1193	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	248	19.80945969	60.1544901	ALA	Åland Islands	1	ANNUAL	METONS						
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	250	2.457288129	46.62660861	FRA	France	1	ANNUAL	METONS	2039	2224	2015	2224	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	254	-53.23619089	3.922673437	GUF	French Guiana	1	ANNUAL	METONS	2848	2846	2015	2846	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	ANNUAL	METONS	35.98	35.98	2015	35.98	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	ANNUAL	METONS						
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	262	42.18274707	11.56004161	DJI	Djibouti	1	ANNUAL	METONS	0.34	0.34	2015	0.34	FAO estimates	E
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	266	11.78727747	-0.60687619	GAB	Gabon	1	ANNUAL	METONS	4912	5135	2015	5135	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	268	43.3713615	42.04813028	GEO	Georgia	1	ANNUAL	METONS	336.8	336.8	2015	336.8	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	270	-15.39944785	13.45295927	GMB	Gambia	1	ANNUAL	METONS	54.15	54.94	2015	54.94	Official submission of country data to FAO Global Forest Resources Assessment	C
2017.Q2.G.01	AG_LND_FRSTBIOM	Above-ground biomass in forest	275	35.25694122	31.94347933	PSE	State of Palestine	1	ANNUAL	METONS						
