series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Freq	Units	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	360	113.9174	-0.994582204	IDN	Indonesia	1	ANNUAL	METONS	1054433024	1048097152	1297462528	1354540288	1443301504	1500107008	1483936768	1660872576	1638118528	1553275648	1618909568	1591022617.6	2010	1618909568	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	ANNUAL	METONS	460723264	496387200	526775584	552940416	589682240	617807104	666893952	749549696	733723584	827692736	767527872	749077568	2010	767527872	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	368	43.76606267	33.05013795	IRQ	Iraq	1	ANNUAL	METONS	107394936	111596272	122048992	76386336	82459688	89010072	89025000	100308264	111704504	121781408	131440576	110851950.4	2010	131440576	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	372	-7.121425272	53.25274054	IRL	Ireland	1	ANNUAL	METONS	167082736	174163792	171961552	166512624	175771616	190593472	219754544	218878368	178153488	141956592	127789256	177306449.6	2010	127789256	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	376	34.62277992	31.06164552	ISR	Israel	1	ANNUAL	METONS	101298720	93656560	91561256	89665592	66904768	86161160	87101808	90832992	85781264	93503096	98927432	91229318.4	2010	98927432	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	380	12.57022427	42.79917282	ITA	Italy	1	ANNUAL	METONS	943196864	926120960	872327040	792552320	851561152	878605312	880924928	852939776	821332672	731360704	661612160	789634048	2010	661612160	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	ANNUAL	METONS	45194564	43551956	45404228	43512444	43579504	43772240	45009404	44522336	47447628	46848836	48730956	46511832	2010	48730956	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	388	-77.31068409	18.15616857	JAM	Jamaica	1	ANNUAL	METONS	23211202	24908574	25888996	26370768	27615720	24156504	26069550	23669268	24841964	21836224	18945394	23072480	2010	18945394	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	392	139.2716103	36.6554539	JPN	Japan	1	ANNUAL	METONS	1564089984	1481627264	1446830208	1425428224	1424324480	1414139520	1413409664	1397380224	1328419968	1153539840	1189082752	1296366489.6	2010	1189082752	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	ANNUAL	METONS	264461664	297165504	309014592	324064288	334703296	342208992	378065760	420990144	425320896	429964640	434838304	417835948.8	2010	434838304	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	400	37.13024774	30.65365973	JOR	Jordan	1	ANNUAL	METONS	37249580	33398936	37944320	37367816	44151620	49932752	48925784	53089368	51979228	54035880	56985072	53003066.4	2010	56985072	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	404	37.86096816	0.534797278	KEN	Kenya	1	ANNUAL	METONS	74699800	81414864	86750440	87986192	90670224	103025536	107785840	112988248	110417680	126452888	135066752	118542281.6	2010	135066752	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	ANNUAL	METONS	70975688	75802648	73934744	75955128	77488744	79491088	77646808	75442960	77113856	77606560	78971360	77356308.8	2010	78971360	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	410	127.8610254	36.45201023	KOR	Republic of Korea	1	ANNUAL	METONS	727748160	746268096	782380352	841933760	832123136	750418304	779669056	774200896	776354112	754778624	748554688	766711475.2	2010	748554688	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	414	47.49305029	29.53949468	KWT	Kuwait	1	ANNUAL	METONS	61472292	59781748	41385536	62085772	60198600	68142688	69479344	88016536	92299640	51619324	54030368	71089042.4	2010	54030368	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	ANNUAL	METONS	30258524	32471522	35715068	33989200	33773612	32794978	32199360	36221732	39960716	35640000	35227148	35849791.2	2010	35227148	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	ANNUAL	METONS	13529291	13958917	14891106	16180381	16610622	23476606	29787822	31188466	37122984	45647780	48284228	38406256	2010	48284228	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	422	35.89391711	33.92152458	LBN	Lebanon	1	ANNUAL	METONS	29606180	29076252	28180008	35771040	38392736	39009264	40939220	37794852	39759580	49314024	53887316	44338998.4	2010	53887316	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	426	28.25362195	-29.58041814	LSO	Lesotho	1	ANNUAL	METONS	6762512.5	5872796.5	6567973	4651012	4639282.5	4763708	4771181	4818879.5	5142691.5	5215041	5464573	5082473.2	2010	5464573	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	428	26.42461876	56.64196636	LVA	Latvia	1	ANNUAL	METONS	28293408	27999832	30368560	31353044	34505660	35684612	38034092	46126776	40544812	31764444	32859572	37865939.2	2010	32859572	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	430	-9.311879038	6.448381009	LBR	Liberia	1	ANNUAL	METONS	4657067.5	4819602	4552126.5	5711800	7774163	8299588.5	8535324	8886660	8874781	8795889	9112145	8840959.8	2010	9112145	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	434	18.0295985	27.04042819	LBY	Libya	1	ANNUAL	METONS	50172064	50581216	53988736	60888236	62286000	57697388	70605776	71675800	74415592	82543824	83191864	76486571.2	2010	83191864	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	438	9.552985019	47.14167005	LIE	Liechtenstein	1	ANNUAL	METONS	320000	330000	330000	330000	340000	340000	350000	350000	360000	360000	360000	356000	2010	360000	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	440	23.90517807	55.33680309	LTU	Lithuania	1	ANNUAL	METONS	29126500	25595312	29862336	32862612	35629248	36420832	36589436	44211512	45842804	33859812	35822344	39265181.6	2010	35822344	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	442	6.092656563	49.77679538	LUX	Luxembourg	1	ANNUAL	METONS	11154474	10917045	13103608	12791753	12691437	13903142	14579477	12236697	12138951	12442216	12788799	12837228	2010	12788799	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	450	46.6982339	-19.38514785	MDG	Madagascar	1	ANNUAL	METONS	33242216	32705774	31823102	35029692	36368196	38452832	40649784	41969392	46012688	47448224	48412380	44898493.6	2010	48412380	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	454	33.4884625	-13.40819859	MWI	Malawi	1	ANNUAL	METONS	23380620	23364484	21516928	22889854	22470470	21660658	27803362	30448400	31780238	36082244	36304192	32483687.2	2010	36304192	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	458	116.8346314	5.452415309	MYS	Malaysia	1	ANNUAL	METONS	318427872	312031456	310622816	344741088	366784192	397887200	442293568	439077984	409251360	410359808	390788896	418354323.2	2010	390788896	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	462	73.09672546	-0.614385021	MDV	Maldives	1	ANNUAL	METONS	1551517	1680061	1824104	2024514	2302123	2221756	2741595	4911431	6354403	2765324	2959748	3946500.2	2010	2959748	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	466	-3.522016039	17.35311254	MLI	Mali	1	ANNUAL	METONS	38918188	45001432	49596532	51879868	50784536	56098596	59613316	62882768	67189304	63949340	76274392	65981824	2010	76274392	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	470	14.44617519	35.89194275	MLT	Malta	1	ANNUAL	METONS	3993187.75	5240461	5061297	4918868.5	5978054.5	5881035	5348150.5	5434219.5	5495849.5	5237876	5415214.5	5386262	2010	5415214.5	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	474	-60.91544135	14.56086108	MTQ	Martinique	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	478	-10.33187259	20.26089546	MRT	Mauritania	1	ANNUAL	METONS	15257892	11937722	12325441	13704636	24234550	13693358	26192792	14546875	29368982	20472744	32685974	24653473.4	2010	32685974	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	480	57.568022	-20.28581998	MUS	Mauritius	1	ANNUAL	METONS	13076308	13854945	18252676	13541376	13868188	13310878	13752311	13227078	14172070	13731281	13938493	13764246.6	2010	13938493	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	484	-102.5148166	23.93378032	MEX	Mexico	1	ANNUAL	METONS	889984384	917483648	921172480	871289024	932843584	934372608	973211072	978094528	969638016	981077568	1035723008	987548838.4	2010	1035723008	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	492	7.424214814	43.73532918	MCO	Monaco	1	ANNUAL	METONS	0	0	0	0	0	0	0	0	0	0	0	0	2010	0	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	496	103.0728057	46.83892054	MNG	Mongolia	1	ANNUAL	METONS	50173584	48659452	47682160	45860484	46337764	47475504	49682340	53579112	56377616	63300212	60171488	56622153.6	2010	60171488	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	ANNUAL	METONS	14494888	15808778	16637840	16037570	20668620	22151680	21928676	17186152	22861160	18062204	21498054	20307249.2	2010	21498054	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	499	19.25214024	42.78717043	MNE	Montenegro	1	ANNUAL	METONS	0	0	611500	572550	630000	852340	6251211.5	8050374.5	10015591	2576634.5	2707551.25	5920272.55	2010	2707551.25	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	500	-62.19261223	16.73558313	MSR	Montserrat	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	504	-6.281942841	31.8440131	MAR	Morocco	1	ANNUAL	METONS	135038272	159134080	164256320	171434176	182274208	177571344	188601616	194615088	216563632	235098752	236410736	214257964.8	2010	236410736	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	508	38.18479941	-14.27963886	MOZ	Mozambique	1	ANNUAL	METONS	34630280	42838464	37046088	40054472	40417240	43015440	47053384	41548580	46293128	48943288	49848216	46737319.2	2010	49848216	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	512	57.87743482	21.98805614	OMN	Oman	1	ANNUAL	METONS	29373916	35854508	32703106	33794684	34966276	53062984	92565504	84391568	88953368	88252184	86913176	88215160	2010	86913176	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	516	17.21907885	-22.13817068	NAM	Namibia	1	ANNUAL	METONS	8643502	10386506	10246119	11968631	13161085	16459568	16150945	22255906	19901540	14069813	14535396	17382720	2010	14535396	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	520	166.92313	-0.528742623	NRU	Nauru	1	ANNUAL	METONS	690489	486046	196356	146437	61610	46850	107975	224017	540569	182755	449771	301017.4	2010	449771	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	524	83.94678863	28.25866332	NPL	Nepal	1	ANNUAL	METONS	59796400	57940396	59151072	65072060	65565808	68085480	67721136	67033216	69416800	72130928	84653648	72191145.6	2010	84653648	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	528	5.331480568	51.86728884	NLD	Netherlands	1	ANNUAL	METONS	209065136	210725536	206186928	191762016	203779936	204446528	201426432	242357648	260995984	202848528	229591504	227444019.2	2010	229591504	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	531	-68.95033464	12.15058042	CUW	Curaçao	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	533	-69.97050586	12.50878756	ABW	Aruba	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	540	165.5067368	-21.41742531	NCL	New Caledonia	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	548	167.0679779	-15.34445547	VUT	Vanuatu	1	ANNUAL	METONS	1127833.5	1047909	955857.12	981781.44	1189752.75	1218750.25	1351691	1464770.5	1305920.5	1288942.88	1446289.62	1371522.9	2010	1446289.62	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	554	170.4755673	-43.98721568	NZL	New Zealand	1	ANNUAL	METONS	91792816	92595128	90854856	95307664	100866648	105517944	101895536	103729048	102793176	87850512	87453144	96744283.2	2010	87453144	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	558	-85.03060315	12.84210839	NIC	Nicaragua	1	ANNUAL	METONS	21591016	22453458	22328772	26762442	25020090	24917822	25660496	26551350	25860210	27848666	28887322	26961608.8	2010	28887322	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	562	9.400167877	17.42143036	NER	Niger	1	ANNUAL	METONS	37041148	37805080	39118228	41038516	40096096	45215444	46842788	48445876	52866060	51864160	57722664	51548309.6	2010	57722664	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	566	8.097363256	9.585789025	NGA	Nigeria	1	ANNUAL	METONS	316531776	331598400	335316992	359386208	365802400	386263456	411297952	432660960	456842016	391981664	421068800	422770278.4	2010	421068800	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	570	-169.8601693	-19.05000475	NIU	Niue	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	578	11.47846389	61.34311134	NOR	Norway	1	ANNUAL	METONS	98340272	95662704	99133144	78274464	105769024	113933912	118221752	120647760	125719456	116035824	132089376	122542833.6	2010	132089376	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	ANNUAL	METONS	347433	352378	352703	355043	360872	368507	367331	354499	348670	346334	365932	356553.2	2010	365932	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	584	171.0839119	7.110213497	MHL	Marshall Islands	1	ANNUAL	METONS	115495	111676	120976	144763	133538	135143	152026	157779	165648	148718	150276	154889.4	2010	150276	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	585	134.5733878	7.502307591	PLW	Palau	1	ANNUAL	METONS	117081	117981	121581	122881	127081	132081	134181	131581	129981	125181	122481	128681	2010	122481	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	586	68.80479684	29.36491634	PAK	Pakistan	1	ANNUAL	METONS	488130816	480399136	484954592	516232896	558457728	576009216	606921024	657776896	642768896	647304320	660568192	643067865.6	2010	660568192	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	591	-81.26616623	8.450965746	PAN	Panama	1	ANNUAL	METONS	21397486	21014074	21435076	26120598	21122996	26698036	27604936	28198096	36600004	36086620	31798726	32057676.4	2010	31798726	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	ANNUAL	METONS	66112884	66216328	61914556	61029204	55395984	59360008	58836936	52872384	53955636	57358788	54539912	55512731.2	2010	54539912	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	600	-60.54854225	-21.70216237	PRY	Paraguay	1	ANNUAL	METONS	62338708	64644644	66695328	68258040	68578392	66805088	69855712	72913424	73656848	69383936	79651056	73092195.2	2010	79651056	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	604	-71.82093277	-13.58939705	PER	Peru	1	ANNUAL	METONS	493057184	534042464	574963712	608910784	615960000	643634304	670374592	696622080	752173760	759827776	739430336	723685708.8	2010	739430336	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	608	120.8601418	14.16591706	PHL	Philippines	1	ANNUAL	METONS	279455328	255542704	282568672	283517216	292468416	304856160	281446592	295175776	316868096	347090592	358297664	319775744	2010	358297664	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	616	19.40660158	52.1226733	POL	Poland	1	ANNUAL	METONS	570999232	547659264	539108480	554335040	583847744	587914048	606671168	668325504	681108864	664497408	690720256	662264640	2010	690720256	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	620	-7.961599811	39.68509315	PRT	Portugal	1	ANNUAL	METONS	170087648	170565360	164153264	142267424	154764848	156397280	185506864	220946864	234011040	206903072	193174112	208108390.4	2010	193174112	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	ANNUAL	METONS	2417559	2396163.75	2399315	2371377	2514134.5	2768899.75	2722008.5	2618302.5	2808927	4386068	4600421.5	3427145.5	2010	4600421.5	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	ANNUAL	METONS	1205151	1184298.12	1261707.62	1188963	4503813	7233524	8488222	7259025	8697527	8473223	7988153.5	8181230.1	2010	7988153.5	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	634	51.19152467	25.28355379	QAT	Qatar	1	ANNUAL	METONS	12404273	11832243	17976128	18566496	20669428	44123592	51098440	86535864	112708632	29202596	93048992	74518904.8	2010	93048992	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	638	55.53171398	-21.13183266	REU	Réunion	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	642	24.98481009	45.83893563	ROU	Romania	1	ANNUAL	METONS	153137120	242812368	220854224	231580480	224756480	242516400	249623856	441219168	269521536	227425552	222439056	282045833.6	2010	222439056	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	643	99.01404926	61.61899849	RUS	Russian Federation	1	ANNUAL	METONS	1527741568	1596393216	1601051392	1623842560	1679081856	1716138240	1824579840	1911046016	2045543168	1701968000	1763727104	1849372825.6	2010	1763727104	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	646	29.92310194	-1.999842114	RWA	Rwanda	1	ANNUAL	METONS	13734210	14380758	16090627	15580273	15489084	16917580	20780498	21166792	17408984	21912864	21749482	20603724	2010	21749482	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	ANNUAL	METONS	679656.69	725248.69	720224.12	767197.88	827936.44	592617.56	616273.62	622654.75	641048.75	521276.28	517445.44	583739.768	2010	517445.44	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	660	-63.05651612	18.21525315	AIA	Anguilla	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	ANNUAL	METONS	1210131.88	1131073.38	1065214.62	1166842.62	1216797	1175608.12	1233464.75	1135585.62	925214.06	971072.06	977687.44	1048604.786	2010	977687.44	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	ANNUAL	METONS	714767.25	854027.06	806827.25	843713.81	910087.62	816942.81	849475.44	982508.25	949995.06	948578.81	948036.31	935718.774	2010	948036.31	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	674	12.46329038	43.93841766	SMR	San Marino	1	ANNUAL	METONS	260000	270000	280000	280000	290000	3e+05	310000	310000	310000	310000	320000	312000	2010	320000	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	ANNUAL	METONS	400004.91	429944.59	432290.41	451154.12	445461.25	457245.03	508275.12	510581.09	551500.81	569167.56	562798.38	540464.592	2010	562798.38	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	ANNUAL	METONS	268795552	301860992	322889376	338679360	378337696	409359200	427133312	432323936	471048896	525286880	597881600	490734924.8	2010	597881600	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	686	-14.46636926	14.35920905	SEN	Senegal	1	ANNUAL	METONS	29945670	34874956	32184412	38499432	39261300	42009636	40724084	43961516	44982592	48712836	51610420	45998289.6	2010	51610420	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	688	20.805876	44.03145697	SRB	Serbia	1	ANNUAL	METONS	73317744	74225080	73350840	71209696	75950616	70363248	99736088	98178992	105787840	99922752	103160128	101357160	2010	103160128	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	690	55.46561591	-4.678053059	SYC	Seychelles	1	ANNUAL	METONS	619666	768422	941594	964349	1122448	992027	935648	1116801	1342336	727389	749892	974413.2	2010	749892	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	ANNUAL	METONS	7659207.5	8056133	11158436	8650893	8917763	9512625	14196326	13278542	13600486	13310228	14502068	13777530	2010	14502068	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	702	103.8107883	1.361009155	SGP	Singapore	1	ANNUAL	METONS	429245824	225711120	161736272	104523984	110361872	99692448	119165872	131974408	175471792	250729584	183719680	172212267.2	2010	183719680	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	703	19.48495604	48.70741446	SVK	Slovakia	1	ANNUAL	METONS	55264816	60480968	62823012	62548352	69863968	76605104	75350184	75726272	82685616	71552832	69899832	75042947.2	2010	69899832	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	704	105.802499	10.09643079	VNM	Viet Nam	1	ANNUAL	METONS	327185152	356006496	357189952	381041632	430584608	488859744	519809152	570078656	627185984	674252096	729413632	624147904	2010	729413632	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	705	14.82209486	46.11958061	SVN	Slovenia	1	ANNUAL	METONS	42823844	39324272	40994540	42999600	44147404	41837300	49530708	49663544	42987148	36911704	34424604	42703541.6	2010	34424604	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	706	46.20367477	4.406485729	SOM	Somalia	1	ANNUAL	METONS	32967754	32861144	34628684	36210540	37030352	38736116	40151996	37776656	37098240	38910748	40407612	38869050.4	2010	40407612	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	710	24.67184355	-29.99957544	ZAF	South Africa	1	ANNUAL	METONS	605975104	600715072	593877184	621006272	608580608	616023616	626234496	637060992	660446080	633925184	639635008	639460352	2010	639635008	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	ANNUAL	METONS	45594264	44318328	37417132	37681120	40268780	38255360	36007020	33307206	32818148	34878988	42399584	35882189.2	2010	42399584	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	724	-3.554078296	40.39211472	ESP	Spain	1	ANNUAL	METONS	702383744	737242496	793972672	845514688	869483072	1165147008	843634752	954023744	838720000	685627264	607021824	785805516.8	2010	607021824	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	728	30.32618773	7.290839152	SSD	South Sudan	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	732	-13.13515523	24.66265342	ESH	Western Sahara	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	736	29.95650159	16.02643066	SDN	Sudan	1	ANNUAL	METONS																
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	740	-55.90626394	4.132603197	SUR	Suriname	1	ANNUAL	METONS	5296655	7966712.5	8180305.5	8933617	8548176	8701208	9014732	9562609	9689527	8782676	8464787	9102866.2	2010	8464787	Environment Live	C
2017.Q2.G.01	EN_MAT_DOMCMPT	Domestic material consumption	744	13.38071013	78.82894131	SJM	Svalbard and Jan Mayen Islands	1	ANNUAL	METONS																
